sample_id,growth_run_id,split,sq_nm,sa_nm,analysis_scale_nm,height_increment_rms_31nm,scale_dependent_rms_slope_31nm,curvature_relief_31nm,scale_dependent_rms_curvature_31nm_inv,sdq_31nm,sdr_31nm_percent,bearing_core_span_p90_p10_nm,bearing_peak_span_p99_p90_nm,bearing_valley_span_p10_p01_nm,bearing_core_equivalent_nm,island_prominence_nm,island_median_area_nm2,island_count_per_um2,island_boundary_contrast,functional_surface_morphology_index_nm
6022,6022,val,1.6493402247579043,1.302845105147906,31.372549019607842,1.42506811939515,0.04542404630572041,1.0366801557956307,0.00210656647283159,0.04496978723608308,0.10095033103424388,4.263931437824187,1.2922141188078946,1.9673338878691675,1.0659828594560468,1.127340803727007,5190.311418685121,12.0,1.7336075482491893,1.283204177965711
6022,6022,val,1.878184633350953,1.4378799785643066,31.372549019607842,1.7060679514222081,0.054380915951582884,1.2025444852165064,0.002443607973475104,0.055929235779479995,0.15592327891251276,4.53845925630936,1.3367709874516054,2.554396544127611,1.13461481407734,1.029369479277288,3521.722414455978,15.0,1.4632240043174438,1.4304762082566498
6022,6022,val,1.359708217432627,0.9400447193681538,31.372549019607842,1.4768894558771068,0.04707585140608278,1.094172970229821,0.002223393668412316,0.04239767652131658,0.08969428015459803,2.9930899994355107,1.7254622368110297,2.7924668571191216,0.7482724998588777,0.9882910990202447,3244.9058054594384,29.0,1.6181321604027912,1.1630867913155953
6028,6028,train,6.202368820248094,4.84248601363341,31.372549019607842,5.991932385309144,0.19099284478172898,4.351701558748153,0.008842793558049959,0.18626340547251552,1.7010742298563228,15.116897730176536,6.029923700837167,9.40739787097855,3.779224432544134,4.297431156347158,6166.858900422914,17.0,1.053760353256849,5.021163032684663
6028,6028,train,6.07256439790624,4.713696692899092,31.372549019607842,6.04454950318651,0.19267001541407003,4.378871120825827,0.008898002957240607,0.18785982194988213,1.726131878663089,14.726672761662542,6.590339196153151,10.39107112429077,3.6816681904156354,3.9622049364087215,6858.900422914263,19.0,1.0272497119781414,4.936413231860013
6028,6028,train,2.3199469326732456,1.8109801927443403,31.372549019607842,2.551164411961699,0.08131836563127916,1.920631469575779,0.0039027831659114074,0.07618831809354398,0.2892157040288684,5.839927319591535,2.566772694446974,2.895197014405982,1.4599818298978837,1.436415241444436,1522.4913494809687,45.0,1.3143692472220296,1.9886806962753245
6029,6029,train,2.289763259461518,1.800530021044151,31.372549019607842,2.517899150539291,0.08025803542343991,1.8628674614828866,0.0037854048963413974,0.07773709292518316,0.30109514820010347,5.809500867951759,1.7961889293199285,3.3012188254497827,1.4523752169879398,1.6573007549827055,2099.19261822376,42.0,1.2442247515248037,1.995452162248197
6029,6029,train,2.5610249171691337,2.0408186445142036,31.372549019607842,2.543331178145977,0.08106868130340301,1.8636239105411951,0.003786942024466913,0.07830604005761864,0.3054774931506169,6.474012694449103,2.750770477446542,3.020874756752973,1.6185031736122757,2.3695932078727155,4652.056901191849,26.0,1.3073899100215995,2.2241852747386375
6029,6029,train,2.9656158846850813,2.3369853714899973,31.372549019607842,2.9460008639567032,0.09390377753861992,2.136534534153893,0.004341504940104903,0.09124812858663112,0.4144510964826826,7.435018227699649,4.456878397001259,2.9141096054793545,1.8587545569249122,2.348106075752931,7627.835447904651,25.0,1.2868855644598098,2.4902670189134044
6047,6047,train,5.579325057445526,4.270275632833778,31.372549019607842,5.931427785190902,0.18906426065296,4.413848141104953,0.008969077355479676,0.17738747160017748,1.5450018217836567,13.586857370850709,5.907868305177954,9.39403132224723,3.396714342712677,3.88194230447299,6874.279123414071,17.0,1.094762443490918,4.741305800337221
6047,6047,train,6.166564521685373,4.687872633882815,31.372549019607842,6.219781707689287,0.19825554193259604,4.647989445821226,0.009444859803578913,0.18913075202882415,1.751745048085631,15.675578911902528,4.530486377170478,10.212030384397782,3.918894727975632,3.531097656780528,5736.255286428296,19.0,1.03413449143928,5.0227959331542955
6047,6047,train,4.6934067942074345,3.5281145884205847,31.372549019607842,5.459365433866324,0.1740172732044891,4.169759073031312,0.008473080741370658,0.1594123593278089,1.250976623131138,11.347129503147631,3.8971636978632223,8.826510572425743,2.8367823757869077,2.742631890054727,1799.3079584775085,43.0,0.9392185643897664,4.117984772566656
6047,6047,train,1.8974817368719044,1.4781865990376422,31.372549019607842,2.262657248929182,0.07212219980961768,1.7448286740854062,0.003545546391637611,0.06506045082582007,0.211079757430634,4.7074585125162365,1.9955487364477178,2.682852412980785,1.1768646281290591,1.395646810730045,2429.834678969627,54.0,1.26944598079811,1.737660625268762
6047,6047,train,1.864151257477606,1.4464270217632562,31.372549019607842,2.2262248329495455,0.07096091655026676,1.7196482795856316,0.0034943790431267406,0.06414183541871882,0.20516357527716705,4.560384586470081,1.9695773339740246,2.683405939759634,1.1400961466175203,1.377798352208928,3129.56555171088,50.0,1.2883419373864435,1.7080090541891253
6047,6047,train,2.0036654465078017,1.5730255106507727,31.372549019607842,2.283864634561554,0.07279818522664953,1.7177733705801062,0.0034905691694366065,0.06834433834328592,0.23292969055608231,5.141976500576958,1.8512639968336382,2.4737376583580915,1.2854941251442396,1.3796373310521202,1599.3848519800076,43.0,1.4077312138216107,1.7741111889742083
6048,6048,train,3.2273375186627904,2.615104761038693,31.372549019607842,2.142986264317896,0.06830768717513294,1.5571261607318987,0.003164129018799741,0.06721561684194217,0.22534507316701408,8.2806736617414,4.186884647710733,2.4011880253576017,2.07016841543535,2.241583848575286,2752.78738946559,17.0,1.3292856920517466,2.312705553559252
6048,6048,train,1.8681482023932194,1.4678429605870842,31.372549019607842,2.0390683140348407,0.06499530250986055,1.5011739441856888,0.0030504323662710756,0.0619085594488729,0.19119468397644762,4.73181672081944,1.6482924479195145,2.56075041704117,1.18295418020486,1.343065360157715,2606.6897347174163,38.0,1.3167329715998897,1.618919742311375
6056,6056,val,3.6278989224023594,2.8115317738393792,31.372549019607842,3.5055216892722716,0.11173850384555366,2.6885011288074216,0.005463118309396956,0.10134593337229146,0.5101321136092596,8.834290227208356,6.271587292374367,4.1396967157222715,2.208572556802089,2.4272802880048863,3552.479815455594,27.0,1.4258947122991779,2.947807780704899
6056,6056,val,3.185753802129763,2.51013041866984,31.372549019607842,3.0606039300490306,0.09755675027031285,2.3368780643531935,0.0047486092542052,0.08939902611727843,0.397713570012123,8.027067822923414,4.185486500846006,3.2975800713007315,2.0067669557308534,2.0528882871328156,2291.426374471357,25.0,1.3836202168537988,2.5775487086040227
6056,6056,val,3.2253759375055298,2.5149483904572443,31.372549019607842,3.1661592512057672,0.10092132613218384,2.3584826465953825,0.004792510440464524,0.09191684831469012,0.42017531607744335,7.841695810972788,4.999796409710122,3.4133557305248408,1.960423952743197,2.3747088890889123,3229.527104959631,21.0,1.3865056966225104,2.6635524818908394
