alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.3927291558474674,0.3317433742480912,0.37138413228768574
0.1,0.4219018427023355,0.372109430071343,0.4044744982814881
10.0,0.45736161202773307,0.4104907904177118,0.4409568244642256
100.0,0.595251280412975,0.6090682118190105,0.6000872064050875
