growth_run_id,true__log_rq_nm,predicted__log_rq_nm,true__unit_ra,predicted__unit_ra,true__unit_psd_mid_fraction,predicted__unit_psd_mid_fraction,true__unit_psd_high_fraction,predicted__unit_psd_high_fraction,true__unit_psd_slope,predicted__unit_psd_slope,true__log_unit_autocorr_length_nm,predicted__log_unit_autocorr_length_nm,true__log_unit_anisotropy_ratio,predicted__log_unit_anisotropy_ratio,true__unit_skewness,predicted__unit_skewness,true__unit_kurtosis,predicted__unit_kurtosis
6022,-0.42116686701774597,-0.33559226989746094,-0.856247067451477,0.021824387833476067,-0.49223414063453674,0.010386010631918907,-0.4265483021736145,0.004640478640794754,0.04568929225206375,0.003960643894970417,1.8403236865997314,-0.09645932167768478,0.9685946106910706,-0.06141972169280052,-1.877852201461792,0.06729060411453247,2.352869749069214,-0.0881369560956955
6028,1.2683976888656616,-0.016503775492310524,-0.4425279498100281,0.08236610889434814,-0.6304141879081726,-0.11461445689201355,-0.4943266808986664,-0.19040025770664215,-0.6634790897369385,-0.18896763026714325,0.16213808953762054,-0.015295211225748062,0.2384907752275467,-0.08360552042722702,-1.0271239280700684,-0.061906926333904266,0.21306490898132324,-0.056004829704761505
6029,0.060401976108551025,0.051771506667137146,0.45858559012413025,0.08949391543865204,-0.5268354415893555,-0.20101821422576904,-0.5142688751220703,-0.32273560762405396,-0.8650614619255066,-0.32886236906051636,0.16213808953762054,-0.009294116869568825,0.2384907752275467,-0.12037883698940277,0.08957318961620331,-0.1886375993490219,-0.29453951120376587,-0.059715621173381805
6033,-0.10179334133863449,-0.24746495485305786,0.46992936730384827,0.04651651531457901,-0.4901314675807953,-0.13625089824199677,-0.4964560866355896,-0.22630037367343903,-0.8037527799606323,-0.2242526262998581,-0.37538835406303406,0.011520071886479855,0.2384907752275467,-0.09460227191448212,0.5782655477523804,-0.16753076016902924,-0.8169451951980591,-0.00545528857037425
6047,0.6183028221130371,0.030125735327601433,-0.684805691242218,0.16857241094112396,-0.393209844827652,-0.24208788573741913,-0.4390427768230438,-0.3764563500881195,-0.32000505924224854,-0.40783214569091797,-0.37538835406303406,0.023512430489063263,-0.513435959815979,-0.09000318497419357,-0.782368540763855,-0.1608794629573822,0.43548518419265747,-0.11349774897098541
6048,-0.2802863121032715,-0.08610586822032928,0.3679676353931427,0.24713751673698425,-0.48552167415618896,-0.5515406131744385,-0.48962467908859253,-0.9244034290313721,-0.7257091999053955,-0.9978281259536743,0.16213808953762054,0.0030830216128379107,-0.20354405045509338,-0.2558269202709198,0.3454030156135559,-0.6177281141281128,-0.6590943336486816,-0.08640868961811066
6056,0.20651988685131073,-0.02771807461977005,-0.002498299116268754,0.07252910733222961,0.3122788667678833,-0.1766510009765625,-0.2080313116312027,-0.24785317480564117,0.26110589504241943,-0.2780696451663971,-0.5271254181861877,0.021198004484176636,-0.513435959815979,-0.06131676211953163,0.0782855674624443,-0.14544540643692017,-0.27364596724510193,-0.03454114496707916
6057,0.8624693751335144,-0.032498281449079514,-0.5033456683158875,-0.17054346203804016,-0.278299480676651,0.342328280210495,-0.4115915298461914,0.5322320461273193,-0.19493462145328522,0.5964171886444092,0.16213808953762054,-0.05395280197262764,-0.6455788612365723,0.1449907422065735,-0.378599613904953,0.2870602309703827,0.1040118858218193,0.11499814689159393
6062,0.5014795064926147,0.010469041764736176,-1.7472076416015625,0.5879396200180054,-0.9536699652671814,-0.5630033612251282,-0.5534783005714417,-0.884504497051239,-1.0371370315551758,-0.9114041924476624,-1.3319318294525146,0.1783590316772461,-0.7746798396110535,-0.14574366807937622,-1.8218213319778442,-0.17934340238571167,2.1406846046447754,-0.5389017462730408
6063,1.277208924293518,-0.049120306968688965,-0.8172679543495178,-0.05222625657916069,-0.57172030210495,0.13782384991645813,-0.5245141386985779,0.1935044527053833,-1.3216989040374756,0.26116082072257996,-0.37538835406303406,-0.00896702241152525,-0.6455788612365723,0.04544280096888542,-1.3181180953979492,0.12769262492656708,0.5264870524406433,0.03361384943127632
6070,0.21550224721431732,0.023867011070251465,-0.28830140829086304,0.04566293582320213,3.5204601287841797,-0.22481775283813477,0.040593016892671585,-0.15192028880119324,0.3805224895477295,-0.16088393330574036,-0.9847855567932129,0.034812893718481064,-1.6338846683502197,0.0024228370748460293,-0.8420388698577881,-0.05425332486629486,0.4815536439418793,-0.0402001328766346
6072,-0.5900231599807739,-0.01373477652668953,-1.1406068801879883,-0.09184284508228302,1.6132819652557373,0.21061573922634125,0.12973402440547943,0.5121328830718994,0.48949140310287476,0.5736683011054993,-1.6882829666137695,0.06350010633468628,-0.340421587228775,0.14425203204154968,-1.270207405090332,0.3923266530036926,1.755287766456604,-0.02452915348112583
6078,-0.5575379729270935,-0.037271708250045776,-0.6156477928161621,-0.05653250217437744,-0.08422296494245529,0.1253299117088318,-0.4239232838153839,0.21145407855510712,-0.40911856293678284,0.25183969736099243,-0.9847855567932129,0.016521692276000977,-0.340421587228775,0.04309065639972687,-0.19679556787014008,0.10932745039463043,0.620058000087738,0.021591244265437126
6081,-1.2437864542007446,-0.06711048632860184,0.23151715099811554,0.08334888517856598,-0.5102843046188354,-0.1821834146976471,-0.45786550641059875,-0.303676575422287,-0.6108035445213318,-0.31538769602775574,-0.37538835406303406,0.016305048018693924,-0.513435959815979,-0.0788535475730896,0.8546724915504456,-0.22021149098873138,-0.5770866870880127,-0.032265834510326385
6082,-0.2418784201145172,0.07215241342782974,0.12205495685338974,-0.017037497833371162,-0.5654169917106628,0.015537506900727749,-0.4943421185016632,0.011093542911112309,-0.697796106338501,0.03674513101577759,0.6429718732833862,-0.03916279226541519,-0.7498149871826172,0.007382486015558243,0.991133987903595,-0.04520219564437866,-0.275858074426651,0.015322433784604073
6084,-0.6701876521110535,-0.0228816419839859,0.01505135279148817,0.3204910159111023,0.21055807173252106,-0.6273971796035767,-0.3775709271430969,-0.8858399987220764,-0.2818019986152649,-0.9843278527259827,-0.6800869703292847,0.09225042164325714,-0.340421587228775,-0.217067688703537,-0.2931777536869049,-0.43704500794410706,0.13191008567810059,-0.22732669115066528
6085,0.027877796441316605,0.02431388758122921,0.6576265096664429,0.21298567950725555,-0.6298949122428894,-0.5353764891624451,-0.5151742100715637,-0.9396443367004395,-0.8364818692207336,-1.0007520914077759,0.6429718732833862,-0.04328975826501846,-0.7919806838035583,-0.1945691853761673,0.5123803615570068,-0.6470533013343811,-0.8496914505958557,-0.06493436545133591
6090,0.13527774810791016,0.049672458320856094,0.11273080110549927,0.08510635793209076,-0.669485330581665,-0.16734863817691803,-0.4939440190792084,-0.2873550355434418,-0.5336263179779053,-0.3016636073589325,0.6429718732833862,-0.02728389762341976,0.7800270915031433,-0.1322173774242401,0.7606945633888245,-0.20500609278678894,-0.6215295791625977,-0.02878669649362564
6094,0.9004751443862915,-0.11171866953372955,-0.7414485216140747,0.007680586073547602,-0.5558791160583496,0.030204392969608307,-0.464143306016922,0.03419157862663269,-0.29249492287635803,0.04779496416449547,-0.37538835406303406,-0.0020029209554195404,-0.5795074105262756,0.006136854644864798,-0.9038825631141663,0.04083849489688873,0.604012668132782,-0.013512336649000645
6095,2.0816380977630615,-0.025270693004131317,2.035311222076416,-0.04655009135603905,-0.6636945605278015,-0.09563812613487244,-0.5037537813186646,-0.16760654747486115,-0.7352210879325867,-0.15745016932487488,0.16213808953762054,-0.008895929902791977,0.47486981749534607,-0.08012975007295609,-0.36339500546455383,-0.08042953908443451,-1.7737717628479004,0.04548107460141182
6099,2.132612466812134,-0.30669736862182617,3.687856674194336,-0.10845460742712021,-0.7248683571815491,-0.2881573736667633,-0.533093273639679,-0.5472314953804016,-0.7001786828041077,-0.5907451510429382,0.16213808953762054,-0.0043038614094257355,0.04992326721549034,-0.1873302459716797,0.7197150588035583,-0.4386274814605713,-2.3362927436828613,0.10494376718997955
6101,-2.22987699508667,-0.19739404320716858,0.07809028774499893,0.037101421505212784,0.5282403230667114,-0.12425246834754944,0.4055684208869934,-0.188335120677948,1.7109949588775635,-0.23990657925605774,3.6529273986816406,-0.13790711760520935,4.2148942947387695,-0.19521287083625793,-0.19557029008865356,-0.09800025820732117,0.0014066058211028576,-0.022359590977430344
N6342,-1.475687026977539,-0.2870093882083893,0.12438860535621643,-0.42412611842155457,2.198688268661499,0.3306657075881958,3.718859910964966,0.4427873492240906,2.178373098373413,0.7492493391036987,-0.37538835406303406,0.021374419331550598,0.26239654421806335,0.1871272325515747,1.1793389320373535,0.21201398968696594,-0.4662703573703766,0.34914782643318176
N6358,-1.1862105131149292,-0.03455229848623276,0.11839867383241653,-0.17885378003120422,0.7182714343070984,0.30987027287483215,2.1548855304718018,0.4665573835372925,2.224292278289795,0.5757647752761841,0.6429718732833862,-0.0851924940943718,0.04992326721549034,0.17116954922676086,0.8379377126693726,0.36600175499916077,-0.30894213914871216,0.09249401092529297
N6382,-0.9990954399108887,-0.291441947221756,-0.5282818078994751,-0.4240582585334778,0.7038787603378296,0.840351402759552,2.0193591117858887,1.0942327976226807,1.9121242761611938,1.3576617240905762,-0.37538835406303406,0.08845951408147812,0.47486981749534607,0.34271329641342163,2.364736795425415,0.33918413519859314,0.5205133557319641,0.23525354266166687
N6389,-0.12433936446905136,-0.1577686220407486,-0.34812548756599426,-0.27767616510391235,-0.3030102550983429,0.5171558856964111,0.19436149299144745,0.7200508713722229,1.0986143350601196,0.725172221660614,0.16213808953762054,-0.06257911771535873,0.2384907752275467,0.12273039668798447,1.0999521017074585,0.23174214363098145,-0.08354220539331436,0.21604806184768677
N6390,-0.1662938892841339,-0.22139978408813477,0.23680315911769867,-0.4749355912208557,-0.27686458826065063,0.7751056551933289,0.15833158791065216,1.1076760292053223,0.7280929684638977,1.1796140670776367,-0.37538835406303406,-0.016894226893782616,0.356680303812027,0.20695391297340393,0.8588619828224182,0.4330630302429199,-0.5501354336738586,0.36294424533843994
