alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.3440239140065354,0.3434010872099214,0.3438059246277205
0.1,0.3879882062742649,0.3788296482230904,0.3847827109563538
10.0,0.4112510092157094,0.39724681222775676,0.406349540269926
100.0,0.627821901139147,0.6146469701847461,0.6232106753051068
