method,group_count,median_true_rq_nm,median_generated_rq_nm,median_rq_absolute_error_nm,median_condition_descriptor_mae_z,median_generated_pairwise_l1,median_real_pairwise_l1,median_diversity_ratio,median_unit_l1,median_unit_rmse,median_ssim,median_gradient_mae,median_physical_ra_error_nm,median_physical_robust_height_range_error_nm,median_physical_histogram_wasserstein_nm,median_reconstructed_rq_nm,median_rq_architectural_consistency_error_nm,median_normalized_psd_log_distance,median_psd_low_band_error,median_psd_mid_band_error,median_psd_high_band_error,median_psd_slope_error,median_correlation_length_abs_error_nm,median_correlation_length_relative_error,median_anisotropy_error,median_skewness_error,median_kurtosis_error,median_height_quantile_error,median_ra_rq_error,median_physical_psd_distance,median_physical_correlation_length_error_nm,median_ssim_penalty,median_composite_score,median_nearest_training_l1,median_max_training_ssim,median_exact_training_pixel_equality,median_generated_mean_gradient,median_real_mean_gradient,median_mean_gradient_relative_error,median_generated_rms_gradient,median_real_rms_gradient,median_rms_gradient_relative_error,median_generated_laplacian_rms,median_real_laplacian_rms,median_laplacian_rms_relative_error,median_generated_edge_energy_ratio,median_real_edge_energy_ratio,median_edge_energy_ratio_relative_error,median_generated_wrap_discontinuity_ratio,median_real_wrap_discontinuity_ratio,median_wrap_discontinuity_ratio_relative_error,median_generated_high_psd_fraction,median_real_high_psd_fraction,median_high_psd_fraction_relative_error,median_generated_robust_height_range,median_real_robust_height_range,median_robust_height_range_relative_error,median_generated_skewness,median_real_skewness,median_skewness_relative_error,median_generated_kurtosis,median_real_kurtosis,median_kurtosis_relative_error,median_sharpness_ratio,median_afm_texture_gate_pass,texture_gate_pass_fraction
M10_dense_island_spectral_pareto,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,1.2505896091461182,1.1318131685256958,1.114773452281952,1.01528536242845,1.138561725616455,1.43367600440979,0.008259964086524048,44.872651478448354,0.010726249535198296,0.19747840523719828,0.03122637382197313,0.8041038785254128,7.774556510797836e-07,0.34862811832666535,0.0016335128522488862,0.001495375606560804,0.00013813724568780125,0.008885854331587506,23.62204724409449,0.75,0.25,0.1521746882614029,0.27382681532606945,0.0712320043891668,0.013339369228247855,0.34862811832666535,23.62204724409449,0.9917400359134759,9.376477535437393,1.0444579124450684,0.04022964983509383,0.0,0.34238193929195404,0.42305663228034973,0.1906947837067224,0.401519775390625,0.5073041617870331,0.20852260707614004,0.580761194229126,0.6329904496669769,0.0825119169891573,1.0006450414657593,0.9881450533866882,0.012649952591706651,0.9775250852108002,4.142215013504028,0.7640090912654287,0.00026363981186726794,0.0004306386191788583,0.3877933837657748,4.81044723391533,4.785787682533265,0.005152663055251136,0.03264558755935445,0.15471264651152497,0.7889921199368625,3.17391091352743,3.3262159714676907,0.045789287059750425,0.8093052162932776,1.0,1.0
M17e_broad_sparse_peak_terrace,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,1.294755220413208,1.1246535778045654,1.114773452281952,1.0088628999034637,1.1260268688201904,1.4278571605682373,0.010087847941307371,45.85458221483121,0.008594335746394899,0.11190030574798504,0.03520518179017751,0.8041039123828883,7.435981755898879e-07,0.3531301922916265,0.0017425692447311514,0.0016692456342553255,7.332361047580232e-05,0.021641081297674614,15.748031496062993,0.5,0.25,0.06334198224385965,0.982741936098638,0.06146423136416278,0.01068808082011763,0.3531301922916265,15.748031496062993,0.9899121520586927,9.510066350564225,1.0397834777832031,0.05241975002347413,0.0,0.3718474358320236,0.42305663228034973,0.12104572423861913,0.42639710009098053,0.5073041617870331,0.1594843247708609,0.5787625014781952,0.6329904496669769,0.08566945712579335,1.0407820343971252,0.9881450533866882,0.053268475948984706,0.989754855632782,4.142215013504028,0.7610566200918871,0.00035018506163648426,0.0004306386191788583,0.18682383316150997,5.0180669474601745,4.785787682533265,0.048535221437980156,0.2385290765256332,0.15471264651152497,0.541755518401429,4.128939383520104,3.3262159714676907,0.24133231844780414,0.8789542757613809,1.0,1.0
M17g_moderate_broad_topology_terrace,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,1.0537208318710327,1.1286001205444336,1.114773452281952,1.0124031194268022,1.1304330825805664,1.4295098781585693,0.01073338755996952,46.9873680004611,0.00285382000349399,0.028287473917007144,0.03654787230355061,0.8041039046420538,7.513390100077899e-07,0.322199413468279,0.001023905469407227,0.0010314909247825868,7.585455375257145e-06,0.09934675397436177,15.748031496062993,0.5,0.050000000000000044,0.03824198288701594,0.49747629783321035,0.054601809281614413,0.0035490656686549826,0.322199413468279,15.748031496062993,0.9892666124400304,9.72625035676895,1.0456151962280273,0.05110542937604712,0.0,0.3916768878698349,0.42305663228034973,0.07417386235353995,0.44878552854061127,0.5073041617870331,0.11535216474527565,0.6472891867160797,0.6329904496669769,0.022589182912041567,1.0263924598693848,0.9881450533866882,0.03870626721412051,0.9851643741130829,4.142215013504028,0.7621648391256006,0.0004304591001046337,0.0004306386191788583,0.0004168671044109698,4.9120369875431065,4.785787682533265,0.02638004721158341,0.1424486214061662,0.15471264651152497,0.07926970019509802,3.7301266852261206,3.3262159714676907,0.12143249783633399,0.92582613764646,1.0,1.0
M17b_topology_sparse_peak_terrace,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,1.0227417945861816,1.1341875791549683,1.114773452281952,1.0174153114547853,1.1346535682678223,1.4297839403152466,0.012404455394080856,47.091273473011135,0.0030376920996156853,0.03479660868644663,0.037750257391417325,0.8041039176929707,7.382880931050551e-07,0.25992748793990766,0.001124684921687935,0.0010671114840031712,5.7573437684580364e-05,0.02624641598427635,15.748031496062993,0.5,0.050000000000000044,0.11840532979662989,0.07344670743604409,0.06001067309690208,0.0037777314144157303,0.25992748793990766,15.748031496062993,0.9875955446059191,9.728994096409327,1.0514435768127441,0.0515950958561366,0.0,0.3933076858520508,0.42305663228034973,0.07031906406465463,0.44950006902217865,0.5073041617870331,0.11394365967989173,0.6291991472244263,0.6329904496669769,0.005989509706734603,1.0302684903144836,0.9881450533866882,0.042628799064899386,0.9854488968849182,4.142215013504028,0.7620961505686552,0.00035903129896681474,0.0004306386191788583,0.16628169658491013,4.91094963312149,4.785787682533265,0.02615284230953874,0.06170534655052325,0.15471264651152497,0.6011615860638344,3.336593477203941,3.3262159714676907,0.0031199133866437493,0.9296809359353454,1.0,1.0
M17a_fixed_sparse_peak_terrace,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,1.0250658988952637,1.133671522140503,1.114773452281952,1.0169523859936442,1.134358286857605,1.4292311668395996,0.012257734709433131,47.1022531924148,0.0026530225980008204,0.07183043241500764,0.03673310355200532,0.8041038915174507,7.644636131898253e-07,0.2575505460989111,0.0011323869792058128,0.001071948944470677,6.043803473514375e-05,0.021920535071756397,15.748031496062993,0.5,0.050000000000000044,0.11092548865096002,0.07646912698790054,0.055551044648995296,0.003299349139188723,0.2575505460989111,15.748031496062993,0.9877422652905669,9.72982268553904,1.051166296005249,0.05194005587015387,0.0,0.39341771602630615,0.42305663228034973,0.0700589802700518,0.44962775707244873,0.5073041617870331,0.11369196048266794,0.6285438537597656,0.6329904496669769,0.007024744069283676,1.0287217497825623,0.9881450533866882,0.041063502020077663,0.9826315641403198,4.142215013504028,0.762776301824786,0.0003580215123709609,0.0004306386191788583,0.16862655501349066,4.9514171707630155,4.785787682533265,0.03460861601408905,0.0695989234386437,0.15471264651152497,0.5501406962651946,3.3714214461629464,3.3262159714676907,0.01359066130492688,0.9299410197299482,1.0,1.0
M17h_hierarchical_sparse_island_terrace,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,1.6193702220916748,1.1019582748413086,1.114773452281952,0.9885042315867762,1.1160919666290283,1.4328933954238892,0.010930931358960297,47.2292689088144,0.024962063111275357,0.2382104480266567,0.04826103707919294,0.8041038665103213,7.894707425570857e-07,0.5101904663120131,0.0003135258682653852,0.0004712068642218929,0.00015768099595652374,0.24593435938132346,15.748031496062993,0.5,0.050000000000000044,0.45899551606372846,1.891603499474154,0.11326694958976387,0.03104330024330959,0.5101904663120131,15.748031496062993,0.9890690686410397,9.839807870959053,1.0277931690216064,0.05331428974712658,0.0,0.3928535431623459,0.42305663228034973,0.07139254372447461,0.45383448898792267,0.5073041617870331,0.10539963364534165,0.7182552516460419,0.6329904496669769,0.134701561491052,1.0294049382209778,0.9881450533866882,0.04175488678800624,0.9712698459625244,4.142215013504028,0.7655192106648039,0.0006005992519912415,0.0004306386191788583,0.39467113547889443,5.211913791894913,4.785787682533265,0.0890399110091919,0.6416979571896531,0.15471264651152497,3.147676170363043,5.127364249895609,3.3262159714676907,0.5415007004590754,0.9286074562755254,1.0,1.0
M17f_broad_sparse_finetexture_terrace,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,0.9989787340164185,1.128240168094635,1.114773452281952,1.012080226511599,1.1299728155136108,1.4290907382965088,0.010717444318489963,47.85854402156774,0.0033295843897267474,0.027620446681976052,0.03675307657911531,0.8041038709310155,7.850500483019829e-07,0.5862097153421028,0.0001830948420158407,9.100148414735703e-05,0.00027409632616340763,0.3120057709609818,15.748031496062993,0.5,0.050000000000000044,0.07936940394640875,0.4896434869010693,0.056288279978159314,0.004140735416709673,0.5862097153421028,15.748031496062993,0.98928255568151,9.979943216481054,1.0452690124511719,0.04991543608653895,0.0,0.40695707499980927,0.42305663228034973,0.03805532416253828,0.46551547944545746,0.5073041617870331,0.08237401836872485,0.7626524865627289,0.6329904496669769,0.2048404315799212,1.028523027896881,0.9881450533866882,0.04086239603366396,0.9881362020969391,4.142215013504028,0.7614473901341389,0.000711921050244806,0.0004306386191788583,0.6531751183911398,4.918340315818787,4.785787682533265,0.027697140382825773,0.11109415199881961,0.15471264651152497,0.28193231449541584,3.7118242735597757,3.3262159714676907,0.1159300254102068,0.9619446758374617,1.0,1.0
M17c_topology_sparse_finetexture_terrace,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,0.8176530003547668,1.1332994103431702,1.114773452281952,1.016618585617818,1.0728542804718018,1.3555991649627686,0.028330903103740233,48.47833370865601,0.0050392227497289,0.08824732065200847,0.034404426839194646,0.8041038927290258,7.632520380163044e-07,0.8303863520290066,0.0018392029187762615,0.0012316687960012597,0.0006075341227749383,0.48807097396355337,7.874015748031496,0.25,0.050000000000000044,0.19566132253235188,0.05108920573410991,0.08151720264327825,0.006266873774611104,0.8303863520290066,7.874015748031496,0.9716690968962598,10.116677137426022,1.0410058498382568,0.04141691716602883,0.0,0.44096632301807404,0.42305663228034973,0.04233402663181976,0.5034518241882324,0.5073041617870331,0.007593743337784552,0.9086073040962219,0.6329904496669769,0.4354202414495353,1.0340492129325867,0.9881450533866882,0.04645487966424589,0.9879406690597534,4.142215013504028,0.7614945950804172,0.0010085831137680865,0.0004306386191788583,1.3420637835298022,4.865600100755692,4.785787682533265,0.016676965949350395,-0.012881560617334146,0.15471264651152497,1.0832612000879616,3.3361843474888166,3.3262159714676907,0.002996911838147254,1.0423340266318197,1.0,1.0
M16b_baseline_dense_microisland_terrace,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,2.446192741394043,1.1521419286727905,1.114773452281952,1.0335211394874402,1.1471108198165894,1.4383363723754883,0.0222893844198184,45.418978507025855,0.023679972253576764,0.4180586135387423,0.04843305390555375,0.8041038560814149,7.998996489622101e-07,2.8319856074122427,0.0034904721573747466,0.003086992850664051,0.0004034793067105292,3.3051696319966526,15.748031496062993,0.5,0.050000000000000044,0.047040619649906024,0.6610891670091643,0.10956222491604965,0.02944886725241813,2.8319856074122427,15.748031496062993,0.9777106155801816,10.17259677892427,1.0600388050079346,0.05502576917331988,0.0,0.3574603348970413,0.42305663228034973,0.1550532301780327,0.4060215801000595,0.5073041617870331,0.19964863156295595,0.3118608295917511,0.6329904496669769,0.5073214299586598,1.031408429145813,0.9881450533866882,0.0437824139389732,0.958214670419693,4.142215013504028,0.7686709484428454,1.559779581343963e-07,0.0004306386191788583,0.9996377984899919,4.4076336789131165,4.785787682533265,0.0790160426465011,0.22672222387038235,0.15471264651152497,0.46544079609867695,2.650823777683414,3.3262159714676907,0.20305121482723812,0.8449467698219673,1.0,1.0
M17i_soft_hierarchical_island_terrace,1,0.8041046559810638,0.8327786888639845,0.028674032882920697,1.1728748083114624,1.1196044087409973,1.114773452281952,1.0043335768798194,1.1032967567443848,1.409582495689392,0.007399447094728805,49.49804210098672,0.012824000934104518,0.2042531216144572,0.028903599092556354,0.8041038654374218,7.905436419930467e-07,0.6585017940886628,0.0011563345281492277,0.0007599105440200971,0.0003964239841291414,0.35801570016609574,7.874015748031496,0.25,0.25,0.11945219032779988,0.8399804887485982,0.057295464931854286,0.015948173418869893,0.6585017940886628,7.874015748031496,0.9926005529052712,10.26751333345425,1.0354771614074707,0.03486804399758386,0.0,0.41808798909187317,0.42305663228034973,0.011744628991382787,0.47927068173885345,0.5073041617870331,0.055259708395509116,0.8145711421966553,0.6329904496669769,0.2868616621707482,1.0259202122688293,0.9881450533866882,0.03822835397766107,0.9849675297737122,4.142215013504028,0.7622123606421634,0.0007965132444888048,0.0004306386191788583,0.8496094149837194,5.061818230152131,4.785787682533265,0.05767714030154275,0.3063122637811586,0.15471264651152497,0.97987863751229,4.111412464773503,3.3262159714676907,0.2360629917122744,0.9882553710086173,1.0,1.0
