prior,row_id,sample_id,group_id,candidate_index,calibration_mode,scale_nm_per_unit,offset_nm,scale_clamped,unclamped_scale_nm_per_unit,score,roughness_error,texture_error,realness_penalty,visual_richness_bonus,duplicate_penalty,normalized_std,calibrated_std_nm,nonconstant,requested_rq,uncalibrated_rq,calibrated_rq,requested_ra,uncalibrated_ra,calibrated_ra,requested_robust_range,uncalibrated_robust_range,calibrated_robust_range,requested_mean_abs_gradient,uncalibrated_mean_abs_gradient,calibrated_mean_abs_gradient,requested_gradient_std,uncalibrated_gradient_std,calibrated_gradient_std,requested_gradient_anisotropy,uncalibrated_gradient_anisotropy,calibrated_gradient_anisotropy,requested_psd_low_power,uncalibrated_psd_low_power,calibrated_psd_low_power,requested_psd_mid_power,uncalibrated_psd_mid_power,calibrated_psd_mid_power,requested_psd_high_power,uncalibrated_psd_high_power,calibrated_psd_high_power,requested_psd_slope,uncalibrated_psd_slope,calibrated_psd_slope,requested_autocorrelation_length_px,uncalibrated_autocorrelation_length_px,calibrated_autocorrelation_length_px,requested_island_count,uncalibrated_island_count,calibrated_island_count,requested_island_mean_area_px,uncalibrated_island_mean_area_px,calibrated_island_mean_area_px,rank
v2,afmv2_06e9a8457ab9,6058,6058,10,weighted_rq_ra_range,13.04205751193776,0.0,False,13.04205751193776,0.8449839009814246,0.6897571910672585,0.2646790110477141,0.0,0.28258249462002594,0.0,0.6291654109954834,8.205611228942871,True,5.841896534,0.6291654434636157,8.205611598915983,4.556092739,0.5503205330455938,7.177311779746997,27.66728783,1.9748997110128403,25.756754455566405,1.131164074,0.1593809918953077,2.078655986665164,1.006361246,0.12631190203640036,1.6473670298573453,0.1476658583,0.10728013809585933,0.10728013650226775,14.50712395,9.10632290675008,14.241653186606614,9.412350655,3.9822955146559478,9.09816925824296,5.901864052,1.2501647406690048,5.93531801069873,-3.952002764,-4.046438280118129,-4.0464382986475185,9.0,7.0,7.0,66.0,32.0,32.0,248.2424316,128.0,128.0,
v2,afmv2_06e9a8457ab9,6058,6058,11,weighted_rq_ra_range,13.111373544571046,0.0,False,13.111373544571046,0.8267948903206787,0.6792022857185803,0.25827870460622165,0.0,0.2951517954143952,0.0,0.6214813590049744,8.14847469329834,True,5.841896534,0.621481396834647,8.148474965467198,4.556092739,0.5457987445768706,7.156171413575237,27.66728783,1.967952229976654,25.802557744979858,1.131164074,0.1694365943835516,2.2215465432549197,1.006361246,0.13180595420670876,1.7281571452170408,0.1476658583,0.09869844961780237,0.09869844896231941,14.50712395,9.183090242585557,14.329197266645298,9.412350655,4.03131374849771,9.158716198975197,5.901864052,1.3067667296614913,6.039877540015045,-3.952002764,-4.000558681022435,-4.000558650670076,9.0,6.0,6.0,66.0,38.0,38.0,248.2424316,107.78947368421052,107.78947368421052,
v2,afmv2_06e9a8457ab9,6058,6058,12,weighted_rq_ra_range,13.030106479455062,0.0,False,13.030106479455062,0.8955907725501793,0.7255797298063357,0.28514837914383867,0.0,0.2905383028561368,0.0,0.6357687711715698,8.284134864807129,True,5.841896534,0.6357687853286643,8.28413501190093,4.556092739,0.5634891806566271,7.3423240618291095,27.66728783,1.9667657339572906,25.6271675491333,1.131164074,0.16933625477046044,2.2064694413431196,1.006361246,0.13173184612782335,1.7164799899050684,0.1476658583,0.09507556897081512,0.09507556970437896,14.50712395,9.171562068370937,14.305194500164031,9.412350655,4.003478481346749,9.117869000185811,5.901864052,1.2704516538265074,5.9608524909760465,-3.952002764,-4.015279351771429,-4.015279375684523,9.0,6.0,6.0,66.0,34.0,34.0,248.2424316,120.47058823529412,120.47058823529412,
v2,afmv2_06e9a8457ab9,6058,6058,13,weighted_rq_ra_range,13.032657417968899,0.0,False,13.032657417968899,0.8516562858266813,0.6935061618674011,0.2630270049856575,0.0,0.2613574001462293,0.0,0.6294103860855103,8.202889442443848,True,5.841896534,0.629410383537114,8.20289003128429,4.556092739,0.5527274046207094,7.203507021910411,27.66728783,1.9755095982551576,25.74614092826843,1.131164074,0.15281865842067682,1.9916332530241474,1.006361246,0.12299073616538733,1.6028961544192706,0.1476658583,0.1408218024333419,0.14082180268552952,14.50712395,9.066875967178285,14.200716624796462,9.412350655,3.8198279224625233,8.930661170410248,5.901864052,1.1069333118467362,5.699582171686553,-3.952002764,-4.128461009442502,-4.128461015276707,9.0,7.0,7.0,66.0,22.0,22.0,248.2424316,186.1818181818182,186.1818181818182,
v2,afmv2_06e9a8457ab9,6058,6058,14,weighted_rq_ra_range,13.09390836939934,0.0,False,13.09390836939934,0.9713681297393013,0.6872014903447351,0.41959551905020115,0.0,0.2575488792279732,0.0,0.6252034306526184,8.186356544494629,True,5.841896534,0.6252034192279389,8.186356243872222,4.556092739,0.5480874300823377,7.176606552746277,27.66728783,1.9680335104465483,25.76925058364868,1.131164074,0.1530089250086457,2.00348483411312,1.006361246,0.12386103210208713,1.6218249953400496,0.1476658583,0.07200153230330658,0.07200153188737755,14.50712395,9.014732870440737,14.15788918684885,9.412350655,3.7848743368788376,8.904299762536876,5.901864052,1.0695027770070888,5.653760550089248,-3.952002764,-4.129010258938171,-4.129010190190821,9.0,7.0,7.0,66.0,23.0,23.0,248.2424316,178.08695652173913,178.08695652173913,
v2,afmv2_06e9a8457ab9,6058,6058,15,weighted_rq_ra_range,13.017250190229426,0.0,False,13.017250190229426,0.8931596358976162,0.7133796677075579,0.29741243882293983,0.0,0.290749914341468,0.0,0.6339671611785889,8.252509117126465,True,5.841896534,0.6339671531077413,8.2525089550857,4.556092739,0.5600399114977814,7.290179566684309,27.66728783,1.9722307819128035,25.673021440505984,1.131164074,0.1700960087620606,2.2141822772550563,1.006361246,0.13276120538489133,1.7281858104021808,0.1476658583,0.0973332744565104,0.0973332740009077,14.50712395,9.162220962743328,14.29386092736762,9.412350655,3.996433159706228,9.108997190072074,5.901864052,1.2639096716526135,5.955988588878159,-3.952002764,-4.035310371063099,-4.035310383993631,9.0,6.0,6.0,66.0,32.0,32.0,248.2424316,128.0,128.0,
v3,afmv2_06e9a8457ab9,6058,6058,0,weighted_rq_ra_range,16.365495725225855,0.0,False,16.365495725225855,0.49529205915667274,0.06433638290200072,0.5788746874328421,0.0,0.16072036845800824,0.0,0.3685431182384491,6.031391143798828,True,5.841896534,0.36854313585832305,6.031391101110617,4.556092739,0.295449737266733,4.835181401370618,27.66728783,1.683545268177986,27.552052297592162,1.131164074,0.12696824271015797,2.0778982278438676,1.006361246,0.08765495519477216,1.4345167911513346,0.1476658583,0.031333582054372304,0.03133358072666642,14.50712395,8.594446395253913,14.183296429318858,9.412350655,3.3850204002810855,8.93680876442359,5.901864052,0.5845233061058888,4.806579019476824,-3.952002764,-4.264765654913407,-4.264765624721325,9.0,5.0,5.0,66.0,48.0,48.0,248.2424316,85.33333333333333,85.33333333333333,
v3,afmv2_06e9a8457ab9,6058,6058,1,weighted_rq_ra_range,16.069394924675656,0.0,False,16.069394924675656,0.37569138875297803,0.058347162401149594,0.4362135319616364,0.0,0.15813299608740333,0.0,0.37230542302131653,5.982723236083984,True,5.841896534,0.3723054337467233,5.982723101340202,4.556092739,0.30081851024524037,4.833971485209078,27.66728783,1.7155556958913802,27.567941923141483,1.131164074,0.12705195107179235,2.0416479959212728,1.006361246,0.08293259148618104,1.332676576690307,0.1476658583,0.07367506773321564,0.07367506791103436,14.50712395,8.584360914628936,14.136625629972281,9.412350655,3.3261584178642805,8.839168805382293,5.901864052,0.6016032368097783,4.885765501471277,-3.952002764,-4.250614099557772,-4.250614206659655,9.0,5.0,5.0,66.0,64.0,64.0,248.2424316,64.0,64.0,
v3,afmv2_06e9a8457ab9,6058,6058,2,weighted_rq_ra_range,15.932497637668769,0.0,False,15.932497637668769,0.343774904664255,0.08746806944917858,0.3650885377390113,0.0,0.1788199748806633,0.0,0.38316822052001953,6.104826927185059,True,5.841896534,0.3831682090233367,6.104826715722309,4.556092739,0.30948378271444976,4.930849742346947,27.66728783,1.7264807742834094,27.50715131759644,1.131164074,0.13751128118872152,2.1908982087453617,1.006361246,0.09530101198291802,1.5183831807322363,0.1476658583,0.09581675445095925,0.0958167537676308,14.50712395,8.72427328707403,14.259781130674945,9.412350655,3.360090712590969,8.856816084875167,5.901864052,0.6681517031819624,5.0834308359037585,-3.952002764,-4.191660293371527,-4.191660216179912,9.0,5.0,5.0,66.0,56.0,56.0,248.2424316,73.14285714285714,73.14285714285714,
v3,afmv2_06e9a8457ab9,6058,6058,3,weighted_rq_ra_range,16.12191757042967,0.0,False,16.12191757042967,0.271738683948393,0.060854143857007444,0.3038282188615972,0.0,0.16089017498946123,0.0,0.3734469711780548,6.020680904388428,True,5.841896534,0.3734469523513044,6.02068104046117,4.556092739,0.29900190140428684,4.820484054311819,27.66728783,1.7093894881010057,27.558636589050295,1.131164074,0.12710153114358064,2.0491204273877504,1.006361246,0.08420791410961354,1.357593063662567,0.1476658583,0.12079871789756493,0.12079871829981492,14.50712395,8.541122825418158,14.100000354937189,9.412350655,3.4433004303048214,8.967996730091214,5.901864052,0.6134580870387817,4.905281616928933,-3.952002764,-4.182406081306319,-4.1824059512924,9.0,5.0,5.0,66.0,55.0,55.0,248.2424316,74.47272727272727,74.47272727272727,2
v3,afmv2_06e9a8457ab9,6058,6058,4,weighted_rq_ra_range,16.22421924056945,0.0,False,16.22421924056945,0.3123667690423515,0.08394421454412006,0.32535285562344296,0.0,0.15929865000261478,0.0,0.37483376264572144,6.081384658813477,True,5.841896534,0.37483376252743156,6.081384814193583,4.556092739,0.30362329459383575,4.926050632479502,27.66728783,1.695981764793396,27.515978584289552,1.131164074,0.12637540541834869,2.050342174204899,1.006361246,0.08278327066990322,1.3430938589523338,0.1476658583,0.11103675269908372,0.11103675227934916,14.50712395,8.519564137564375,14.090883667669141,9.412350655,3.347443346853796,8.880793986549255,5.901864052,0.6121230346616924,4.937070934094205,-3.952002764,-4.205280512126693,-4.205280475771519,9.0,5.0,5.0,66.0,62.0,62.0,248.2424316,66.06451612903226,66.06451612903226,
v3,afmv2_06e9a8457ab9,6058,6058,5,weighted_rq_ra_range,15.844386419679585,0.0,False,15.844386419679585,0.4946286212595382,0.13709266594690558,0.4884381184723797,0.0,0.16607269732635593,0.0,0.3971242308616638,6.292189598083496,True,5.841896534,0.39712423026630816,6.292189638749921,4.556092739,0.3226050220321527,5.111478530213734,27.66728783,1.729392783045769,27.401166372299198,1.131164074,0.12979762911528692,2.056563751865823,1.006361246,0.08843268412167063,1.4011615930442254,0.1476658583,0.06279433477962412,0.06279433562947738,14.50712395,8.619731032073497,14.143893513633133,9.412350655,3.4048106844978885,8.892185608662123,5.901864052,0.6211201056374823,4.915296966635882,-3.952002764,-4.24738864341452,-4.247388694284378,9.0,5.0,5.0,66.0,51.0,51.0,248.2424316,80.31372549019608,80.31372549019608,
v3,afmv2_06e9a8457ab9,6058,6058,6,weighted_rq_ra_range,16.440072596056233,0.0,False,16.440072596056233,0.31230180050520595,0.0790538681177368,0.3297127328351076,0.0,0.15261126940308467,0.0,0.3696243166923523,6.076651096343994,True,5.841896534,0.3696243284579588,6.07665094713058,4.556092739,0.2978845558316318,4.897243847126021,27.66728783,1.6741942954063416,27.523876180648806,1.131164074,0.12563444882925395,2.0654395120848816,1.006361246,0.08286865326304863,1.3623667101236763,0.1476658583,0.1563222368057841,0.1563222363411562,14.50712395,8.500492552704905,14.098102395929395,9.412350655,2.96188173438297,8.501232136023004,5.901864052,0.5579409291202883,4.92543772799113,-3.952002764,-4.2732989913213055,-4.273298989245273,9.0,5.0,5.0,66.0,51.0,51.0,248.2424316,80.31372549019608,80.31372549019608,4
v3,afmv2_06e9a8457ab9,6058,6058,7,weighted_rq_ra_range,16.359820042973677,0.0,False,16.359820042973677,0.21806677019240556,0.070182822848936,0.22789108484837953,0.0,0.1721446026761702,0.0,0.37131744623184204,6.074686050415039,True,5.841896534,0.37131744376144593,6.074686326709932,4.556092739,0.2958271032656975,4.839677987839413,27.66728783,1.6832070541381836,27.536963310241703,1.131164074,0.13092970116782082,2.1419862681142874,1.006361246,0.08815088068962536,1.4421324870502734,0.1476658583,0.13888089701420223,0.13888089592658465,14.50712395,8.590066309087941,14.178128068078172,9.412350655,3.301236162295145,8.848275866869313,5.901864052,0.6719497758923588,5.199381794501338,-3.952002764,-4.139829472613347,-4.139829484244877,9.0,5.0,5.0,66.0,58.0,58.0,248.2424316,70.62068965517241,70.62068965517241,1
v3,afmv2_06e9a8457ab9,6058,6058,8,weighted_rq_ra_range,16.703941324894835,0.0,False,16.703941324894835,0.41845190235510193,0.07439337302813848,0.46848442101973015,0.0,0.15364503744410346,0.0,0.36406415700912476,6.081305980682373,True,5.841896534,0.36406413338753846,6.081305929678918,4.556092739,0.29109749788078476,4.862475530063618,27.66728783,1.6481075608730316,27.52989253997803,1.131164074,0.12758623041600492,2.131192909553238,1.006361246,0.08699403968798378,1.4531433370996174,0.1476658583,0.07915570639696955,0.07915570630815774,14.50712395,8.479769571785406,14.109002890093796,9.412350655,2.824768193621141,8.386797757016954,5.901864052,0.5332079820489576,4.887361403600285,-3.952002764,-4.288686038077583,-4.28868600923577,9.0,5.0,5.0,66.0,55.0,55.0,248.2424316,74.47272727272727,74.47272727272727,
v3,afmv2_06e9a8457ab9,6058,6058,9,weighted_rq_ra_range,16.63349372742543,0.0,False,16.63349372742543,0.30909434789962636,0.11936484273045617,0.2779900594654427,0.0,0.16331271201591982,0.0,0.37604832649230957,6.254997253417969,True,5.841896534,0.37604833762015416,6.254997553383625,4.556092739,0.3020025172974389,5.023356886261611,27.66728783,1.6493804836273194,27.434959669113162,1.131164074,0.13052320725340893,2.1710569113517417,1.006361246,0.08641306695109464,1.437351179487467,0.1476658583,0.14397858995590326,0.14397858857755186,14.50712395,8.581130924004837,14.202348382947413,9.412350655,3.309052798617675,8.890457771829526,5.901864052,0.6151971605186014,5.046354664927056,-3.952002764,-4.211047238049503,-4.211047207681267,9.0,5.0,5.0,66.0,51.0,51.0,248.2424316,80.31372549019608,80.31372549019608,3
v3,afmv2_06e9a8457ab9,6058,6058,10,weighted_rq_ra_range,17.09464277387904,0.0,False,17.09464277387904,0.42722491011206437,0.11367897082059765,0.42990305594344197,0.0,0.15188252731643426,0.0,0.36360296607017517,6.215662956237793,True,5.841896534,0.3636029945009658,6.215663253243435,4.556092739,0.2934798523786694,5.0169331974946525,27.66728783,1.6057735055685045,27.450124435424808,1.131164074,0.12353142268787845,2.1117255256701046,1.006361246,0.08073455544043433,1.380128374171535,0.1476658583,0.07679665327615291,0.0767966524089002,14.50712395,8.463014532869256,14.138762450069116,9.412350655,3.1108656600865165,8.737112157270953,5.901864052,0.5691837750079993,4.993949088365056,-3.952002764,-4.213709821679142,-4.213709749914211,9.0,5.0,5.0,66.0,53.0,53.0,248.2424316,77.28301886792453,77.28301886792453,
v3,afmv2_06e9a8457ab9,6058,6058,11,weighted_rq_ra_range,16.138327975745845,0.0,False,16.138327975745845,0.31534217000942705,0.07422692339516913,0.3410217490590327,0.0,0.15851076316484128,0.0,0.3759114742279053,6.066583156585693,True,5.841896534,0.37591148637701116,6.0665830739250355,4.556092739,0.3019579083382798,4.873095933964317,27.66728783,1.7060279589891434,27.53243983268738,1.131164074,0.12362725708754847,1.9951372930203404,1.006361246,0.08416746713530199,1.358322238955995,0.1476658583,0.12002350714402853,0.12002350648361042,14.50712395,8.497292768327487,14.057981580456874,9.412350655,3.2599165721819463,8.778058720877059,5.901864052,0.5947463682363143,4.915099825668879,-3.952002764,-4.216258718319374,-4.216258593567551,9.0,5.0,5.0,66.0,49.0,49.0,248.2424316,83.59183673469387,83.59183673469387,
v3,afmv2_06e9a8457ab9,6058,6058,12,weighted_rq_ra_range,16.748918558282472,0.0,False,16.748918558282472,0.426172650921987,0.13847894116599851,0.4046936570536719,0.0,0.1803060794347451,0.0,0.3771637976169586,6.3170857429504395,True,5.841896534,0.3771637934466836,6.317085649585057,4.556092739,0.30454566501028546,5.100810532622876,27.66728783,1.6356182897090912,27.39483720779419,1.131164074,0.13720369525578374,2.298013515049983,1.006361246,0.09296827706513287,1.5571180992085276,0.1476658583,0.06676851183428267,0.06676851194382152,14.50712395,8.73404141847924,14.369550600240643,9.412350655,3.526636646197546,9.12972408467278,5.901864052,0.6987024189568979,5.255355544576461,-3.952002764,-4.139065135623708,-4.139065076579777,9.0,5.0,5.0,66.0,53.0,53.0,248.2424316,77.28301886792453,77.28301886792453,
v3,afmv2_06e9a8457ab9,6058,6058,13,weighted_rq_ra_range,16.295027870016092,0.0,False,16.295027870016092,0.36212597468823327,0.11900678248136003,0.3424026197619613,0.0,0.15401451801347915,0.0,0.38254186511039734,6.233530521392822,True,5.841896534,0.3825418738300886,6.233530808182699,4.556092739,0.3091806518551953,5.038107591834483,27.66728783,1.6838903892040253,27.439042491912844,1.131164074,0.12149124837561404,1.9797033780969409,1.006361246,0.07708558675410233,1.2561118478931677,0.1476658583,0.12110824464409871,0.12110824484233194,14.50712395,8.550940502165727,14.13105948148935,9.412350655,3.510599285087045,9.05945389469031,5.901864052,0.6154314500750145,4.8992117236959505,-3.952002764,-4.2346596932994665,-4.234659561098174,9.0,6.0,6.0,66.0,45.0,45.0,248.2424316,91.02222222222223,91.02222222222223,
v3,afmv2_06e9a8457ab9,6058,6058,14,weighted_rq_ra_range,16.685167247486575,0.0,False,16.685167247486575,0.42090136736454076,0.06930940130980422,0.4767662882458553,0.0,0.14910532270973886,0.0,0.36203092336654663,6.040546894073486,True,5.841896534,0.3620309321432819,6.040546674589054,4.556092739,0.29133962359082666,4.861050364042558,27.66728783,1.6507800722122195,27.543541545867924,1.131164074,0.11922648027857738,1.989313771198551,1.006361246,0.07684561263029006,1.2821819042191624,0.1476658583,0.07906211156056014,0.07906211230042977,14.50712395,8.450904643301657,14.078000151251972,9.412350655,3.2615366228231903,8.847981821443314,5.901864052,0.5780776806355905,4.873349936095071,-3.952002764,-4.255935605074116,-4.255935579087518,9.0,5.0,5.0,66.0,42.0,42.0,248.2424316,97.52380952380952,97.52380952380952,
