growth_run_id,true_target,prior_predicted_rq_nm,prior_rq_absolute_error_nm,full23_predicted_rq_nm,full23_rq_absolute_error_nm,rq_absolute_error_change_nm
6028,6.072564601898193,6.131415614666699,0.058851012768506,4.102532573332955,1.970032028565238,1.911181015796732
6029,2.561024904251098,2.5997000307101343,0.0386751264590361,2.2084807300658773,0.3525441741852209,0.3138690477261848
6047,3.066597064069266,2.8681638713989557,0.1984331926703104,3.4244491590052997,0.3578520949360335,0.15941890226572308
6048,2.455431633201468,1.5297524245255163,0.9256792086759518,3.158965974084452,0.7035343408829839,-0.22214486779296783
6057,5.337333679199219,5.549023491713952,0.2116898125147335,2.6448773466564632,2.6924563325427555,2.480766520028022
6062,3.091214734236458,3.408657707890912,0.3174429736544533,3.443276443414383,0.3520617091779248,0.0346187355234715
6063,5.865590098313159,7.033225761753825,1.1676356634406666,3.366997557756049,2.4985925405571097,1.330956877116443
6070,3.047229528427124,2.640625388625884,0.4066041398012401,2.8853191590416847,0.1619103693854393,-0.24469377041580082
6072,1.470114827156067,1.4986408335193715,0.0285260063633046,3.0930068667139103,1.6228920395578434,1.5943660331945388
6078,2.0597975274126674,2.957887415700462,0.8980898882877946,3.402621252072667,1.3428237246599997,0.4447338363722051
6082,1.863613247871399,1.970025130364652,0.1064118824932531,2.5303897447032777,0.6667764968318788,0.5603646143386257
6084,1.9596685775258929,2.240505665401505,0.2808370878756125,3.2079581412569618,1.2482895637310691,0.9674524758554566
6085,3.1255097083820487,4.251281349216936,1.1257716408348872,4.225561585315242,1.1000518769331935,-0.025719763901693726
6090,4.685108184814453,4.794107297380862,0.1089991125664084,2.943688226609228,1.741419958205225,1.6324208456388165
6095,9.867135047912596,5.787773568720253,4.079361479192343,4.511730838249136,5.35540420966346,1.2760427304711168
