alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.3587690808311869,0.3279952346052081,0.34799823465209434
0.1,0.38368722729778365,0.3574193809859342,0.37449348108863634
10.0,0.4176438275672795,0.39277901670724447,0.4089411437662672
100.0,0.6328980841939914,0.6092391234395093,0.6246174479299227
