growth_run_id,true_target,prior_predicted_rq_nm,prior_rq_absolute_error_nm,current_predicted_rq_nm,current_rq_absolute_error_nm,rq_absolute_error_change_nm
6028,6.072564601898193,6.131415614666699,0.058851012768506,3.917994746328512,1.2963120850313508,1.2374610722628447
6029,2.561024904251098,2.5997000307101343,0.0386751264590361,1.5620092455108656,0.7277539666931139,0.6890788402340777
6047,3.066597064069266,2.8681638713989557,0.1984331926703104,2.813766116072261,0.534770136903203,0.33633694423289257
6048,2.455431633201468,1.5297524245255163,0.9256792086759518,2.6241777335697374,0.808694819121953,-0.11698438955399881
6057,5.337333679199219,5.549023491713952,0.2116898125147335,0.7899417266967258,3.164596857058767,2.9529070445440335
6062,3.091214734236458,3.408657707890912,0.3174429736544533,5.0129568981772605,1.9205912756568135,1.6031483020023602
6063,5.865590098313159,7.033225761753825,1.1676356634406666,3.395845907543676,1.8498551670565435,0.6822195036158769
6070,3.047229528427124,2.640625388625884,0.4066041398012401,2.133161554467168,0.4117905996923778,0.005186459891137696
6072,1.470114827156067,1.4986408335193715,0.0285260063633046,1.0333035850935517,0.4368112420625154,0.4082852356992108
6078,2.0597975274126674,2.957887415700462,0.8980898882877946,1.6861113062049753,0.1830989470626718,-0.7149909412251227
6082,1.863613247871399,1.970025130364652,0.1064118824932531,2.67423991685987,0.8106266689884709,0.7042147864952178
6084,1.9596685775258929,2.240505665401505,0.2808370878756125,2.6704009900018346,1.2784202227517736,0.997583134876161
6085,3.1255097083820487,4.251281349216936,1.1257716408348872,3.857645827565261,1.6180598318911272,0.49228819105624
6090,4.685108184814453,4.794107297380862,0.1089991125664084,3.2942120398229884,0.884618219251089,0.7756191066846806
6095,9.867135047912596,5.787773568720253,4.079361479192343,4.666019372585977,4.408164091464313,0.3288026122719696
