growth_run_id,predicted_rq_absolute_error_nm,realized_rq_absolute_error_nm,rq_interval_lower_nm,rq_interval_upper_nm,rq_interval_covered,predicted_fsmi_absolute_error_nm,realized_fsmi_absolute_error_nm,fsmi_interval_lower_nm,fsmi_interval_upper_nm,fsmi_interval_covered,predicted_island_error_z,island_error_90_upper_z,realized_island_error_z,predicted_joint_error_index,realized_joint_error_index,joint_confidence_index
6022,2.6134471444193954,0.9254668415984963,0.0,4.341945830295845,True,2.2725136959050736,0.6925077108149,0.0,3.615946993671945,True,1.72449194228983,2.205081387675877,1.1455079790546896,0.6785714285714286,0.2142857142857143,27.586206
6028,2.075590776930546,1.2963120850313508,0.0,8.072349773624493,True,1.9570095863932893,1.0408600957051233,0.0,7.233423070944408,True,1.6895165488409116,2.2019642828767414,1.6351826879421227,0.5714285714285714,0.5178571428571429,44.827587
6029,0.9766048605837144,0.7277539666931139,0.0,3.968902322478988,True,0.8551289135526606,0.6968757131552663,0.0,3.165837065387867,True,2.050492843115422,2.5606361269364624,1.8203286437948947,0.6071428571428572,0.4821428571428571,41.37931
6033,0.9739506947153276,0.1962718197833166,0.0,4.693943608152894,True,0.8878314871177155,0.1666376798552409,0.0,3.968543703743016,True,1.6935034653810115,2.196386295390451,1.8125984657670486,0.3392857142857143,0.2857142857142857,82.75862
6047,0.975902213643964,0.534770136903203,0.0,6.2188027051464,True,0.9784845473294153,0.542504602384402,0.0,5.204993855210101,True,1.9362309542340665,2.442795215028836,1.6862585599863136,0.7142857142857143,0.30357142857142855,20.689655
6048,1.0125474562117296,0.808694819121953,0.0,5.619355253773319,True,0.8999254425663799,0.5471084026986857,0.0,5.096699364444605,True,1.8415230276914432,2.3637073759628464,1.635311335801633,0.5535714285714286,0.3214285714285714,51.724136
6056,0.9502992658979722,0.7366661375224546,0.0,4.4721525528048955,True,0.9246624307616824,0.7976222886369442,0.0,3.3608587841256203,True,1.7439819623123902,2.254912950980848,1.787090822522996,0.4642857142857143,0.4464285714285714,72.413795
6057,0.4059746117755153,3.164596857058767,0.0,2.8213028751268,False,0.4238516225139661,2.794118846248564,0.0,2.3551492936347733,False,1.6655491748566669,2.2167546785355983,1.535331036511566,0.125,0.5892857142857143,100.0
6062,2.401286199652688,1.9205912756568135,1.542873331916966,8.483040464437554,True,2.4179862242268015,1.3533369939398487,1.3613116503413027,7.184695996962198,True,1.2268309524626702,1.6460535665302953,2.5530738857464526,0.5178571428571429,0.875,62.068966
6063,1.1756451252688531,1.8498551670565435,0.0,6.982233888356524,True,1.031432281974069,1.3982969033429744,0.0,6.653713767320133,True,1.627858755692074,2.121151624311447,1.8845761659657025,0.33928571428571425,0.7321428571428572,86.206894
6070,0.9344208856650752,0.4117905996923778,0.0,5.130806354378083,True,0.8763552000691147,0.5425602938880658,0.0,4.266756937808445,True,1.9781330682818705,2.5256981660757685,2.111278927614862,0.6071428571428572,0.5535714285714286,41.37931
6072,0.8957880891497556,0.4368112420625154,0.0,3.3139026439152386,True,0.8130231569025291,0.5221304585079731,0.0,2.6788725610200155,True,1.6190245446872846,2.1170770819709555,1.9402202441830165,0.14285714285714285,0.4642857142857143,96.55173
