split,growth_run_id,sq_nm,sa_nm,analysis_scale_nm,height_increment_rms_31nm,scale_dependent_rms_slope_31nm,curvature_relief_31nm,scale_dependent_rms_curvature_31nm_inv,sdq_31nm,sdr_31nm_percent,bearing_core_span_p90_p10_nm,bearing_peak_span_p99_p90_nm,bearing_valley_span_p10_p01_nm,bearing_core_equivalent_nm,island_prominence_nm,island_median_area_nm2,island_count_per_um2,island_boundary_contrast,functional_surface_morphology_index_nm
retrospective_full28_loo_orientation90_keyframe_locked,6070,2.544952193275771,1.9571784313597356,31.372549019607842,3.1120256271371054,0.09919581686499523,2.4828701641485966,0.005045269763242578,0.08542498016446823,0.3631594839792413,6.2550636529922485,2.466244626045227,3.879875898361206,1.5637659132480621,1.457905932929461,692.0415224913494,71.0,1.1820569259646634,2.307992993047587
retrospective_full28_loo_orientation90_keyframe_locked,6072,1.470114925398485,1.1373452041762313,31.372549019607842,1.9123144057432084,0.06095502168306477,1.5500630340078554,0.003149776524573775,0.05117794650536873,0.13076622199035265,3.6381941437721252,1.3016207695007325,2.5522564172744753,0.9095485359430313,1.0399882175311193,2068.4352172241443,61.0,1.2446859588247512,1.4268834691757484
retrospective_full28_loo_orientation90_keyframe_locked,6078,1.5030123744331587,1.1461603868825392,31.372549019607842,1.8557242316452163,0.059203393882705985,1.46288083472063,0.0029777335861550197,0.05119002635850884,0.13159397246977822,3.6184842765331267,1.6174801647663122,2.276277287006378,0.9046210691332817,1.0518281829702982,2014.6097654748173,66.0,1.2813801355598362,1.3924063210314295
retrospective_full28_loo_orientation90_keyframe_locked,6080,3.9266198482847114,3.0128641008787533,31.372549019607842,4.6000100542983935,0.1466253204807613,3.412755991550596,0.0069348268234555475,0.13837690263471777,0.954577600487752,9.835968375205994,3.6975673675537135,5.8241735935211185,2.4589920938014984,2.53706666439371,4221.4532871972315,39.5,1.0786714467664489,3.486930250089525
retrospective_full28_loo_orientation90_keyframe_locked,6081,0.9417254297437594,0.7405992170871559,31.372549019607842,1.1371084273506609,0.03624533112180232,0.8647150583785815,0.0017571280209708522,0.03371067688607193,0.05678382128905732,2.3865286707878113,1.0521828293800364,1.066835653781891,0.5966321676969528,0.7865746359869363,2722.0299884659744,63.0,1.2128685837431723,0.8928726233487373
retrospective_full28_loo_orientation90_keyframe_locked,6082,1.8636132807576917,1.4616871161224787,31.372549019607842,1.9160042741406453,0.06107263623823307,1.3978541071500754,0.002840483228669802,0.058549808671199584,0.17104723426243834,4.781912446022034,2.279982161521917,1.9047276258468626,1.1954781115055084,1.4750285606034674,3737.024221453287,37.0,1.2107050367602166,1.5697987651446832
retrospective_full28_loo_orientation90_keyframe_locked,6084,1.3919808047665612,1.0889546280540894,31.372549019607842,1.7573291868467251,0.05601486783073936,1.3997387273995932,0.0028443128359112047,0.047449557978338164,0.11243643927209147,3.434897929430008,1.5512011289596572,1.979801595211029,0.858724482357502,1.1540300435383175,2810.457516339869,64.0,1.1509054805407186,1.3458682689199004
retrospective_full28_loo_orientation90_keyframe_locked,6085,2.2395860210430385,1.7800260555159113,31.372549019607842,2.2633462783196943,0.07214416262144026,1.608833226163135,0.003269199391601808,0.0718272527287821,0.25728296677162127,5.770743370056152,2.4309187769889844,2.4619783520698544,1.442685842514038,1.6739768402290478,3821.60707420223,41.5,1.1148463244905678,1.86691079236755
retrospective_full28_loo_orientation90_keyframe_locked,6090,2.409593827374987,1.889485185628553,31.372549019607842,2.4088690018384504,0.07678269943360061,1.685196084381127,0.003424371105840087,0.07672061602790942,0.2933612229004156,6.060157060623169,2.6472093582153335,2.713548970222473,1.5150392651557922,1.9515407121700545,4905.805459438677,38.0,1.1282582023939685,2.022297889711494
retrospective_full28_loo_orientation90_keyframe_locked,6094,4.058265832922027,3.079961021869772,31.372549019607842,4.431129183894806,0.14124224273664696,3.2615300138870102,0.0066275309110313384,0.13604098656468439,0.9143830865047958,9.929364204406738,3.482621877193451,6.286668395996093,2.4823410511016846,2.6582020611975077,3121.8762014609765,38.0,1.0375034435931263,3.459780024999232
retrospective_full28_loo_orientation90_keyframe_locked,6095,9.07418341781433,7.4753252463747115,31.372549019607842,9.892354355347727,0.31531879507670885,7.111959285979598,0.01445172351783823,0.31340415895713764,4.698115863584001,24.407357215881348,7.104346752166746,6.142198848724368,6.101839303970337,6.217042592525859,5582.468281430219,38.0,1.021888086214784,7.8572751415944655
retrospective_full28_loo_orientation90_keyframe_locked,6099,9.394835603583507,8.11053579664154,31.372549019607842,10.454896882964889,0.33390326919969116,7.573655281142817,0.01538990420800974,0.32907775793495336,5.190439274439596,24.59110975265503,7.659227943420417,5.372762031555176,6.147777438163757,8.872202320530336,4210.69159508427,47.0,1.1904902660079972,8.69575314178455
retrospective_full28_loo_orientation90_keyframe_locked,6101,0.481030585526218,0.3776932998444166,31.372549019607842,0.32860188836082277,0.010474185191501225,0.2185438031178807,0.000444087837429381,0.011021979806188804,0.006163374851173587,1.2053086906671524,0.45399897098541275,0.6788920804858208,0.3013271726667881,0.24770246717484198,372.9334871203383,14.5,1.4088093582127932,0.3286650711030523
retrospective_full28_loo_orientation90_keyframe_locked,N6342,0.8041046683028141,0.6257023114857807,31.372549019607842,0.9540631949384017,0.030410764338661557,0.7444688608282939,0.0015127839898549942,0.026668367689159457,0.03554542261700988,2.0055337697267532,0.8589824289083489,0.9105542302131653,0.5013834424316883,0.6493518320706946,1553.2487504805842,68.5,1.275359959163533,0.7560989711345802
retrospective_full28_loo_orientation90_keyframe_locked,N6358,0.9793977637536511,0.7633032512620181,31.372549019607842,0.9727617405435061,0.03100678047982426,0.6953692824205209,0.0014130121121685743,0.030808148911298246,0.047430485614527826,2.4261259138584137,1.1885960638523114,1.1529857754707336,0.6065314784646034,0.7331347845768637,2425.990003844675,36.5,1.2737809718462039,0.8146778778150339
retrospective_full28_loo_orientation90_keyframe_locked,N6382,1.1125519221718976,0.863230742531832,31.372549019607842,1.2846283600137371,0.040947528975437866,0.9750065622151811,0.0019812438033763174,0.03763649213600922,0.07076683739434153,2.7266314923763275,1.7913618683815056,1.0316209137439731,0.6816578730940819,0.9860291517163378,2091.503267973856,57.5,1.4400716717689228,1.0237676864754848
retrospective_full28_loo_orientation90_keyframe_locked,N6389,2.018978522546079,1.5596510176596312,31.372549019607842,2.1541648593555935,0.06866400489195955,1.5718992663286349,0.0031941484310318586,0.06610755412235761,0.2179298373343999,5.047630786895752,2.674187827110295,2.408272218704224,1.261907696723938,1.6272591644012475,2122.2606689734716,49.5,1.2958364585953763,1.7659275986645624
retrospective_full28_loo_orientation90_keyframe_locked,N6390,1.962089230162033,1.5360806971081293,31.372549019607842,2.235434163500936,0.07125446396159235,1.6764953138120364,0.0034066908681446148,0.0670436086028282,0.22418544532515927,4.9505502581596375,2.3404056310653716,2.243387448787689,1.2376375645399094,1.5939422689673397,3021.914648212226,54.0,1.2561135849192588,1.7769079672453123
