growth_run_id,true_rq_nm,human_predicted_rq_nm,auto_predicted_rq_nm,absolute_rq_input_shift_nm,human_predicted_fsmi_nm,auto_predicted_fsmi_nm,absolute_fsmi_input_shift_nm,human_model_confidence,auto_model_confidence,auto_combined_confidence,auto_keyframe_quality,generated_map_standardized_l1,same_deployment_weights,strict_held_out,purpose
6022,1.6493402247579043,2.552749252976935,1.463083685634059,1.089665567342876,2.5542319943711345,0.8380821497217993,1.716149844649335,0.28573156093076774,0.007293459766449973,0.033849308717307666,0.7290918242618777,1.068846737870077,True,False,paired input-domain sensitivity only
6028,6.07256439790624,4.045435967020708,4.265141862988901,0.21970589596819234,4.091047104402417,3.451644038405587,0.63940306599683,0.4693468610261369,0.5505389855933573,0.6250651290083463,0.8057487810001625,1.1265149292012582,True,False,paired input-domain sensitivity only
6029,2.5610249171691337,2.7974554079233442,1.2298547875510235,1.5676006203723207,2.1299863584496745,0.8380821497217993,1.2919042087278751,1.0,0.7071067811865476,0.7219327561642657,0.7525237967735394,1.1018290324408018,True,False,paired input-domain sensitivity only
6033,2.539230308280678,3.269931243409827,3.5590949675424546,0.2891637241326275,2.873917137523882,2.057269076854135,0.8166480606697473,0.8742846513177566,0.882695818822495,0.806469973120541,0.6731974583983286,1.1121453034752022,True,False,paired input-domain sensitivity only
6047,3.3485361203576183,3.1363952646484394,3.1951122609745095,0.05871699632607008,3.0889822730571015,2.555052456073617,0.5339298169834845,0.8418847041513257,0.9726728668308899,0.9209203631732504,0.8255295544703927,1.089273201205496,True,False,paired input-domain sensitivity only
6048,2.547742860528005,2.661440022260259,3.8974300473555274,1.2359900250952682,2.1391209200899417,2.9745640531889226,0.8354431330989809,0.9921522090054632,0.3975570802160264,0.4238602706028461,0.4818026101842263,1.133416451022299,True,False,paired input-domain sensitivity only
6056,3.2253759375055298,3.2551099093413174,3.0483576045380563,0.20675230480326112,2.54925312910547,2.9171588638749,0.3679057347694301,0.9572337365843766,0.9035336433191039,0.841912323039736,0.7309908526896601,0.3567551615943374,True,False,paired input-domain sensitivity only
6057,5.337333424909866,3.6255859851327688,3.235788134469503,0.3897978506632658,3.6685901224314534,2.6187135143534386,1.0498766080780149,0.6063387619089635,0.9621788467362352,0.9060355746350647,0.8033857808993627,1.1246126400383494,True,False,paired input-domain sensitivity only
6062,3.0923655415462123,2.792683847409897,3.4761072765828516,0.6834234291729544,2.744410849737701,2.3612127245114385,0.3831981252262624,0.9583856872001427,0.9024487211775993,0.8800664255885925,0.8369534258827792,1.0054309589068608,True,False,paired input-domain sensitivity only
6063,5.867181940726434,4.524037592400238,5.393492789571195,0.8694551971709572,2.9173233858322325,3.1050426100465005,0.187719224214268,0.6165571543691314,0.4586279866021999,0.5288512289348509,0.7032009485037427,1.0771197066358038,True,False,paired input-domain sensitivity only
6070,3.0472295308216166,2.8473429738545004,3.5282550939318416,0.6809121200773411,2.715200368013308,2.9604436173613813,0.24524324934807318,0.9679845428407653,0.7923439157198763,0.8320724962363574,0.917605579756357,1.196048066423116,True,False,paired input-domain sensitivity only
6072,1.4701149256907269,2.0016328920310755,2.3220273579030763,0.3203944658720008,1.8461164037983397,2.0419976861764444,0.19588128237810465,1.0,0.8774316544808113,0.8230036625663336,0.724066921727858,1.2483121327840383,True,False,paired input-domain sensitivity only
6078,2.114030502852253,2.9882480865636145,3.8245498666920437,0.8363017801284292,2.4742477843002293,3.250203815085741,0.7759560307855118,1.0,0.663229512180352,0.6753329325276826,0.7002064379636321,0.46945319902110016,True,False,paired input-domain sensitivity only
6080,4.401600455119694,2.8855760382195834,3.2059381516843666,0.32036211346478316,2.7358160284487485,2.079215433269633,0.6566005951791154,0.9612001054874736,0.9698687555441807,0.8770752627140801,0.7172732742579246,1.187760410867098,True,False,paired input-domain sensitivity only
6081,3.1814768073596182,3.247789307773998,4.289801274369028,1.0420119665950298,2.021794430755325,2.8385617614545837,0.8167673306992587,0.9591043340243282,0.6741742872057391,0.6387082589371696,0.5732752949807854,0.4145566689858583,True,False,paired input-domain sensitivity only
6082,1.8636132814417,2.6696726972250877,3.002007655378159,0.33233495815307146,2.034761212688733,2.2060055342968248,0.1712443216080919,1.0,0.8182578000882101,0.7759787960782359,0.6978615241007629,0.4486451917017079,True,False,paired input-domain sensitivity only
6084,2.0129025114755525,3.033038102269577,2.976988512702664,0.056049589566913305,2.147866903459075,2.355663079331549,0.207796175872474,1.0,1.0,0.9203973778631003,0.7796974577620323,1.2368539954361863,True,False,paired input-domain sensitivity only
6085,3.1256623124855496,4.122716763623025,3.9385317312334815,0.1841850323895433,3.0749630949729125,3.228846218382596,0.15388312340968335,0.6502735623493849,0.6480779446780972,0.6646492012231914,0.699073722574423,0.0026186200740486386,True,False,paired input-domain sensitivity only
6090,4.685108054915396,6.262067801792022,5.230467667642136,1.031600134149886,4.362915882741561,4.27431141280443,0.08860446993713111,0.23685659954955574,0.32143398115422867,0.4179667469711199,0.70671062161386,1.1429974823877433,True,False,paired input-domain sensitivity only
6094,4.09236633739849,4.165948677651619,4.21405745203952,0.0481087743879014,3.0570405221122954,2.848028017418287,0.20901250469400834,0.6467622227536088,0.32473129462022843,0.42003133744556015,0.7027434261223717,0.0026100185895551625,True,False,paired input-domain sensitivity only
6095,9.867135055037576,5.938425600827124,6.149394085241516,0.21096848441439242,4.435589467520126,4.006494150087425,0.4290953174327008,0.25188427559419907,0.27564236497854105,0.3904890498508721,0.7836725676285204,0.46428335490780837,True,False,paired input-domain sensitivity only
6099,10.321437288163786,6.46266305865507,6.129758607300926,0.33290445135414437,3.415392811364793,2.9354108473615272,0.47998196400326565,0.1583859744550339,0.07176828306387474,0.15401578671186145,0.7093010496352559,1.134106776089623,True,False,paired input-domain sensitivity only
6101,1.4174391720857311,1.5764351969811723,2.880653568026599,1.304218371045427,1.0332446370868587,2.882860337861463,1.8496157007746041,1.0,0.9141686516353594,0.833415961821126,0.6926802304186487,1.1456522683606676,True,False,paired input-domain sensitivity only
