target,protocol,growth_group_count,mae,median_absolute_error,rmse,pearson_r,pearson_p,spearman_rho,spearman_p,confidence_vs_absolute_error_spearman,confidence_vs_absolute_error_p,mean_confidence,interval_coverage,prediction_min,prediction_max,truth_min,truth_max
Rq_nm,human→human (frozen strict LOO),23,1.4655696000763263,1.1910191806031225,2.053812384580577,0.5093670304120776,0.013043989153060601,0.4990118577075099,0.015351531457777153,-0.6008018449496522,0.0024323468345632177,0.6480621871091473,0.8695652173913043,0.6496313891302664,7.056666196318084,1.2270276091477796,10.32143783569336
Rq_nm,auto→auto (strict LOO),23,1.5362516671234803,1.12751288549474,2.1220098775189906,0.5364647709211228,0.008315099968684975,0.46936758893280633,0.023848867774015573,-0.08964861566711435,0.6841664780460086,0.6717753118518909,0.8260869565217391,1.8778340148973276,4.511730838249136,1.2270276091477796,10.321437835693361
Rq_nm,human→auto (strict cross-domain LOO),23,1.4797494293045346,1.3101521485496486,2.0008716018439237,0.5535247565130904,0.006143890659405636,0.5741106719367589,0.004173544983874583,-0.07912961338708076,0.7196752218785655,0.5804285619120613,0.9565217391304348,1.078652489572571,5.408043031765839,1.2270276091477796,10.321437835693361
FSMI_nm,human→human (frozen strict LOO),23,1.3159379293145927,0.7712581562654957,2.0663606805589803,0.2806374443566245,0.19460157238949266,0.4298418972332016,0.04064697629864635,-0.6768261413485794,0.00039013654524264045,0.6179071016150514,0.8695652173913043,1.1686025388950836,6.045022237330305,0.8380821497217993,9.324230493376987
FSMI_nm,auto→auto (strict LOO),23,1.624748908608733,1.0578906005151132,2.2930438170522147,-0.12960151546772125,0.5556062710232305,-0.208498023715415,0.33972534783847697,-0.2067261149737485,0.34393787671687676,0.6683116876034592,0.8695652173913043,1.4015996563011697,3.71573012765061,0.8380821497217993,9.324230493376989
FSMI_nm,human→auto (strict cross-domain LOO),23,1.5158557492658287,0.8537394062610062,2.173921441990065,0.20385230504051044,0.3508353872622367,0.22134387351778656,0.31010997516676886,-0.18470932753824015,0.3988202072607333,0.6284838174677845,0.8695652173913043,0.2906573010763441,4.660440650784673,0.8380821497217993,9.324230493376989
