stratum,count,mae_nm,rmse_nm,bias_nm
all,26,1.0465872809705918,1.3844099655544344,0.09597600277161722
smooth_below_1p6_nm,7,0.5417601570245332,0.7628383490223852,0.23779371413507008
rough_3_to_10_nm,9,1.2678732905668142,1.6145777240742873,-0.4527280938436391
