blend_weight,median_island_feature_mae_z,median_afm_prior_mahalanobis,median_afm_likeness_percentile
0.35,1.4094776026162399,7.561117702083871,6.666666666666667
0.45,1.4812626443442785,6.889850384115724,6.666666666666667
0.55,1.481618326828038,7.010948594944919,6.666666666666667
0.65,1.5142667220499186,6.438357459868581,6.666666666666667
