method,growth_group_count,median_cross_validation_fold,median_island_feature_mae_z,median_island_feature_rmse_z,median_afm_prior_mahalanobis,median_held_real_afm_prior_mahalanobis,median_afm_likeness_percentile,median_held_real_likeness_percentile,median_boundary_ratio_q70_absolute_error,median_median_area_q70_log_absolute_error,median_component_count_q70_log_absolute_error,median_generated__log_component_count_q55,median_true__log_component_count_q55,median_generated__log_component_count_q70,median_true__log_component_count_q70,median_generated__log_component_count_q82,median_true__log_component_count_q82,median_generated__log_median_area_q55,median_true__log_median_area_q55,median_generated__log_median_area_q70,median_true__log_median_area_q70,median_generated__log_median_area_q82,median_true__log_median_area_q82,median_generated__median_solidity_q70,median_true__median_solidity_q70,median_generated__median_eccentricity_q70,median_true__median_eccentricity_q70,median_generated__boundary_gradient_ratio_q55,median_true__boundary_gradient_ratio_q55,median_generated__boundary_gradient_ratio_q70,median_true__boundary_gradient_ratio_q70,median_generated__boundary_gradient_ratio_q82,median_true__boundary_gradient_ratio_q82,median_generated__log_valley_component_count_q18,median_true__log_valley_component_count_q18,median_generated__log_valley_median_area_q18,median_true__log_valley_median_area_q18,median_generated__gradient_p90,median_true__gradient_p90,median_generated__laplacian_rms,median_true__laplacian_rms,median_generated__flat_fraction,median_true__flat_fraction
M5_cloudlike_spectral_hybrid,15,7.0,1.4919260847992224,1.9381675707618764,7.9848617343744435,3.4017907805307295,6.666666666666667,60.0,0.10996383428573608,1.112440459329986,0.6105662123043811,2.302585092994046,2.6390573296152584,2.888826161611328,3.093104311950247,2.967447097809794,3.044522437723423,3.1269144057877365,4.526784798013117,3.251395022957812,4.300215394993146,3.293775007412398,3.912023005428146,0.8805147058823529,0.8888888888888888,0.809388528033496,0.816496580927726,1.2233712673187256,1.3104304075241089,1.2158384323120117,1.2379597425460815,1.1752986907958984,1.178954839706421,2.943052015725078,3.6375861597263857,3.2430803944720443,3.4965075614664802,0.4223209023475647,0.5948836952447891,0.19389940053224564,0.25343936681747437,0.074493408203125,0.11212158203125
M6a_superellipse_island_primitives,15,7.0,3.2930512296262746,4.3296490552782,25.929540259862332,3.4017907805307295,6.666666666666667,60.0,0.18994486331939697,1.045370548466885,0.4503932726690949,3.1073040492110957,2.6390573296152584,2.8029010331479984,3.093104311950247,2.6390573296152584,3.044522437723423,2.6020033435383976,4.526784798013117,3.5114340430413207,4.300215394993146,4.582331429239765,3.912023005428146,0.8944444444444444,0.8888888888888888,0.816496580927726,0.816496580927726,0.7192941009998322,1.3104304075241089,1.3050589561462402,1.2379597425460815,2.4850200414657593,1.178954839706421,2.770631772579213,3.6375861597263857,4.226647232783003,3.4965075614664802,0.47914259135723114,0.5948836952447891,0.17121747136116028,0.25343936681747437,0.3375244140625,0.11212158203125
M6b_multiscale_laguerre_terraces,15,7.0,2.0587498633159598,2.66412040346563,9.514979943259272,3.4017907805307295,6.666666666666667,60.0,0.3691437244415283,0.28007896375714125,0.509984580674498,2.0715673631957663,2.6390573296152584,2.6390573296152584,3.093104311950247,2.736135336835737,3.044522437723423,3.7250397849037493,4.526784798013117,4.0004261934810685,4.300215394993146,3.963842522807889,3.912023005428146,0.9055555555555554,0.8888888888888888,0.7842318839643958,0.816496580927726,1.6495478749275208,1.3104304075241089,1.5851035714149475,1.2379597425460815,1.5778969526290894,1.178954839706421,2.6364997792818734,3.6375861597263857,3.968687348081648,3.4965075614664802,0.4645295739173889,0.5948836952447891,0.17357657849788666,0.25343936681747437,0.229217529296875,0.11212158203125
M6c_island_structure_plus_spectral_prior,15,7.0,1.481618326828038,2.012905478087551,7.010948594944919,3.4017907805307295,6.666666666666667,60.0,0.12671315670013428,0.8921437271946768,0.5893274981708232,2.1972245773362196,2.6390573296152584,2.770631772579213,3.093104311950247,2.908555579981602,3.044522437723423,3.3702596798031115,4.526784798013117,3.5114340430413207,4.300215394993146,3.438132305945383,3.912023005428146,0.9051285127712899,0.8888888888888888,0.7944786348465224,0.816496580927726,1.3242194652557373,1.3104304075241089,1.3260822296142578,1.2379597425460815,1.3089351654052734,1.178954839706421,2.9700856263602153,3.6375861597263857,3.5074071756377725,3.4965075614664802,0.4363154172897339,0.5948836952447891,0.1799880862236023,0.25343936681747437,0.09661865234375,0.11212158203125
