alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.3411528230545031,0.35765227399308386,0.3469276308830064
0.1,0.37836431221599115,0.42419596776889307,0.39440539165950683
10.0,0.4093003652819102,0.4176332520198473,0.41221687564018816
100.0,0.5735663192532048,0.6014245262987216,0.5833166917191357
