fold_id,epoch,train_loss,descriptor_mse,descriptor_mae,descriptor_rmse,descriptor_r2,descriptor_spearman,mean_baseline_mse,beats_mean_baseline,prototype_accuracy,prototype_macro_f1,best_checkpoint
original_split,1,2.033744692802429,1.0005608797073364,0.7744916081428528,1.0002804005414363,-0.24632760236518902,0.060487910250716835,1.0856924057006836,True,0.36363636363636365,0.18181818181818182,reports/rheed_shape_bag_model_mvp/20260703_171908/ablations/stable_features_mlp/checkpoints/best.pt
