protocol,label,rq_mae_nm,rq_pearson_r,fsmi_mae_nm,fsmi_pearson_r,generated_rq_mae_nm,generated_fsmi_mae_nm,texture_gate_pass_fraction,median_sharpness_ratio,median_afm_likeness_percentile,mean_island_feature_mae_z
M14i_auto_input,previous automatic input,1.5362516671234805,0.5364647709211228,1.624748908608733,-0.1296015154677214,1.5098975932172165,1.3495722563698904,0.6086956521739131,0.7127913977428765,8.695652173913043,1.6680594602417735
M15b_auto_r3d_angular_tta,current automatic input,1.211633865606605,0.7569221051758706,1.0364067479812034,0.7484420026908025,1.1970628179060956,1.063816389593128,0.5652173913043478,0.7106225669059014,8.695652173913043,1.6388404537935997
