growth_run_id,true_target,prior_predicted_rq_nm,prior_rq_absolute_error_nm,full23_predicted_rq_nm,full23_rq_absolute_error_nm,rq_absolute_error_change_nm
6028,6.072564601898193,6.131415614666699,0.058851012768506,3.8505077535448904,2.222056848353303,2.163205835584797
6029,2.561024904251098,2.5997000307101343,0.0386751264590361,2.1009254802611124,0.4600994239899858,0.42142429753094973
6047,3.066597064069266,2.8681638713989557,0.1984331926703104,3.6142957008871974,0.5476986368179313,0.3492654441476209
6048,2.455431633201468,1.5297524245255163,0.9256792086759518,2.1997781565504644,0.2556534766510037,-0.6700257320249481
6057,5.337333679199219,5.549023491713952,0.2116898125147335,1.4220079151951956,3.915325764004023,3.7036359514892894
6062,3.091214734236458,3.408657707890912,0.3174429736544533,5.174880638024586,2.0836659037881273,1.766222930133674
6063,5.865590098313159,7.033225761753825,1.1676356634406666,5.792674544030628,0.0729155542825301,-1.0947201091581364
6070,3.047229528427124,2.640625388625884,0.4066041398012401,2.280365976351667,0.7668635520754572,0.3602594122742171
6072,1.470114827156067,1.4986408335193715,0.0285260063633046,2.3319672410311707,0.8618524138751038,0.8333264075117992
6078,2.0597975274126674,2.957887415700462,0.8980898882877946,3.157510515260652,1.0977129878479848,0.1996230995601902
6082,1.863613247871399,1.970025130364652,0.1064118824932531,2.9565462895577985,1.0929330416863996,0.9865211591931465
6084,1.9596685775258929,2.240505665401505,0.2808370878756125,3.134513349661725,1.1748447721358315,0.8940076842602189
6085,3.1255097083820487,4.251281349216936,1.1257716408348872,4.19913476344616,1.0736250550641118,-0.052146585770775467
6090,4.685108184814453,4.794107297380862,0.1089991125664084,3.963566566801082,0.7215416180133709,0.6125425054469625
6095,9.867135047912596,5.787773568720253,4.079361479192343,7.251388949008493,2.6157460989041024,-1.4636153802882408
