epoch,train_loss,val_mse
1,1.8460573852062225,1.0414944887161255
2,1.9473336935043335,1.0505037307739258
3,1.8587003946304321,1.0591154098510742
4,1.7259091436862946,1.0674598217010498
5,1.7145313620567322,1.0702744722366333
