fold_id,epoch,train_loss,descriptor_mse,descriptor_mae,descriptor_rmse,descriptor_r2,descriptor_spearman,mean_baseline_mse,beats_mean_baseline,prototype_accuracy,prototype_macro_f1,best_checkpoint
original_split,1,1.8460573852062225,1.0414944887161255,0.7751672267913818,1.0205363730490578,-0.29731577602132586,-0.05873165730849675,1.0856924057006836,True,0.45454545454545453,0.15625,reports/rheed_shape_bag_model_mvp/20260703_171908/ablations/full_fusion/checkpoints/best.pt
