growth_run_id,source,true_sq_nm,predicted_sq_nm,dark_fraction,largest_dark_component_fraction,display_median,display_mean,height_skewness
6090,real,2.4095938205718994,3.2119699715102574,0.0429534912109375,0.004058837890625,0.5364473182453335,0.5290064059127925,-0.1764079567693637
6090,m22_frozen,2.4095938205718994,3.2119699715102574,0.03509521484375,0.003662109375,0.5372518889409116,0.531097555175747,-0.17080255159182042
6090,m23,2.4095938205718994,3.2119699715102574,0.0413818359375,0.00408935546875,0.5287622411616941,0.5243312668563808,-0.1368048945786184
6094,real,4.058265686035156,2.8993960642578593,0.026336669921875,0.0031280517578125,0.6003396174841262,0.5831086461279942,-0.6271830487957872
6094,m22_frozen,4.058265686035156,2.8993960642578593,0.03369140625,0.00457763671875,0.5391862866096048,0.5400300268297017,-0.08436586525532966
6094,m23,4.058265686035156,2.8993960642578593,0.0413818359375,0.0064697265625,0.528762240442016,0.5243312666437366,-0.1368048913644259
6095,real,9.07418346405029,8.52456568858861,0.1073760986328125,0.0102996826171875,0.5666386002096454,0.5226524689637276,-0.38027655725009046
6095,m22_frozen,9.07418346405029,8.52456568858861,0.325439453125,0.134033203125,0.33982543261253495,0.3750724287393043,0.4577160257951742
6095,m23,9.07418346405029,8.52456568858861,0.325439453125,0.134033203125,0.33982543261253495,0.3750724287393043,0.4577160257951742
6099,real,9.394835472106934,8.381101760294285,0.10846710205078125,0.007938385009765625,0.5096581209214213,0.49482457161800364,-0.046148634343637696
6099,m22_frozen,9.394835472106934,8.381101760294285,0.20361328125,0.02655029296875,0.46009073140889123,0.43958647234961307,0.05869294156283838
6099,m23,9.394835472106934,8.381101760294285,0.20361328125,0.02655029296875,0.46009073140889123,0.43958647234961307,0.05869294156283838
6101,real,0.481030598282814,0.5666429739572191,0.039764404296875,0.01434326171875,0.5592493528090878,0.5462367159115757,-0.24771617387973527
6101,m22_frozen,0.481030598282814,0.5666429739572191,0.04083251953125,0.00787353515625,0.5049331327480118,0.497048589237525,-0.13639274618163286
6101,m23,0.481030598282814,0.5666429739572191,0.0413818359375,0.00341796875,0.5287622404420161,0.5243312680845696,-0.1368048125933928
N6342,real,0.8041046559810638,0.8282191708012705,0.0481414794921875,0.0052032470703125,0.4595193695214167,0.4616016759758048,0.14125387716264373
N6342,m22_frozen,0.8041046559810638,0.8282191708012705,0.0390625,0.00543212890625,0.48874551445930703,0.4859056391440767,0.006245399689416869
N6342,m23,0.8041046559810638,0.8282191708012705,0.0413818359375,0.0062255859375,0.5287622404420161,0.5243312665701916,-0.13680489326831344
N6358,real,0.9793977737426758,0.8095566750314159,0.034942626953125,0.0077972412109375,0.5176273476447504,0.5166499029993442,-0.09177586905415788
N6358,m22_frozen,0.9793977737426758,0.8095566750314159,0.02838134765625,0.0091552734375,0.49193063551703525,0.4947949146048216,0.06263751837151682
N6358,m23,0.9793977737426758,0.8095566750314159,0.0413818359375,0.0059814453125,0.5287622393624991,0.5243312630970911,-0.1368048665471385
N6382,real,1.1125519275665283,0.946371148760502,0.0953826904296875,0.0088043212890625,0.3845375151081325,0.4001887129780145,0.6023398424561046
N6382,m22_frozen,1.1125519275665283,0.946371148760502,0.05078125,0.00732421875,0.4782923754239684,0.48148932810142486,0.06183193120819884
N6382,m23,1.1125519275665283,0.946371148760502,0.0413818359375,0.00701904296875,0.5287622393624991,0.5243312630970911,-0.13680486654713875
N6389,real,2.0189785957336426,2.675845281294214,0.044921875,0.0054779052734375,0.45327045357449564,0.46120486150259654,0.22725992692964078
N6389,m22_frozen,2.0189785957336426,2.675845281294214,0.06085205078125,0.0067138671875,0.4502813249310451,0.470722956870839,0.3010655048280551
N6389,m23,2.0189785957336426,2.675845281294214,0.0413818359375,0.00689697265625,0.5287622408018551,0.5243312666814908,-0.13680489194610673
N6390,real,1.9620892405509949,1.0895873604744368,0.0509033203125,0.0038299560546875,0.4780219158344704,0.47894639233011366,0.07002394083223568
N6390,m22_frozen,1.9620892405509949,1.0895873604744368,0.04840087890625,0.00579833984375,0.4771883633868593,0.4861167173573046,0.17235287362265256
N6390,m23,1.9620892405509949,1.0895873604744368,0.0413818359375,0.00531005859375,0.5287622408018551,0.5243312666953932,-0.13680489216159175
