blend_weight,median_island_feature_mae_z,median_afm_prior_mahalanobis,median_afm_likeness_percentile
0.45,1.8966870006882535,9.418178650295467,6.666666666666667
0.55,2.124317847125031,8.446385330761705,6.666666666666667
0.65,2.3355247069691694,10.545194714273002,6.666666666666667
0.75,2.910283719886414,11.094848318334556,6.666666666666667
