growth_run_id,method,island_feature_mae_z,island_feature_rmse_z,afm_prior_mahalanobis,held_real_afm_prior_mahalanobis,afm_likeness_percentile,held_real_likeness_percentile,boundary_ratio_q70_absolute_error,median_area_q70_log_absolute_error,component_count_q70_log_absolute_error,generated__log_component_count_q55,true__log_component_count_q55,generated__log_component_count_q70,true__log_component_count_q70,generated__log_component_count_q82,true__log_component_count_q82,generated__log_median_area_q55,true__log_median_area_q55,generated__log_median_area_q70,true__log_median_area_q70,generated__log_median_area_q82,true__log_median_area_q82,generated__median_solidity_q70,true__median_solidity_q70,generated__median_eccentricity_q70,true__median_eccentricity_q70,generated__boundary_gradient_ratio_q55,true__boundary_gradient_ratio_q55,generated__boundary_gradient_ratio_q70,true__boundary_gradient_ratio_q70,generated__boundary_gradient_ratio_q82,true__boundary_gradient_ratio_q82,generated__log_valley_component_count_q18,true__log_valley_component_count_q18,generated__log_valley_median_area_q18,true__log_valley_median_area_q18,generated__gradient_p90,true__gradient_p90,generated__laplacian_rms,true__laplacian_rms,generated__flat_fraction,true__flat_fraction,blend_weight
6028,weight_0.45,1.8966870006882535,2.5594044832695215,9.418178650295467,2.9622902259698,6.666666666666667,66.66666666666667,0.19833213090896606,1.5982420672766495,0.36544375427139597,2.171902710926842,2.3978952727983707,2.5249280036247685,2.8903717578961645,2.7917481543908496,2.833213344056216,2.9564135507954545,5.111987788356544,3.1112881340356844,4.709530201312334,3.2755401675217026,4.48863636973214,0.9280869104398517,0.8953145917001338,0.7940712431929546,0.816496580927726,1.303069829940796,1.3104304075241089,1.3000958561897278,1.1017637252807617,1.2104671001434326,1.0615882873535156,2.7444688630783434,3.6109179126442243,3.7006156322065076,3.817712325956905,0.3545389026403427,0.5960701107978821,0.15832411497831345,0.2374238669872284,0.1102294921875,0.16900634765625,0.45
6028,weight_0.55,2.1809115697736887,2.7035979810414728,7.712826568666208,2.9622902259698,6.666666666666667,66.66666666666667,0.2860894203186035,1.780563624070604,0.456604532668373,2.0126758453675744,2.3978952727983707,2.4337672252277915,2.8903717578961645,2.3502401828962083,2.833213344056216,3.352207177482054,5.111987788356544,2.92896657724173,4.709530201312334,3.970558841221065,4.48863636973214,0.8891774891774891,0.8953145917001338,0.7599419313585254,0.816496580927726,1.3322467803955078,1.3104304075241089,1.3878531455993652,1.1017637252807617,1.3494117856025696,1.0615882873535156,2.8173948015846246,3.6109179126442243,2.6364997792818734,3.817712325956905,0.3350569158792496,0.5960701107978821,0.14471136033535004,0.2374238669872284,0.141754150390625,0.16900634765625,0.55
6028,weight_0.65,2.415071044824667,2.797510648962054,10.545194714273002,2.9622902259698,6.666666666666667,66.66666666666667,0.3533173203468323,1.6571335851048414,0.46435662593635607,1.5890269151739727,2.3978952727983707,2.4260151319598084,2.8903717578961645,2.282174095733918,2.833213344056216,4.265548048292614,5.111987788356544,3.0523966162074925,4.709530201312334,3.6149193890756255,4.48863636973214,0.8789356366675954,0.8953145917001338,0.7274960958101406,0.816496580927726,1.4105785489082336,1.3104304075241089,1.455081045627594,1.1017637252807617,1.5208041667938232,1.0615882873535156,2.1242476210246797,3.6109179126442243,4.122889045714164,3.817712325956905,0.3258564621210098,0.5960701107978821,0.13173268362879753,0.2374238669872284,0.20111083984375,0.16900634765625,0.65
6028,weight_0.75,2.8118170823491044,3.243975516391153,9.872712335869265,2.9622902259698,6.666666666666667,66.66666666666667,0.42553627490997314,1.3150443298162489,0.6517033506570611,1.844439727056968,2.3978952727983707,2.2386684072391034,2.8903717578961645,1.791759469228055,2.833213344056216,2.8417898836693407,5.111987788356544,3.394485871496085,4.709530201312334,4.238185598447991,4.48863636973214,0.9222288676236045,0.8953145917001338,0.7493532451002134,0.816496580927726,1.5565457940101624,1.3104304075241089,1.5273000001907349,1.1017637252807617,1.7368785738945007,1.0615882873535156,2.0948273710132126,3.6109179126442243,3.8985429146367547,3.817712325956905,0.32877618074417114,0.5960701107978821,0.12195463851094246,0.2374238669872284,0.3050537109375,0.16900634765625,0.75
6029,weight_0.45,1.9691575403939363,2.594209638834919,13.444818882035884,2.9365055408958605,6.666666666666667,80.0,0.07760870456695557,1.82634343939635,0.26162407188227377,1.868834809141684,2.4849066497880004,2.6287476860138907,2.8903717578961645,3.0433873634561532,3.044522437723423,2.810200432858575,4.543294782270004,2.808385548833286,4.634728988229636,3.0153426301306316,4.204692619390966,0.9615384615384616,0.8585365853658536,0.7826046323508271,0.8168899108266634,1.2974570393562317,1.3746683597564697,1.219526767730713,1.2971354722976685,1.1899744868278503,1.1882182359695435,2.6441335153472676,3.6375861597263857,4.169750451502972,3.676300671907076,0.36897972226142883,0.5702724456787109,0.16741201281547546,0.25343936681747437,0.101837158203125,0.10955810546875,0.45
6029,weight_0.55,2.124317847125031,2.8261910098540937,12.823802498528057,2.9365055408958605,6.666666666666667,80.0,0.024070441722869873,1.8902601251512925,0.8188043947003982,1.791759469228055,2.4849066497880004,2.0715673631957663,2.8903717578961645,2.888826161611328,3.044522437723423,3.1815140517702325,4.543294782270004,2.7444688630783434,4.634728988229636,2.7557052910043724,4.204692619390966,0.9777688172043011,0.8585365853658536,0.7895088785682564,0.8168899108266634,1.36913400888443,1.3746683597564697,1.2730650305747986,1.2971354722976685,1.2173096537590027,1.1882182359695435,2.3937458713910233,3.6375861597263857,3.380786384402028,3.676300671907076,0.3394099622964859,0.5702724456787109,0.14883030951023102,0.25343936681747437,0.133270263671875,0.10955810546875,0.55
6029,weight_0.65,2.3355247069691694,2.8103287382762185,12.912696998387187,2.9365055408958605,6.666666666666667,80.0,0.0676376223564148,1.6516556186677898,0.9547712524422192,1.7005986908310775,2.4849066497880004,1.9356005054539454,2.8903717578961645,2.585241997519076,3.044522437723423,2.7803408155077642,4.543294782270004,2.983073369561846,4.634728988229636,2.858513850703111,4.204692619390966,0.8679653679653679,0.8585365853658536,0.7595998843566155,0.8168899108266634,1.5551286935806274,1.3746683597564697,1.3647730946540833,1.2971354722976685,1.2969818115234375,1.1882182359695435,2.0126758453675744,3.6375861597263857,3.569433499972762,3.676300671907076,0.31639963388442993,0.5702724456787109,0.13114937394857407,0.25343936681747437,0.18896484375,0.10955810546875,0.65
6029,weight_0.75,3.6192302881743696,4.227715828014934,17.28371645240818,2.9365055408958605,6.666666666666667,80.0,0.319571852684021,2.587556707118585,1.8506509870562466,1.1512925464970227,2.4849066497880004,1.0397207708399179,2.8903717578961645,2.0126758453675744,3.044522437723423,2.255429753258425,4.543294782270004,2.0471722811110507,4.634728988229636,4.173083797182067,4.204692619390966,0.9811912225705329,0.8585365853658536,0.6888538657902827,0.8168899108266634,1.7827035188674927,1.3746683597564697,1.6167073249816895,1.2971354722976685,1.3534275889396667,1.1882182359695435,1.791759469228055,3.6375861597263857,3.6076199893650487,3.676300671907076,0.3065360486507416,0.5702724456787109,0.11745820939540863,0.25343936681747437,0.292205810546875,0.10955810546875,0.75
6047,weight_0.45,1.6248686016765466,2.1890154600748293,8.236826091917056,4.063601437418675,6.666666666666667,33.333333333333336,0.020470023155212402,1.390609024468918,0.3588441447380317,2.5619819897016294,2.1383330595080277,3.090008326826286,3.448852471564318,3.101267758593961,3.5614333292995415,2.484906649788,4.526784798013117,3.1661955670392876,4.556804591508206,2.83494046149026,3.9845923882612655,0.879564924015725,0.8736479842674533,0.7557090601349692,0.8174339980922729,1.2124371528625488,1.2793259024620056,1.1952078342437744,1.174737811088562,1.1633848547935486,1.1723089814186096,3.568639218630193,3.7494348669884654,2.9824319326554014,3.6372397793869355,0.48731911182403564,0.6723582446575165,0.259247750043869,0.307731568813324,0.06011962890625,0.091400146484375,0.45
6047,weight_0.55,1.792661247334462,2.32898974220926,8.446385330761705,4.063601437418675,6.666666666666667,33.333333333333336,0.1324060559272766,1.5038502507587803,0.5343796627592141,2.3502401828962083,2.1383330595080277,2.9144728088051037,3.448852471564318,2.92177220851568,3.5614333292995415,2.684154869184036,4.526784798013117,3.0529543407494253,4.556804591508206,2.7212088552608966,3.9845923882612655,0.8798951048951049,0.8736479842674533,0.7786915497607754,0.8174339980922729,1.3018167614936829,1.2793259024620056,1.3071438670158386,1.174737811088562,1.2618470788002014,1.1723089814186096,3.349750170080839,3.7494348669884654,2.8392323333359553,3.6372397793869355,0.438404381275177,0.6723582446575165,0.22259194403886795,0.307731568813324,0.081024169921875,0.091400146484375,0.55
