alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.34154668271988614,0.3457537411667428,0.34301915317628595
0.1,0.3728916165676954,0.36898283990152825,0.3715235447345369
10.0,0.41544124963365475,0.40210010948562924,0.41077185058184584
100.0,0.6338536524875961,0.6300481001807976,0.6325217091802167
