alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
3.0,0.49290653095036063,0.6885100944335616,0.6155354802708894
10.0,0.509173789071535,0.7098399557998867,0.3740632595255773
1.0,0.5109589062540741,0.7162794632236769,0.7802029058090507
0.3,0.5412781836933186,0.7600784338551473,0.8929283420691331
30.0,0.562348083058951,0.7922370051938749,0.17070969738400837
