alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
30.0,0.61700423591452,0.9387456639362104,0.1793615552018371
10.0,0.6394425121610187,0.9506004104349632,0.36066415093420157
3.0,0.667937422233378,0.983419059233155,0.5512062453045181
1.0,0.6920883149910091,1.0349782720107625,0.7406513161083035
0.3,0.7478874454452449,1.1336760369027281,0.9959073454878598
