epoch,kl_beta,train_total,train_reconstruction,train_kl,train_generated_pair_l1,train_condition_swap_l1,val_elbo_total,val_reconstruction,val_kl,val_prior_composite,val_rq_mae_nm,val_selection_score,val_prior_ssim,val_prior_psd_log_distance,val_diversity_ratio,val_diversity_log_penalty
22,0.007333333333333333,1.4866064548492433,1.465541172027588,2.872535467147827,0.6272381663322448,0.45578007102012635,,,,,,,,,,
23,0.007666666666666667,1.5675253391265869,1.5163645029067994,5.87853422164917,0.526419174671173,0.4122414290904999,,,,,,,,,,
24,0.008,1.5177842617034911,1.4853364467620849,4.0559779644012455,0.668186354637146,0.49617673754692077,,,,,,,,,,
25,0.008333333333333333,1.5609808444976807,1.519847583770752,3.091726779937744,0.5648935675621033,0.3789289355278015,1.5066590905189514,1.4334120154380798,3.662355422973633,6.521909244285945,1.2536243597666423,6.736342558511485,0.00357685920990156,0.6666145359249862,0.6405972137565273,0.4453543912443755
26,0.008666666666666668,1.5184032917022705,1.4848067998886108,3.275865888595581,0.5847127079963684,0.44090200066566465,,,,,,,,,,
27,0.009000000000000001,1.4908278942108155,1.4598340034484862,3.4437631607055663,0.6503400564193725,0.38545080423355105,,,,,,,,,,
28,0.009333333333333334,1.4791073083877564,1.4544357299804687,2.6433831214904786,0.5941727161407471,0.4160927712917328,,,,,,,,,,
29,0.009666666666666667,1.5209153413772583,1.4931267976760865,2.418506956100464,0.5825870931148529,0.35405433177948,,,,,,,,,,
30,0.01,1.4982357263565063,1.467357587814331,2.946020221710205,0.7054739117622375,0.384794345498085,1.4934349060058594,1.4120010137557983,4.071693420410156,6.374079396869981,1.2536243597666423,6.549892216330678,0.016288895925415946,0.631353509255081,0.7770489612405328,0.25225191742015773
31,0.010333333333333335,1.4663348197937012,1.4214669466018677,4.3420515060424805,0.7156777262687684,0.47836769223213194,,,,,,,,,,
32,0.010666666666666666,1.4760759592056274,1.4441893100738525,2.989372444152832,0.6126341462135315,0.4666223466396332,,,,,,,,,,
33,0.011000000000000001,1.456165647506714,1.4238753080368043,2.9354856967926026,0.6105236053466797,0.40840441584587095,,,,,,,,,,
34,0.011333333333333332,1.5281087636947632,1.4767051219940186,2.9772173881530763,0.5028992891311646,0.33214834332466125,,,,,,,,,,
35,0.011666666666666667,1.4879714250564575,1.4608247756958008,2.3268573760986326,0.6357747673988342,0.36302884817123415,1.4752750396728516,1.443330705165863,1.5972168445587158,6.358101896459677,1.2536243597666423,6.526711548155359,0.015490906916199488,0.6620611767399625,0.805545107466698,0.21623607859508803
36,0.012,1.4785380840301514,1.4506900787353516,2.0451608896255493,0.5139103055000305,0.4778232634067535,,,,,,,,,,
37,0.012333333333333335,1.5331416130065918,1.4888455390930175,2.5597439765930177,0.5591536402702332,0.3492957592010498,,,,,,,,,,
38,0.012666666666666666,1.4587292194366455,1.422931694984436,2.6385584831237794,0.6640163004398346,0.4353229761123657,,,,,,,,,,
39,0.013000000000000001,1.485478138923645,1.461968684196472,1.7560261487960815,0.6600758671760559,0.4109921634197235,,,,,,,,,,
40,0.013333333333333332,1.4454084873199462,1.4179746389389039,2.0470581531524656,0.6747469902038574,0.3802736222743988,1.4878573417663574,1.4446166157722473,2.162037968635559,6.4227787912495655,1.2536243597666423,6.611133572157566,0.016010863166260183,0.5740023765244219,0.729816807723347,0.31496172465668193
41,0.013666666666666667,1.4406866312026978,1.4028696298599244,2.413384199142456,0.5676732301712036,0.4084534883499146,,,,,,,,,,
42,0.013999999999999999,1.5284552812576293,1.4932651042938232,2.2410590171813967,0.5566115260124207,0.33026798367500304,,,,,,,,,,
43,0.014333333333333333,1.4889338254928588,1.455004382133484,2.367168688774109,0.6722782015800476,0.4198496460914612,,,,,,,,,,
44,0.014666666666666666,1.4613482236862183,1.4373319387435912,1.5847539186477662,0.5647037386894226,0.47119228839874266,,,,,,,,,,
45,0.015,1.538188886642456,1.4979105710983276,1.4798235177993775,0.5003954529762268,0.30352429747581483,1.4884763956069946,1.4499123096466064,1.928204357624054,6.451220894439089,1.2536243597666423,6.624679049075428,0.02173195743455873,0.6892669084182181,0.7862514763187306,0.24047859329836807
46,0.015333333333333334,1.4889228582382201,1.4404600381851196,2.0458121299743652,0.49678073525428773,0.3426620185375214,,,,,,,,,,
47,0.015666666666666666,1.4453766345977783,1.4063745975494384,2.153468704223633,0.6423473417758941,0.4812073290348053,,,,,,,,,,
48,0.016,1.4790836811065673,1.4450876474380494,2.124754285812378,0.7291350603103638,0.49635303020477295,,,,,,,,,,
49,0.01633333333333333,1.4843920469284058,1.4461652517318726,2.3404170989990236,0.6499257802963256,0.45506842732429503,,,,,,,,,,
50,0.016666666666666666,1.514093017578125,1.4739649534225463,2.380778932571411,0.6005364835262299,0.38578476905822756,1.4639844298362732,1.4209355115890503,2.1524468660354614,6.467087330121763,1.2536243597666423,6.634088679330786,0.02150603992756858,0.6856674632537363,0.8120490240786805,0.2081945661617911
51,0.017,1.45834538936615,1.4266304969787598,1.865582036972046,0.6527793645858765,0.48527662754058837,,,,,,,,,,
52,0.017333333333333336,1.5237753629684447,1.486545443534851,1.6441755771636963,0.5027000486850739,0.346373388171196,,,,,,,,,,
53,0.017666666666666667,1.4735244512557983,1.4440618991851806,1.6676909685134889,0.652411675453186,0.473061341047287,,,,,,,,,,
54,0.018000000000000002,1.5100881814956666,1.475103998184204,1.6246320009231567,0.5844965577125549,0.40421104431152344,,,,,,,,,,
55,0.018333333333333333,1.4763614892959596,1.4372714757919312,2.1321842193603517,0.6688305616378785,0.43312758207321167,1.4422427415847778,1.406070351600647,1.8086197972297668,6.506803152453859,1.2536243597666423,6.6612870975636955,0.014836384152979797,0.6973306455836765,0.8644969121783024,0.14560754566586204
56,0.018666666666666668,1.4542998552322388,1.4188613891601562,1.8984896421432496,0.6194360733032227,0.3829114854335785,,,,,,,,,,
57,0.019,1.4223400115966798,1.3811197519302367,1.9744285106658936,0.5812143921852112,0.5158381342887879,,,,,,,,,,
58,0.019333333333333334,1.4587502002716064,1.424948501586914,1.7483644008636474,0.6639836549758911,0.4619086503982544,,,,,,,,,,
59,0.019666666666666666,1.5028215169906616,1.4623018026351928,1.1253836631774903,0.5019408404827118,0.3543565392494202,,,,,,,,,,
60,0.02,1.4277650594711304,1.3969670057296752,1.3332667350769043,0.6299357891082764,0.428229421377182,1.4741673469543457,1.4458685517311096,1.414937436580658,6.455027596781328,1.2536243597666423,6.660869098370793,0.0217403278442742,0.6194233188774022,0.668716331095996,0.4023953280640032
61,0.02,1.4425518989562989,1.4099254608154297,1.6313205242156983,0.6439879059791564,0.4437654137611389,,,,,,,,,,
62,0.02,1.4304025173187256,1.3826014995574951,2.0856120109558107,0.614150983095169,0.4448786497116089,,,,,,,,,,
63,0.02,1.4569340229034424,1.422378706932068,1.7277660369873047,0.6410248517990113,0.39139769673347474,,,,,,,,,,
64,0.02,1.4305782794952393,1.395455265045166,1.3135587453842164,0.5275113403797149,0.37790441513061523,,,,,,,,,,
65,0.02,1.4529552698135375,1.4230248928070068,1.0778398752212524,0.5982587456703186,0.43834187388420104,1.4437620639801025,1.422088861465454,1.0836581587791443,6.289850801688874,1.2536243597666423,6.526144167104902,0.022755944719910402,0.642423376964873,0.574270552899397,0.5546546471968166
66,0.02,1.431711530685425,1.4047874212265015,1.3462042570114137,0.6034036040306091,0.4424897313117981,,,,,,,,,,
67,0.02,1.427795648574829,1.395961332321167,1.5917163610458374,0.6006412744522095,0.39941939115524294,,,,,,,,,,
68,0.02,1.4912758827209474,1.4552707910537719,1.4148687601089478,0.5131737172603608,0.313568526506424,,,,,,,,,,
69,0.02,1.4796440839767455,1.447165560722351,1.3580654859542847,0.5585117340087891,0.35446415543556214,,,,,,,,,,
70,0.02,1.4381838321685791,1.380888032913208,1.4685257434844972,0.5435103505849839,0.4512253224849701,1.420362114906311,1.3956950306892395,1.2333564758300781,6.348810259433248,1.2536243597666423,6.589385842311796,0.02502431643496111,0.6404140626696142,0.5621054942534514,0.5760657345094223
71,0.02,1.4478557348251342,1.420980191230774,1.2174164414405824,0.6136850237846374,0.396625691652298,,,,,,,,,,
72,0.02,1.4156445264816284,1.373338532447815,1.3007263898849488,0.5067519664764404,0.4401212513446808,,,,,,,,,,
73,0.02,1.4830790042877198,1.4513253927230836,1.510190773010254,0.6611325740814209,0.3842994928359985,,,,,,,,,,
74,0.02,1.5113267660140992,1.4418050050735474,2.138972854614258,0.5021884322166443,0.3953841030597687,,,,,,,,,,
75,0.02,1.40199453830719,1.3557872533798219,2.0103813648223876,0.6471863389015198,0.48079816699028016,1.4502291679382324,1.4161056876182556,1.7061743140220642,6.355227766612704,1.2536243597666423,6.5954672120838,0.0220366468440489,0.6404625530739402,0.56305101200837,0.5743850474721536
76,0.02,1.4664858102798461,1.4262994527816772,1.4908764362335205,0.699427455663681,0.4955192983150482,,,,,,,,,,
77,0.02,1.4065987110137939,1.3661918640136719,2.020342254638672,0.658220911026001,0.4925667643547058,,,,,,,,,,
78,0.02,1.3915898561477662,1.349908185005188,1.8187055587768555,0.5684209048748017,0.4740258753299713,,,,,,,,,,
79,0.02,1.4433933734893798,1.4025126457214356,1.5327278137207032,0.5784619748592377,0.4253499507904053,,,,,,,,,,
80,0.02,1.3885594367980958,1.3593018054962158,1.4628819227218628,0.6615746259689331,0.3978424847126007,1.4246560335159302,1.4000294208526611,1.2313320636749268,6.344010842368357,1.2536243597666423,6.634361517916403,0.021320613456801495,0.6535580477545835,0.43826076237933953,0.8249411978569086
81,0.02,1.4440528631210328,1.4102831840515138,1.2586365461349487,0.5273933589458466,0.38296862244606017,,,,,,,,,,
82,0.02,1.4548336744308472,1.40881667137146,1.263000750541687,0.5064382791519165,0.4043683648109436,,,,,,,,,,
83,0.02,1.4554630994796753,1.4182493448257447,1.2584271669387816,0.5728752434253692,0.41035404801368713,,,,,,,,,,
84,0.02,1.4085826635360719,1.3727682113647461,1.5328999042510987,0.5945092916488648,0.41165560483932495,,,,,,,,,,
85,0.02,1.4307412385940552,1.399796438217163,1.547239851951599,0.6280889391899109,0.4183231949806213,1.4741578698158264,1.446956217288971,1.3600848317146301,6.327014110816253,1.2536243597666423,6.572831024359802,0.01815629059639984,0.5584214949114119,0.5475659390981649,0.6022723878344224
86,0.02,1.4230522394180298,1.394154930114746,1.4448661088943482,0.6658398270606994,0.4624336898326874,,,,,,,,,,
87,0.02,1.4769752740859985,1.428813886642456,1.7070467948913575,0.5798256695270538,0.33220708966255186,,,,,,,,,,
88,0.02,1.4683981895446778,1.4403918027877807,1.4003197431564331,0.6600074052810669,0.4669239580631256,,,,,,,,,,
89,0.02,1.4397544860839844,1.407872247695923,1.5941120386123657,0.6984797716140747,0.4388705253601074,,,,,,,,,,
90,0.02,1.497240996360779,1.4550254821777344,2.110774517059326,0.6243292093276978,0.3884794294834137,1.4456742405891418,1.4034025073051453,2.113585948944092,6.33429646520527,1.2536243597666423,6.705004106272417,0.015189517177236544,0.6531675912963217,0.29325110438044727,1.2267260254524133
91,0.02,1.4425450325012208,1.4073071002960205,1.7618977546691894,0.7051551461219787,0.4213816225528717,,,,,,,,,,
92,0.02,1.4390831232070922,1.4085902452468873,1.2429548263549806,0.5844565212726593,0.336587518453598,,,,,,,,,,
93,0.02,1.4555683135986328,1.4021498203277587,1.2351233243942261,0.5574285209178924,0.45499823093414304,,,,,,,,,,
94,0.02,1.4466848850250245,1.4173906326293946,1.464712142944336,0.6973238587379456,0.37781856060028074,,,,,,,,,,
95,0.02,1.4311363458633424,1.3978449821472168,1.6645675897598267,0.628872275352478,0.39055951237678527,1.4190511107444763,1.3889732956886292,1.5038891434669495,6.330938532018146,1.2536243597666423,6.705526395251752,0.02040318574342164,0.6738878849585053,0.2876165423219414,1.246127136284707
96,0.02,1.4255510568618774,1.3935906648635865,1.5980198621749877,0.6815256237983703,0.5020556926727295,,,,,,,,,,
97,0.02,1.4339236497879029,1.4044471263885498,1.455371332168579,0.6343899488449096,0.3955082595348358,,,,,,,,,,
98,0.02,1.4516966104507447,1.411769652366638,1.50645112991333,0.5994406282901764,0.38997543454170225,,,,,,,,,,
99,0.02,1.4632855892181396,1.4229875564575196,1.9020637035369874,0.6492478489875794,0.39559138417243955,,,,,,,,,,
100,0.02,1.4223339319229127,1.3923048019409179,1.4516741037368774,0.5964141070842743,0.4525843620300293,1.4300535321235657,1.4073914289474487,1.1331032514572144,6.3349460862869895,1.2536243597666423,6.703309037201567,0.02485736689941618,0.6395332988149723,0.2967092503588507,1.2150025746895663
101,0.02,1.451513409614563,1.4296829223632812,1.0915240406990052,0.6400761842727661,0.49314022064208984,,,,,,,,,,
102,0.02,1.401872205734253,1.3585867404937744,1.3144842624664306,0.5265514135360718,0.4499287247657776,,,,,,,,,,
103,0.02,1.389287257194519,1.3362086057662963,1.534584903717041,0.5473817169666291,0.4878677010536194,,,,,,,,,,
104,0.02,1.4198330640792847,1.3947654008865356,1.253382968902588,0.6025040149688721,0.4024194717407227,,,,,,,,,,
105,0.02,1.411023449897766,1.38394455909729,1.3539454698562623,0.5904614210128785,0.4330840349197388,1.4138559103012085,1.3885012865066528,1.2677330374717712,6.344521326150978,1.2536243597666423,6.695766862685063,0.025344542603441014,0.6890991616043948,0.32322212365111186,1.129415502787104
106,0.02,1.4509759664535522,1.4222204685211182,1.4377743244171142,0.6020945906639099,0.4166368365287781,,,,,,,,,,
107,0.02,1.4545242071151734,1.4030261278152465,2.3543283462524416,0.5412371993064881,0.38279505372047423,,,,,,,,,,
108,0.02,1.454440188407898,1.3839391231536866,2.0515981674194337,0.4456131637096405,0.36969812512397765,,,,,,,,,,
109,0.02,1.406088662147522,1.3795866966247559,1.3250977277755738,0.6522666573524475,0.4787311375141144,,,,,,,,,,
110,0.02,1.3914111137390137,1.367551827430725,1.1929661750793457,0.6223034977912902,0.446695476770401,1.4134504795074463,1.39169842004776,1.0876020789146423,6.297649899051686,1.2536243597666423,6.676059206016136,0.025848538840430445,0.6098520056669572,0.2821731597175156,1.2652343549389244
