growth_run_id,method,wrong_condition_source_group,correct_condition_error_z,wrong_condition_error_z,wrong_minus_correct,correct_condition_wins
6022,M2_spectral_rheed_condition,6056,2.078920364379883,2.041159152984619,-0.03776121139526367,False
6056,M2_spectral_rheed_condition,6080,1.1241122484207153,0.9866188764572144,-0.13749337196350098,False
6080,M2_spectral_rheed_condition,6022,1.1900655031204224,1.40113365650177,0.21106815338134766,True
6022,M2b_calibrated_spectral_rheed_condition,6056,1.1721484661102295,1.1869616508483887,0.01481318473815918,True
6056,M2b_calibrated_spectral_rheed_condition,6080,0.4719538688659668,0.4605579376220703,-0.011395931243896484,False
6080,M2b_calibrated_spectral_rheed_condition,6022,0.6589138507843018,0.6761450171470642,0.01723116636276245,True
6022,M3_refiner_rheed_condition,6056,1.9794352054595947,1.9931089878082275,0.013673782348632812,True
6056,M3_refiner_rheed_condition,6080,1.0941933393478394,0.8489315509796143,-0.2452617883682251,False
6080,M3_refiner_rheed_condition,6022,1.0425058603286743,1.3032792806625366,0.2607734203338623,True
6022,M3b_calibrated_refiner_rheed_condition,6056,1.1060763597488403,1.124253749847412,0.018177390098571777,True
6056,M3b_calibrated_refiner_rheed_condition,6080,0.49676811695098877,0.49798583984375,0.0012177228927612305,True
6080,M3b_calibrated_refiner_rheed_condition,6022,0.5782538056373596,0.6259499192237854,0.04769611358642578,True
