variant,split,row_count,descriptor_mse,descriptor_mae,descriptor_rmse,descriptor_r2,descriptor_spearman,prototype_accuracy,prototype_macro_f1,beats_mean_condition_mse
shuffled_label_negative_control,val,6,0.52359539270401,0.5868496894836426,0.7235989170141218,-0.2607262134552002,0.038036451780719724,0.16666666666666666,0.07142857142857142,False
