method,growth_group_count,median_cross_validation_fold,mean_cross_validation_fold,median_island_feature_mae_z,mean_island_feature_mae_z,median_island_feature_rmse_z,mean_island_feature_rmse_z,median_afm_prior_mahalanobis,mean_afm_prior_mahalanobis,median_held_real_afm_prior_mahalanobis,mean_held_real_afm_prior_mahalanobis,median_afm_likeness_percentile,mean_afm_likeness_percentile,median_held_real_likeness_percentile,mean_held_real_likeness_percentile,median_boundary_ratio_q70_absolute_error,mean_boundary_ratio_q70_absolute_error,median_median_area_q70_log_absolute_error,mean_median_area_q70_log_absolute_error,median_component_count_q70_log_absolute_error,mean_component_count_q70_log_absolute_error,median_generated__log_component_count_q55,mean_generated__log_component_count_q55,median_true__log_component_count_q55,mean_true__log_component_count_q55,median_generated__log_component_count_q70,mean_generated__log_component_count_q70,median_true__log_component_count_q70,mean_true__log_component_count_q70,median_generated__log_component_count_q82,mean_generated__log_component_count_q82,median_true__log_component_count_q82,mean_true__log_component_count_q82,median_generated__log_median_area_q55,mean_generated__log_median_area_q55,median_true__log_median_area_q55,mean_true__log_median_area_q55,median_generated__log_median_area_q70,mean_generated__log_median_area_q70,median_true__log_median_area_q70,mean_true__log_median_area_q70,median_generated__log_median_area_q82,mean_generated__log_median_area_q82,median_true__log_median_area_q82,mean_true__log_median_area_q82,median_generated__median_solidity_q70,mean_generated__median_solidity_q70,median_true__median_solidity_q70,mean_true__median_solidity_q70,median_generated__median_eccentricity_q70,mean_generated__median_eccentricity_q70,median_true__median_eccentricity_q70,mean_true__median_eccentricity_q70,median_generated__boundary_gradient_ratio_q55,mean_generated__boundary_gradient_ratio_q55,median_true__boundary_gradient_ratio_q55,mean_true__boundary_gradient_ratio_q55,median_generated__boundary_gradient_ratio_q70,mean_generated__boundary_gradient_ratio_q70,median_true__boundary_gradient_ratio_q70,mean_true__boundary_gradient_ratio_q70,median_generated__boundary_gradient_ratio_q82,mean_generated__boundary_gradient_ratio_q82,median_true__boundary_gradient_ratio_q82,mean_true__boundary_gradient_ratio_q82,median_generated__log_valley_component_count_q18,mean_generated__log_valley_component_count_q18,median_true__log_valley_component_count_q18,mean_true__log_valley_component_count_q18,median_generated__log_valley_median_area_q18,mean_generated__log_valley_median_area_q18,median_true__log_valley_median_area_q18,mean_true__log_valley_median_area_q18,median_generated__gradient_p90,mean_generated__gradient_p90,median_true__gradient_p90,mean_true__gradient_p90,median_generated__laplacian_rms,mean_generated__laplacian_rms,median_true__laplacian_rms,mean_true__laplacian_rms,median_generated__flat_fraction,mean_generated__flat_fraction,median_true__flat_fraction,mean_true__flat_fraction
M10_dense_island_spectral_pareto,27,13.0,13.0,1.2798858571087335,1.3412796354134155,1.4667360704091517,1.5747225047588143,4.019792075796775,4.184917501259478,2.785601057336456,3.3394070199864414,18.51851851851852,18.792866941015088,48.148148148148145,51.57750342935528,0.14106297492980957,0.14842710671601472,0.5466169330876758,0.6347313444336474,0.5095195716520284,0.5647617294678615,2.4414009612931853,2.397991269316034,2.6390573296152584,2.62620188923995,2.9700856263602153,2.973308792708386,3.448852471564318,3.4336329513727897,3.1771850203986753,3.1901198156165433,3.58351893845611,3.5426817304258407,3.2769667020129054,3.2697252611095555,4.544538142241572,4.454675571479648,3.647358457762871,3.6598724698990983,4.337269381070008,4.2541136711410665,3.589653984752017,3.585658623882217,3.9219733362813143,3.883151624496127,0.895021645021645,0.8907585417613235,0.8882567368032483,0.8884474778828385,0.7977567592184905,0.7937574965992137,0.8158927448970099,0.8077289809349667,1.3426240682601929,1.344181685535996,1.2984737753868103,1.2889671347759388,1.317301630973816,1.3227836511753224,1.2067400217056274,1.213484357904505,1.297530174255371,1.2972992106720254,1.1538513898849487,1.1623842351966434,3.1780538303479458,3.1705517756089883,3.713572066704308,3.6190521867022625,3.4468281773013176,3.454067160962692,3.58351893845611,3.6246486349633247,0.4850353002548218,0.48749121802824513,0.6436891555786133,0.6326821474013505,0.21100087463855743,0.217047986333017,0.28118717670440674,0.28748098098569447,0.08367919921875,0.08167521158854167,0.07244873046875,0.08953857421875
M16b_baseline_dense_microisland_terrace,27,13.0,13.0,1.7612221871830733,1.7377211316308545,2.09607434268686,2.0722816308405636,5.1776406806136155,5.311902625450487,2.785601057336456,3.3394070199864414,11.11111111111111,11.11111111111111,48.148148148148145,51.57750342935528,0.3616577386856079,0.3302372958925035,0.6132022535339212,0.6454022960075265,0.563391582817403,0.615219881822136,2.3937458713910233,2.367199752422514,2.6390573296152584,2.62620188923995,2.8617925509761903,2.9540393688616513,3.448852471564318,3.4336329513727897,3.113268334643733,3.23468510619653,3.58351893845611,3.5426817304258407,3.49466763298728,3.5072102369724285,4.544538142241572,4.454675571479648,3.6393144711603416,3.632177195095485,4.337269381070008,4.2541136711410665,3.63965941770731,3.5934354194144635,3.9219733362813143,3.883151624496127,0.9146464646464647,0.916367719617174,0.8882567368032483,0.8884474778828385,0.7757479508368709,0.7736307416987804,0.8158927448970099,0.8077289809349667,1.6554620265960693,1.5769134163856506,1.2984737753868103,1.2889671347759388,1.5515366792678833,1.5185937042589541,1.2067400217056274,1.213484357904505,1.3980528116226196,1.3902253265734072,1.1538513898849487,1.1623842351966434,3.1073040492110957,3.1254824191037085,3.713572066704308,3.6190521867022625,3.633326375636983,3.6292073340723077,3.58351893845611,3.6246486349633247,0.4963730275630951,0.4998657769627041,0.6436891555786133,0.6326821474013505,0.19273458421230316,0.2002339051277549,0.28118717670440674,0.28748098098569447,0.131683349609375,0.11200177228009259,0.07244873046875,0.08953857421875
M17a_fixed_sparse_peak_terrace,27,13.0,13.0,1.6974941444168428,1.715390688392375,2.023181808099212,2.027132440807471,5.081822721808233,5.18680339898853,2.785601057336456,3.3394070199864414,11.11111111111111,11.522633744855966,48.148148148148145,51.57750342935528,0.3616577386856079,0.3357443632902922,0.6132022535339212,0.6174348148906674,0.6215967587396087,0.6544984129721274,2.3937458713910233,2.336688194795446,2.6390573296152584,2.62620188923995,2.8617925509761903,2.8974692940323057,3.448852471564318,3.4336329513727897,3.113268334643733,3.1663495100695003,3.58351893845611,3.5426817304258407,3.49466763298728,3.506231499057605,4.544538142241572,4.454675571479648,3.656943415816731,3.671639990421745,4.337269381070008,4.2541136711410665,3.63965941770731,3.6289076139309526,3.9219733362813143,3.883151624496127,0.9089558502601981,0.904767814931462,0.8882567368032483,0.8884474778828385,0.7883050320447827,0.7859957967594832,0.8158927448970099,0.8077289809349667,1.6554620265960693,1.5421482876495078,1.2984737753868103,1.2889671347759388,1.5515366792678833,1.4760241949999775,1.2067400217056274,1.213484357904505,1.3980528116226196,1.3478073698503,1.1538513898849487,1.1623842351966434,3.1073040492110957,3.1678901413838045,3.713572066704308,3.6190521867022625,3.608721715848266,3.608035323028665,3.58351893845611,3.6246486349633247,0.4963730275630951,0.5024593455923928,0.6436891555786133,0.6326821474013505,0.19273458421230316,0.21112004888278466,0.28118717670440674,0.28748098098569447,0.131683349609375,0.1119350857204861,0.07244873046875,0.08953857421875
M17b_topology_sparse_peak_terrace,27,13.0,13.0,1.6969690110959155,1.7177500928794098,2.023181808099212,2.029468043194279,5.081793707082006,5.198089135624904,2.785601057336456,3.3394070199864414,11.11111111111111,11.522633744855966,48.148148148148145,51.57750342935528,0.3616577386856079,0.33575765954123604,0.6132022535339212,0.6167643880635572,0.6215967587396087,0.6560775566219625,2.3937458713910233,2.336688194795446,2.6390573296152584,2.62620188923995,2.8617925509761903,2.8958901503824706,3.448852471564318,3.4336329513727897,3.113268334643733,3.16579667741858,3.58351893845611,3.5426817304258407,3.49466763298728,3.506231499057605,4.544538142241572,4.454675571479648,3.656943415816731,3.6723104172488554,4.337269381070008,4.2541136711410665,3.63965941770731,3.6264348103638318,3.9219733362813143,3.883151624496127,0.9089558502601981,0.9044628839429798,0.8882567368032483,0.8884474778828385,0.7883050320447827,0.7860981977595073,0.8158927448970099,0.8077289809349667,1.6554620265960693,1.5423012795271698,1.2984737753868103,1.2889671347759388,1.5515366792678833,1.475789447625478,1.2067400217056274,1.213484357904505,1.3980528116226196,1.3468597752076608,1.1538513898849487,1.1623842351966434,3.1073040492110957,3.1678901413838045,3.713572066704308,3.6190521867022625,3.608721715848266,3.608425200976773,3.58351893845611,3.6246486349633247,0.4963730275630951,0.5022992817340074,0.6436891555786133,0.6326821474013505,0.19273458421230316,0.2110462001076451,0.28118717670440674,0.28748098098569447,0.131683349609375,0.11192491319444445,0.07244873046875,0.08953857421875
M17c_topology_sparse_finetexture_terrace,27,13.0,13.0,1.7241712694254363,1.740462945326902,2.023181808099212,2.0701273291748996,5.2216608860394444,5.358292782589933,2.785601057336456,3.3394070199864414,11.11111111111111,10.83676268861454,48.148148148148145,51.57750342935528,0.363778293132782,0.33734150065316093,0.6272659870620245,0.6363431749355541,0.601986402162968,0.6415960441566035,2.3937458713910233,2.366544636483848,2.6390573296152584,2.62620188923995,2.8762863194128165,2.928122865189571,3.448852471564318,3.4336329513727897,3.113268334643733,3.1837509369538504,3.58351893845611,3.5426817304258407,3.49466763298728,3.4653382747455406,4.544538142241572,4.454675571479648,3.6498986833790803,3.647836863383801,4.337269381070008,4.2541136711410665,3.63965941770731,3.583302308221168,3.9219733362813143,3.883151624496127,0.9089558502601981,0.9016432756616276,0.8882567368032483,0.8884474778828385,0.7955181634016603,0.7900973619502915,0.8158927448970099,0.8077289809349667,1.6554620265960693,1.5401135241543804,1.2984737753868103,1.2889671347759388,1.5515366792678833,1.4720771025728296,1.2067400217056274,1.213484357904505,1.3980528116226196,1.341420990449411,1.1538513898849487,1.1623842351966434,3.1073040492110957,3.194004272006175,3.713572066704308,3.6190521867022625,3.608721715848266,3.5817947451234295,3.58351893845611,3.6246486349633247,0.4963730275630951,0.5072764307260513,0.6436891555786133,0.6326821474013505,0.19273458421230316,0.2225062855415874,0.28118717670440674,0.28748098098569447,0.131683349609375,0.1106906467013889,0.07244873046875,0.08953857421875
M17d_multiscale_texture_no_peak_terrace,27,13.0,13.0,1.6462865604670607,1.7546739718216442,2.023181808099212,2.0888595833360477,5.290757678243355,5.412217998803554,2.785601057336456,3.3394070199864414,11.11111111111111,10.973936899862824,48.148148148148145,51.57750342935528,0.3643984794616699,0.33782727188534206,0.6562482572847612,0.6512317286590801,0.579165761684866,0.6341577808716123,2.3937458713910233,2.3820123520526946,2.6390573296152584,2.62620188923995,2.8617925509761903,2.932363070086567,3.448852471564318,3.4336329513727897,3.113268334643733,3.1932792591122117,3.58351893845611,3.5426817304258407,3.49466763298728,3.443828505630771,4.544538142241572,4.454675571479648,3.6498986833790803,3.634902636733238,4.337269381070008,4.2541136711410665,3.63965941770731,3.5825659953308286,3.9219733362813143,3.883151624496127,0.9089558502601981,0.8995642754399468,0.8882567368032483,0.8884474778828385,0.7955181634016603,0.7903092306485204,0.8158927448970099,0.8077289809349667,1.6554620265960693,1.5409356929637767,1.2984737753868103,1.2889671347759388,1.5515366792678833,1.471209481910423,1.2067400217056274,1.213484357904505,1.3980528116226196,1.338808704305578,1.1538513898849487,1.1623842351966434,3.1073040492110957,3.2050667689223182,3.713572066704308,3.6190521867022625,3.608721715848266,3.5608439974154726,3.58351893845611,3.6246486349633247,0.49772365391254425,0.5092852457805916,0.6436891555786133,0.6326821474013505,0.19273458421230316,0.22724816258306857,0.28118717670440674,0.28748098098569447,0.131683349609375,0.11020914713541667,0.07244873046875,0.08953857421875
M17e_broad_sparse_peak_terrace,27,13.0,13.0,1.6480570210367715,1.7158380791557326,2.023181808099212,2.0273275742206742,5.0819491015113085,5.225402187464661,2.785601057336456,3.3394070199864414,11.11111111111111,11.385459533607682,48.148148148148145,51.57750342935528,0.3616577386856079,0.3356451259719001,0.6449576170633304,0.6012774712470654,0.6062680174932122,0.649287332439093,2.3502401828962083,2.3102640921902005,2.6390573296152584,2.62620188923995,2.8617925509761903,2.89654024728898,3.448852471564318,3.4336329513727897,3.113268334643733,3.1571760692259403,3.58351893845611,3.5426817304258407,3.49466763298728,3.5099019331927956,4.544538142241572,4.454675571479648,3.6679799370298953,3.691197613667315,4.337269381070008,4.2541136711410665,3.63965941770731,3.638103713413687,3.9219733362813143,3.883151624496127,0.9089558502601981,0.9042795823873925,0.8882567368032483,0.8884474778828385,0.7875566508467597,0.7869833995295136,0.8158927448970099,0.8077289809349667,1.6554620265960693,1.5395756628778245,1.2984737753868103,1.2889671347759388,1.5515366792678833,1.4745525850190058,1.2067400217056274,1.213484357904505,1.3980528116226196,1.3490172183072124,1.1538513898849487,1.1623842351966434,3.1073040492110957,3.156091991061235,3.713572066704308,3.6190521867022625,3.6090884192017034,3.6165858576690266,3.58351893845611,3.6246486349633247,0.494297131896019,0.49835491014851463,0.6436891555786133,0.6326821474013505,0.19273458421230316,0.20566896790707553,0.28118717670440674,0.28748098098569447,0.131683349609375,0.112945556640625,0.07244873046875,0.08953857421875
M17f_broad_sparse_finetexture_terrace,27,13.0,13.0,1.6562899954514172,1.726124692850971,2.023181808099212,2.04637860085674,5.207343046573946,5.272086655642943,2.785601057336456,3.3394070199864414,11.11111111111111,11.111111111111109,48.148148148148145,51.57750342935528,0.36387187242507935,0.33643052092304937,0.6880749560240589,0.645518295264391,0.6215967587396087,0.6506723622856873,2.3937458713910233,2.3484368536238454,2.6390573296152584,2.62620188923995,2.908555579981602,2.912562759266302,3.448852471564318,3.4336329513727897,3.113268334643733,3.1726142712093885,3.58351893845611,3.5426817304258407,3.49466763298728,3.483515549663856,4.544538142241572,4.454675571479648,3.6498986833790803,3.6488951014609508,4.337269381070008,4.2541136711410665,3.63965941770731,3.609310367237895,3.9219733362813143,3.883151624496127,0.9089558502601981,0.9044256247831121,0.8882567368032483,0.8884474778828385,0.7932020341970061,0.7888292650196582,0.8158927448970099,0.8077289809349667,1.6554620265960693,1.5395129654142592,1.2984737753868103,1.2889671347759388,1.5515366792678833,1.4734402387230485,1.2067400217056274,1.213484357904505,1.3980528116226196,1.3457295099894206,1.1538513898849487,1.1623842351966434,3.1073040492110957,3.1796746978275707,3.713572066704308,3.6190521867022625,3.608721715848266,3.604705095339897,3.58351893845611,3.6246486349633247,0.4963730275630951,0.5031665563583374,0.6436891555786133,0.6326821474013505,0.19273458421230316,0.21418933266842807,0.28118717670440674,0.28748098098569447,0.131683349609375,0.11182431821469907,0.07244873046875,0.08953857421875
M17g_moderate_broad_topology_terrace,27,13.0,13.0,1.747092005426556,1.7206373519220053,2.023181808099212,2.0359334458655756,5.081866753693115,5.21302688880415,2.785601057336456,3.3394070199864414,11.11111111111111,11.248285322359393,48.148148148148145,51.57750342935528,0.3616577386856079,0.33564796712663436,0.7038491348915219,0.635938337513558,0.6215967587396087,0.6512419499730258,2.393745871391023,2.3281495378969277,2.6390573296152584,2.62620188923995,2.8617925509761903,2.9044922729081684,3.448852471564318,3.4336329513727897,3.113268334643733,3.1688030610921714,3.58351893845611,3.5426817304258407,3.4965075614664802,3.508417461788685,4.544538142241572,4.454675571479648,3.6498986833790803,3.6595761901065376,4.337269381070008,4.2541136711410665,3.63965941770731,3.626138631191412,3.9219733362813143,3.883151624496127,0.9089558502601981,0.9050546843011238,0.8882567368032483,0.8884474778828385,0.7883050320447827,0.7860288683850102,0.8158927448970099,0.8077289809349667,1.6554620265960693,1.5398994794598333,1.2984737753868103,1.2889671347759388,1.5515366792678833,1.474405116505093,1.2067400217056274,1.213484357904505,1.3980528116226196,1.3481145567364163,1.1538513898849487,1.1623842351966434,3.1073040492110957,3.1693641965100787,3.713572066704308,3.6190521867022625,3.608721715848266,3.6106519709329308,3.58351893845611,3.6246486349633247,0.4963730275630951,0.5019638549398493,0.6436891555786133,0.6326821474013505,0.19273458421230316,0.21071147201237855,0.28118717670440674,0.28748098098569447,0.131683349609375,0.11220183195891203,0.07244873046875,0.08953857421875
M17h_hierarchical_sparse_island_terrace,27,13.0,13.0,1.6615910255037107,1.726195057328061,2.023181808099212,2.0444066884071797,5.264419701428762,5.320780052074066,2.785601057336456,3.3394070199864414,11.11111111111111,11.385459533607682,48.148148148148145,51.57750342935528,0.3616577386856079,0.3355785343382094,0.7674047761039118,0.636777249846569,0.6208565661543917,0.6460901006988495,2.3937458713910233,2.351935955033,2.6390573296152584,2.62620188923995,2.8617925509761903,2.912182613066745,3.448852471564318,3.4336329513727897,3.113268334643733,3.16196021525896,3.58351893845611,3.5426817304258407,3.49466763298728,3.4854873620674094,4.544538142241572,4.454675571479648,3.6498986833790803,3.647288299859095,4.337269381070008,4.2541136711410665,3.63965941770731,3.6171605066885437,3.9219733362813143,3.883151624496127,0.9102860211808639,0.9030724647297476,0.8882567368032483,0.8884474778828385,0.7955181634016603,0.7881019105417529,0.8158927448970099,0.8077289809349667,1.6554620265960693,1.5329975265043754,1.2984737753868103,1.2889671347759388,1.5515366792678833,1.4777937950911346,1.2067400217056274,1.213484357904505,1.3980528116226196,1.3714877278716475,1.1538513898849487,1.1623842351966434,3.1073040492110957,3.1779343607358124,3.713572066704308,3.6190521867022625,3.608721715848266,3.5945413192352738,3.58351893845611,3.6246486349633247,0.4963730275630951,0.5016798250101231,0.6436891555786133,0.6326821474013505,0.19273458421230316,0.2116909098845941,0.28118717670440674,0.28748098098569447,0.131683349609375,0.11354686595775464,0.07244873046875,0.08953857421875
