method,growth_group_count,median_true_fsmi_nm,mean_true_fsmi_nm,median_generated_sq_nm,mean_generated_sq_nm,median_generated_sa_nm,mean_generated_sa_nm,median_generated_analysis_scale_nm,mean_generated_analysis_scale_nm,median_generated_height_increment_rms_31nm,mean_generated_height_increment_rms_31nm,median_generated_scale_dependent_rms_slope_31nm,mean_generated_scale_dependent_rms_slope_31nm,median_generated_curvature_relief_31nm,mean_generated_curvature_relief_31nm,median_generated_scale_dependent_rms_curvature_31nm_inv,mean_generated_scale_dependent_rms_curvature_31nm_inv,median_generated_sdq_31nm,mean_generated_sdq_31nm,median_generated_sdr_31nm_percent,mean_generated_sdr_31nm_percent,median_generated_bearing_core_span_p90_p10_nm,mean_generated_bearing_core_span_p90_p10_nm,median_generated_bearing_peak_span_p99_p90_nm,mean_generated_bearing_peak_span_p99_p90_nm,median_generated_bearing_valley_span_p10_p01_nm,mean_generated_bearing_valley_span_p10_p01_nm,median_generated_bearing_core_equivalent_nm,mean_generated_bearing_core_equivalent_nm,median_generated_island_prominence_nm,mean_generated_island_prominence_nm,median_generated_island_median_area_nm2,mean_generated_island_median_area_nm2,median_generated_island_count_per_um2,mean_generated_island_count_per_um2,median_generated_island_boundary_contrast,mean_generated_island_boundary_contrast,median_generated_functional_surface_morphology_index_nm,mean_generated_functional_surface_morphology_index_nm,median_fsmi_absolute_error_nm,mean_fsmi_absolute_error_nm
M10_dense_island_spectral_pareto,27,1.86691079236755,2.560264887389925,2.7303621266864955,2.834642086802149,2.148096481649362,2.2505293340958947,31.496062992125985,31.496062992125985,2.3765575245040393,2.427157674374056,0.07545570140300324,0.07706225616137628,1.6798636474351498,1.7198011786281218,0.003386815096185191,0.003467334151261622,0.0754998177439311,0.07665471679601342,0.28412472884277673,0.4222749289560759,6.934167354627519,7.24596885910265,2.7599474053416646,2.9968656906863345,2.62372187904198,2.9398865855128076,1.7335418386568797,1.8114922147756625,2.0458051694376937,2.188354555872956,2325.0046500093003,2445.5604466764494,18.5,18.74074074074074,1.2774038370374212,1.286128197774076,2.150881583315954,2.2299728550693074,0.8039751569235227,1.0286554349172332
M16b_baseline_dense_microisland_terrace,27,1.86691079236755,2.560264887389925,2.7303632380720755,2.8346431188325845,2.2535250261163915,2.348349079578119,31.496062992125985,31.496062992125985,2.361489876355273,2.393175544236009,0.07497730357427992,0.07598332352949327,1.6363967323551147,1.670346977487535,0.0032991803620194553,0.0033676282999870574,0.07635092310415446,0.07671928713061853,0.29060391163672045,0.4185187155151271,7.185707785483783,7.4559790804904695,2.1846257896382495,2.35727915738223,1.7267370028016886,2.151864722289159,1.7964269463709457,1.8639947701226174,2.510951017656086,2.6889891532219656,2309.5046190092385,2418.5789112318967,16.5,19.185185185185187,1.4908933990307243,1.463358666394476,2.2700607720700043,2.3377477806090843,0.7692282246870521,0.99872503100281
M17a_fixed_sparse_peak_terrace,27,1.86691079236755,2.560264887389925,2.7303632380720755,2.8346431203660085,2.2535250261163915,2.343378973371045,31.496062992125985,31.496062992125985,2.361489876355273,2.3972634829655144,0.07497730357427992,0.07611311558415508,1.6363967323551147,1.6761376954820602,0.0032991803620194553,0.0033793031113037685,0.07635092310415446,0.07671718200837993,0.29060391163672045,0.4185180354537555,7.185707785483783,7.430959804396213,2.1846257896382495,2.4038935901572502,1.7267370028016886,2.224221950575567,1.7964269463709457,1.8577399510990533,2.510951017656086,2.6648536715596265,2340.5046810093622,2496.653141454432,16.5,17.64814814814815,1.4908933990307243,1.4222063724907517,2.2700607720700043,2.333645378965633,0.7692282246870521,1.001058855258651
M17b_topology_sparse_peak_terrace,27,1.86691079236755,2.560264887389925,2.7303632380720755,2.8346431208398792,2.2535250261163915,2.343453310128793,31.496062992125985,31.496062992125985,2.361489876355273,2.3971435419700433,0.07497730357427992,0.07610930745754887,1.6363967323551147,1.6760058508557452,0.0032991803620194553,0.0033790372960565388,0.07635092310415446,0.07671478225977152,0.29060391163672045,0.41851231797162664,7.185707785483783,7.431659063161754,2.1846257896382495,2.3984728988691626,1.7267370028016886,2.2246075503578036,1.7964269463709457,1.8579147657904385,2.510951017656086,2.6649535106028344,2340.5046810093622,2497.8012918988807,16.5,17.61111111111111,1.4908933990307243,1.4218742195071836,2.2700607720700043,2.333681690536169,0.7692282246870521,1.0010216996805505
M17c_topology_sparse_finetexture_terrace,27,1.86691079236755,2.560264887389925,2.7303632380720755,2.8346431178890183,2.2535250261163915,2.343548317152706,31.496062992125985,31.496062992125985,2.361489876355273,2.4064408403845734,0.07497730357427992,0.0764044966822102,1.6363967323551147,1.6870684064940549,0.0032991803620194553,0.003401340791042826,0.07635092310415446,0.0767820305139434,0.29060391163672045,0.4186805901838056,7.185707785483783,7.432397117868386,2.1846257896382495,2.382682091848323,1.7267370028016886,2.231670722491162,1.7964269463709457,1.8580992794670965,2.510951017656086,2.6601351306949454,2325.0046500093003,2452.4493493431432,17.0,18.425925925925927,1.4908933990307243,1.41926787196734,2.2700607720700043,2.3371189206539884,0.7692282246870521,0.9985592177663989
M17d_multiscale_texture_no_peak_terrace,27,1.86691079236755,2.560264887389925,2.7303632380720755,2.834643120112494,2.2535250261163915,2.3440616533377945,31.496062992125985,31.496062992125985,2.361489876355273,2.4102463371357126,0.07497730357427992,0.07652532120405887,1.6363967323551147,1.6915579444806155,0.0032991803620194553,0.00341039226081598,0.07635092310415446,0.07680987586498597,0.29060391163672045,0.4187508683667866,7.185707785483783,7.4359628042100985,2.1846257896382495,2.3701496162969584,1.7267370028016886,2.2352897562094407,1.7964269463709457,1.8589907010525246,2.510951017656086,2.6573958619410427,2325.0046500093003,2425.4678138985914,16.5,18.574074074074073,1.4908933990307243,1.418483956927769,2.2700607720700043,2.3384850506629453,0.7692282246870521,0.9975200822312269
M17e_broad_sparse_peak_terrace,27,1.86691079236755,2.560264887389925,2.7303632380720755,2.834643121922103,2.2535250261163915,2.3410648800250815,31.496062992125985,31.496062992125985,2.361489876355273,2.3926018746447877,0.07497730357427992,0.07596510951997201,1.6363967323551147,1.6702687713806728,0.0032991803620194553,0.0033674706266998596,0.07635092310415446,0.07669471179954025,0.29060391163672045,0.41846473029611825,7.185707785483783,7.420649714687211,2.1846257896382495,2.4281042808731366,1.7267370028016886,2.2203825588385313,1.7964269463709457,1.8551624286718027,2.510951017656086,2.661574900086315,2371.5047430094864,2533.968030899025,16.5,17.62962962962963,1.4908933990307243,1.4209322223661294,2.2700607720700043,2.330331216658971,0.7692282246870521,1.0039789249830402
M17f_broad_sparse_finetexture_terrace,27,1.86691079236755,2.560264887389925,2.7303632380720755,2.8346431215822236,2.2535250261163915,2.342246636452713,31.496062992125985,31.496062992125985,2.361489876355273,2.39987767469616,0.07497730357427992,0.0761961161716031,1.6363967323551147,1.6791129787636214,0.0032991803620194553,0.003385301654309806,0.07635092310415446,0.0767434930474761,0.29060391163672045,0.4185853088137833,7.185707785483783,7.425998758605958,2.1846257896382495,2.406071494103823,1.7267370028016886,2.226459663424313,1.7964269463709457,1.8564996896514896,2.510951017656086,2.6601057382165485,2325.0046500093003,2452.449349343144,17.5,18.0,1.4908933990307243,1.420004837180349,2.2700607720700043,2.3335206423777204,0.7692282246870521,1.001533492989852
M17g_moderate_broad_topology_terrace,27,1.86691079236755,2.560264887389925,2.7303632380720755,2.8346431222340707,2.2535250261163915,2.342268911108162,31.496062992125985,31.496062992125985,2.361489876355273,2.3973759225544886,0.07497730357427992,0.07611668554110504,1.6363967323551147,1.6761314349849599,0.0032991803620194553,0.003379290489359052,0.07635092310415446,0.07672438232485798,0.29060391163672045,0.4185372534736711,7.185707785483783,7.425517425937621,2.1846257896382495,2.4074306853034098,1.7267370028016886,2.2241138109451963,1.7964269463709457,1.8563793564844053,2.510951017656086,2.663406977964994,2325.0046500093003,2470.819756454328,16.5,17.814814814814813,1.4908933990307243,1.420904532293416,2.2700607720700043,2.3330134614976736,0.7692282246870521,1.0016742192816712
M17h_hierarchical_sparse_island_terrace,27,1.86691079236755,2.560264887389925,2.7303632380720755,2.834643116922789,2.2535250261163915,2.33755471341708,31.496062992125985,31.496062992125985,2.361489876355273,2.397814367372489,0.07497730357427992,0.07613060616407653,1.6363967323551147,1.67652576018226,0.0032991803620194553,0.0033800854982474586,0.07635092310415446,0.07673454875871996,0.29060391163672045,0.4185612352312034,7.185707785483783,7.403242680955175,2.1846257896382495,2.5028870968618104,1.7267370028016886,2.2021099906330615,1.7964269463709457,1.8508106702387936,2.510951017656086,2.6513574301380562,2325.0046500093003,2459.9123272320626,16.5,18.01851851851852,1.4908933990307243,1.426939187110092,2.2700607720700043,2.33055104983349,0.7692282246870521,1.00381683324874
