sample_id,video_path,sample_dir,frame_selection_dir,scanned_frame_count,sampled_frame_count,candidate_count,low_confidence,candidate_grid_path,failure
N6011 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6011 - Copy/videos/N6011 - Copy_raw_crop_256x256.mp4,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6011 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6011 - Copy/frame_selection,300,300,12,0,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6011 - Copy/frame_selection/candidate_frames_grid.png,
N6018 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6018 - Copy/videos/N6018 - Copy_raw_crop_256x256.mp4,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6018 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6018 - Copy/frame_selection,300,300,12,0,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6018 - Copy/frame_selection/candidate_frames_grid.png,
N6019 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6019 - Copy/videos/N6019 - Copy_raw_crop_256x256.mp4,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6019 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6019 - Copy/frame_selection,300,300,12,0,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6019 - Copy/frame_selection/candidate_frames_grid.png,
