cross_validation_fold,growth_run_id,method,island_feature_mae_z,island_feature_rmse_z,afm_prior_mahalanobis,held_real_afm_prior_mahalanobis,afm_likeness_percentile,held_real_likeness_percentile,boundary_ratio_q70_absolute_error,median_area_q70_log_absolute_error,component_count_q70_log_absolute_error,generated__log_component_count_q55,true__log_component_count_q55,generated__log_component_count_q70,true__log_component_count_q70,generated__log_component_count_q82,true__log_component_count_q82,generated__log_median_area_q55,true__log_median_area_q55,generated__log_median_area_q70,true__log_median_area_q70,generated__log_median_area_q82,true__log_median_area_q82,generated__median_solidity_q70,true__median_solidity_q70,generated__median_eccentricity_q70,true__median_eccentricity_q70,generated__boundary_gradient_ratio_q55,true__boundary_gradient_ratio_q55,generated__boundary_gradient_ratio_q70,true__boundary_gradient_ratio_q70,generated__boundary_gradient_ratio_q82,true__boundary_gradient_ratio_q82,generated__log_valley_component_count_q18,true__log_valley_component_count_q18,generated__log_valley_median_area_q18,true__log_valley_median_area_q18,generated__gradient_p90,true__gradient_p90,generated__laplacian_rms,true__laplacian_rms,generated__flat_fraction,true__flat_fraction
0,6022,M10_dense_island_spectral_pareto,2.541559976533101,3.453658367220911,9.442973504758658,17.634645187654595,3.8461538461538463,3.8461538461538463,0.18346762657165527,1.4635666522315605,0.47722124891926576,2.5249280036247685,1.9459101490553132,2.962127898707266,2.4849066497880004,3.0677824455408693,2.833213344056216,3.1112881340356844,3.8918202981106265,3.05822192481748,4.5217885770490405,3.6510797198654386,3.912023005428146,0.9087606837606838,0.875,0.8177221838277393,0.8332163932399214,1.3191004395484924,1.4820700883865356,1.3076586723327637,1.491126298904419,1.2960190773010254,1.3911908864974976,3.257356345436265,2.6390573296152584,3.42506308307275,4.343805421853684,0.494926854968071,0.5511141419410706,0.21849389374256134,0.2186577022075653,0.078338623046875,0.2662353515625
0,6022,M20b_connectivity_coupled_islands,2.572010862107235,3.545484108375725,9.918746120926823,17.634645187654595,3.8461538461538463,3.8461538461538463,0.13471722602844238,1.3760040072698807,0.4295661590171034,2.4849066497880004,1.9459101490553132,2.9144728088051037,2.4849066497880004,3.091042453358316,2.833213344056216,3.129312491919483,3.8918202981106265,3.1457845697791598,4.5217885770490405,3.777690972120136,3.912023005428146,0.9298029556650247,0.875,0.7975716606682761,0.8332163932399214,1.385623037815094,1.4820700883865356,1.3564090728759766,1.491126298904419,1.3039395809173584,1.3911908864974976,3.2384861814448413,2.6390573296152584,3.258096538021482,4.343805421853684,0.4904164969921112,0.5511141419410706,0.20721107721328735,0.2186577022075653,0.074005126953125,0.2662353515625
0,6022,M21c_strong_growth_layer,2.572010862107235,3.545484108375725,9.918746120926823,17.634645187654595,3.8461538461538463,3.8461538461538463,0.13471722602844238,1.3760040072698807,0.4295661590171034,2.4849066497880004,1.9459101490553132,2.9144728088051037,2.4849066497880004,3.091042453358316,2.833213344056216,3.129312491919483,3.8918202981106265,3.1457845697791598,4.5217885770490405,3.777690972120136,3.912023005428146,0.9298029556650247,0.875,0.7975716606682761,0.8332163932399214,1.385623037815094,1.4820700883865356,1.3564090728759766,1.491126298904419,1.3039395809173584,1.3911908864974976,3.2384861814448413,2.6390573296152584,3.258096538021482,4.343805421853684,0.4904164969921112,0.5511141419410706,0.20721107721328735,0.2186577022075653,0.074005126953125,0.2662353515625
0,6022,M22a_gap_completion_weak,2.572010862107235,3.545484108375725,9.918746120926823,17.634645187654595,3.8461538461538463,3.8461538461538463,0.13471722602844238,1.3760040072698807,0.4295661590171034,2.4849066497880004,1.9459101490553132,2.9144728088051037,2.4849066497880004,3.091042453358316,2.833213344056216,3.129312491919483,3.8918202981106265,3.1457845697791598,4.5217885770490405,3.777690972120136,3.912023005428146,0.9298029556650247,0.875,0.7975716606682761,0.8332163932399214,1.385623037815094,1.4820700883865356,1.3564090728759766,1.491126298904419,1.3039395809173584,1.3911908864974976,3.2384861814448413,2.6390573296152584,3.258096538021482,4.343805421853684,0.4904164969921112,0.5511141419410706,0.20721107721328735,0.2186577022075653,0.074005126953125,0.2662353515625
0,6022,M22b_gap_completion,2.572010862107235,3.545484108375725,9.918746120926823,17.634645187654595,3.8461538461538463,3.8461538461538463,0.13471722602844238,1.3760040072698807,0.4295661590171034,2.4849066497880004,1.9459101490553132,2.9144728088051037,2.4849066497880004,3.091042453358316,2.833213344056216,3.129312491919483,3.8918202981106265,3.1457845697791598,4.5217885770490405,3.777690972120136,3.912023005428146,0.9298029556650247,0.875,0.7975716606682761,0.8332163932399214,1.385623037815094,1.4820700883865356,1.3564090728759766,1.491126298904419,1.3039395809173584,1.3911908864974976,3.2384861814448413,2.6390573296152584,3.258096538021482,4.343805421853684,0.4904164969921112,0.5511141419410706,0.20721107721328735,0.2186577022075653,0.074005126953125,0.2662353515625
0,6022,M22c_gap_completion_strong,2.572010862107235,3.545484108375725,9.918746120926823,17.634645187654595,3.8461538461538463,3.8461538461538463,0.13471722602844238,1.3760040072698807,0.4295661590171034,2.4849066497880004,1.9459101490553132,2.9144728088051037,2.4849066497880004,3.091042453358316,2.833213344056216,3.129312491919483,3.8918202981106265,3.1457845697791598,4.5217885770490405,3.777690972120136,3.912023005428146,0.9298029556650247,0.875,0.7975716606682761,0.8332163932399214,1.385623037815094,1.4820700883865356,1.3564090728759766,1.491126298904419,1.3039395809173584,1.3911908864974976,3.2384861814448413,2.6390573296152584,3.258096538021482,4.343805421853684,0.4904164969921112,0.5511141419410706,0.20721107721328735,0.2186577022075653,0.074005126953125,0.2662353515625
1,6028,M10_dense_island_spectral_pareto,1.8874568804227683,2.0597598483566846,8.251534938585497,3.3801954776864145,8.0,56.0,0.19598883390426636,0.6358776973231981,0.33471532697131456,2.2975599250672953,2.3978952727983707,2.884160497896886,3.2188758248682006,3.258096538021482,3.4339872044851463,3.4667115128653574,4.7140245909001735,3.7708415499410552,4.406719247264253,3.525927811477947,4.102643365036796,0.8899243631386489,0.8669724770642202,0.7725360491819148,0.8187819961961784,1.3475546836853027,1.2051212787628174,1.3113706707954407,1.1153818368911743,1.2633008360862732,0.9653605818748474,3.039966597547795,3.7612001156935624,3.519939715954589,3.7013019741124933,0.4748404175043106,0.6298157572746277,0.207573801279068,0.2675158679485321,0.08197021484375,0.10345458984375
1,6028,M20b_connectivity_coupled_islands,1.854205206289686,2.2713606450828845,7.463598802504527,3.3801954776864145,8.0,56.0,0.2777557969093323,0.16541837394094383,0.3360639066679352,2.70805020110221,2.3978952727983707,3.5549397315361357,3.2188758248682006,3.783931302731941,3.4339872044851463,4.845456476285577,4.7140245909001735,4.2413008733233095,4.406719247264253,3.911822965417476,4.102643365036796,0.9285714285714286,0.8669724770642202,0.7677969963673568,0.8187819961961784,1.6188353896141052,1.2051212787628174,1.3931376338005066,1.1153818368911743,1.252394199371338,0.9653605818748474,3.332204510175204,3.7612001156935624,3.4657359027997265,3.7013019741124933,0.5373822748661041,0.6298157572746277,0.20203737169504166,0.2675158679485321,0.09637451171875,0.10345458984375
1,6028,M21c_strong_growth_layer,1.6293245950552988,1.8836791454445987,6.104096936558255,3.3801954776864145,8.0,56.0,0.18907827138900757,0.5866576609165715,0.06391668575494203,2.3937458713910233,2.3978952727983707,3.1549591391132585,3.2188758248682006,3.2188758248682006,3.4339872044851463,4.252560305090984,4.7140245909001735,3.820061586347682,4.406719247264253,3.7532958900354205,4.102643365036796,0.9008636092912448,0.8669724770642202,0.7906714656785649,0.8187819961961784,1.2903593182563782,1.2051212787628174,1.3044601082801819,1.1153818368911743,1.3441829085350037,0.9653605818748474,2.962127898707266,3.7612001156935624,3.8262728463469604,3.7013019741124933,0.47619493305683136,0.6298157572746277,0.18712792545557022,0.2675158679485321,0.068817138671875,0.10345458984375
1,6028,M22a_gap_completion_weak,1.302879636226915,1.584358855514823,6.211773346748674,3.3801954776864145,8.0,56.0,0.105582594871521,0.5733741472242104,0.058090877144704844,2.7403194616709956,2.3978952727983707,3.2769667020129054,3.2188758248682006,3.257356345436265,3.4339872044851463,3.2287771385162904,4.7140245909001735,3.833345100040043,4.406719247264253,3.669931159018361,4.102643365036796,0.8681662922169251,0.8669724770642202,0.8090805376351631,0.8187819961961784,1.2449288368225098,1.2051212787628174,1.2209644317626953,1.1153818368911743,1.1883053183555603,0.9653605818748474,3.4657359027997265,3.7612001156935624,3.7191917650221535,3.7013019741124933,0.5254420042037964,0.6298157572746277,0.21692635118961334,0.2675158679485321,0.05426025390625,0.10345458984375
