crossfit_candidate,crossfit_group_count,crossfit_median_condition_mae_z,crossfit_mean_condition_mae_z,crossfit_fold_standardized_rq_spearman,crossfit_raw_rq_spearman,crossfit_median_rq_mae_nm,crossfit_shape_spearman_median,crossfit_all_spearman_median,crossfit_condition_sensitivity,candidate_id
r3d_pls1,15,0.6651186943054199,0.8363523483276367,-0.6428571428571428,-0.8714285714285712,1.5802092552185059,0.49467511386118646,0.48214285714285704,0.4803902208805084,r3d_18__selected_16__raw_luminance__pls_1
hybrid_svr_rq_pls_shape,15,0.6375419497489929,0.8246271014213562,0.6035714285714285,-0.38928571428571423,1.1188602556980216,0.49467511386118646,0.5072073705795159,0.4851266145706177,hybrid__rq_dino_vits14__keyframe_1__raw_luminance__svr_c_0.1__shape_r3d_18__selected_16__raw_luminance__pls_1
