alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.36298837079250756,0.35582311934917327,0.36048053278734055
0.1,0.4046571211062346,0.420610328115629,0.4102407435595226
10.0,0.4254878179618398,0.43261639309655386,0.42798281925898973
100.0,0.5879356326293131,0.6116191274192542,0.5962248558057925
