sweep_descriptor,base_row_id,sample_id,guidance_scale,requested_raw,requested_cond,sample_index,generated_std,generated_min,generated_max,generated_height_mean,generated_height_std,generated_rq,generated_ra,generated_peak_to_valley,generated_p01,generated_p05,generated_p50,generated_p95,generated_p99,generated_robust_range,generated_skewness,generated_kurtosis,generated_mean_abs_gradient,generated_gradient_std,generated_gradient_orientation_entropy,generated_gradient_anisotropy,generated_psd_low_power,generated_psd_mid_power,generated_psd_high_power,generated_psd_slope,generated_autocorrelation_length_px,generated_island_coverage,generated_island_count,generated_island_mean_area_px,generated_height_min,generated_height_max,generated_slope_p50,generated_slope_p95,generated_slope_p99,generated_psd_peak_frequency,generated_island_mean_height
rq,afmv2_06e9a8457ab9,6058,0.0,-1.799924374,-2,0,0.623496294,-0.9979144931,0.9993366599,0.09596583303,0.6234962687,0.6234962687,0.547732736,1.997251153,-0.9815139186,-0.9008603573,0.1466559842,0.9639424056,0.9941309518,1.97564487,-0.163662937,1.695287891,0.1734494398,0.1331967174,0.9974645223,0.140457011,9.164762181,4.005156482,1.307910347,-3.975274422,6,0.25,36,113.7777778,-0.9979144931,0.9993366599,0.1462251514,0.4324182564,0.5806317032,0.0234375,0.8654886853
rq,afmv2_06e9a8457ab9,6058,0.0,-1.799924374,-2,1,0.6285659671,-0.9982780814,0.9996436238,-0.02219425518,0.6285659409,0.6285659409,0.55249739,1.997921705,-0.9887013876,-0.9458804756,-0.01738977339,0.9388990998,0.9893684775,1.978069865,0.02776024035,1.664326793,0.1632522427,0.1270150283,0.9987759746,0.07257420787,9.099313852,3.959318442,1.252246755,-4.046232899,7,0.25,34,120.4705882,-0.9982780814,0.9996436238,0.1358864148,0.4062574285,0.5623309027,0.01104854346,0.7955155635
rq,afmv2_06e9a8457ab9,6058,0.0,1.192162991,-1,0,0.6353794336,-0.9982674122,0.9995077848,0.1324006372,0.6353794316,0.6353794316,0.5600523158,1.997775197,-0.9726372057,-0.8986711681,0.2022791058,0.9761179239,0.9946098965,1.967247102,-0.2254027018,1.685311656,0.1544204042,0.1226672137,0.9990983547,0.03220616881,9.034311881,3.818117953,1.158814569,-4.086211353,7,0.25,28,146.2857143,-0.9982674122,0.9995077848,0.1285209609,0.3984707357,0.5391223159,0.01104854346,0.8976538576
rq,afmv2_06e9a8457ab9,6058,0.0,1.192162991,-1,1,0.6229404211,-0.9982407689,0.9997903705,0.09904322957,0.6229404251,0.6229404251,0.5462697672,1.998031139,-0.9809464222,-0.9020584464,0.1344089359,0.9703570426,0.9956450856,1.976591508,-0.1491235452,1.703725012,0.16746903,0.1270199921,0.9982888991,0.07088138913,9.126910496,3.932412294,1.22542236,-4.039189937,6,0.25,38,107.7894737,-0.9982407689,0.9997903705,0.1410225524,0.4128118851,0.54367273,0.02209708691,0.8731064199
rq,afmv2_06e9a8457ab9,6058,0.0,4.184250355,0,0,0.6358288527,-0.9987434745,0.9996922612,0.1086930817,0.6358288425,0.6358288425,0.5563504719,1.998435736,-0.9883906811,-0.9330633938,0.1787818447,0.958319363,0.9927919853,1.981182666,-0.2474307209,1.714191779,0.1591588005,0.1285408534,0.998430755,0.05580194434,9.074115597,3.907909132,1.130434505,-4.097796917,7,0.25,28,146.2857143,-0.9987434745,0.9996922612,0.1288779989,0.4123750698,0.5547754397,0.01746928107,0.8717995426
rq,afmv2_06e9a8457ab9,6058,0.0,4.184250355,0,1,0.6317864656,-0.9993735552,0.9995833635,0.03491863806,0.6317864601,0.6317864601,0.5537194057,1.998956919,-0.9840112436,-0.9430788487,0.07321667671,0.946723339,0.990555017,1.974566261,-0.09805911534,1.681786047,0.1693795086,0.1337452616,0.997398322,0.03595403712,9.184288908,3.992969053,1.210497916,-4.080780624,6,0.25,39,105.025641,-0.9993735552,0.9995833635,0.1386822049,0.4338545975,0.5905394451,0.0078125,0.8310028871
rq,afmv2_06e9a8457ab9,6058,0.0,7.176337719,1,0,0.620611012,-0.9979003668,0.9999551177,0.07836083562,0.6206110238,0.6206110238,0.5440575235,1.997855484,-0.9712716359,-0.8943105906,0.1034303941,0.9724255949,0.9989982218,1.970269858,-0.08759206529,1.696388191,0.1581340014,0.1222914949,0.9984751812,0.09949259788,9.015259143,3.856764232,1.150291735,-4.066966046,7,0.25,37,110.7027027,-0.9979003668,0.9999551177,0.1336175524,0.3945278863,0.5389465677,0.0078125,0.8650013286
rq,afmv2_06e9a8457ab9,6058,0.0,7.176337719,1,1,0.6480815411,-0.9981838465,0.9994268417,0.08775665924,0.6480815451,0.6480815451,0.5763388983,1.997610688,-0.9837507623,-0.9320619583,0.1436213255,0.9599268794,0.9908231986,1.974573961,-0.1758879419,1.620649368,0.1645932426,0.1327654652,0.9987989178,0.1130172862,9.12371494,3.91180718,1.208524002,-4.071365708,7,0.25,30,136.5333333,-0.9981838465,0.9994268417,0.1337672459,0.42845283,0.5612964961,0.02209708691,0.8730041853
rq,afmv2_06e9a8457ab9,6058,0.0,10.16842508,2,0,0.6255313754,-0.9959841967,0.9999459982,0.1016441521,0.6255313374,0.6255313374,0.5471704594,1.995930195,-0.9673916256,-0.8901429653,0.1188225895,0.9722003877,0.9965006769,1.963892303,-0.1276516769,1.697843063,0.1573667009,0.1235783279,0.9981575181,0.1504630166,9.032262262,3.81214423,1.202736042,-4.051998439,7,0.25,25,163.84,-0.9959841967,0.9999459982,0.1315216592,0.4074599781,0.5369669632,0.01746928107,0.8880586917
rq,afmv2_06e9a8457ab9,6058,0.0,10.16842508,2,1,0.6232923269,-0.9994226098,0.9996101856,0.1005088769,0.623292306,0.623292306,0.5448656099,1.999032795,-0.9801669317,-0.9102640778,0.1648767143,0.9701970041,0.9957764924,1.975943424,-0.2051821768,1.728771922,0.1678239688,0.129154145,0.9974504218,0.08009156293,9.153945972,3.993450904,1.312557171,-3.995363304,6,0.25,38,107.7894737,-0.9994226098,0.9996101856,0.1417250302,0.4203111908,0.5526562843,0.01746928107,0.8614681458
rq,afmv2_84343ccdd8fc,6058,0.0,-1.799924374,-2,0,0.6465392709,-0.995919764,0.9991963506,0.1090323171,0.6465392577,0.6465392577,0.5723263074,1.995116115,-0.9736095512,-0.9219487578,0.1724299937,0.96523664,0.9946541077,1.968263659,-0.206537334,1.648727102,0.1572378169,0.1253918865,0.9981067226,0.0663752842,9.055175669,3.868623993,1.135337972,-4.111339173,7,0.25,28,146.2857143,-0.995919764,0.9991963506,0.1291969815,0.405145595,0.5274456633,0.015625,0.8883254795
rq,afmv2_84343ccdd8fc,6058,0.0,-1.799924374,-2,1,0.6422973871,-0.9951719642,0.9995165467,0.0690729404,0.6422973882,0.6422973882,0.5712941449,1.994688511,-0.9703315365,-0.8972743869,0.09007933736,0.9764390439,0.9957945919,1.966126128,-0.0628863176,1.607748787,0.1560370155,0.1304294571,0.9973238467,0.1010454296,9.10575189,3.885637999,1.241849346,-4.064737536,7,0.25,27,151.7037037,-0.9951719642,0.9995165467,0.1246603244,0.4084909549,0.5816366222,0.0078125,0.8812481966
rq,afmv2_84343ccdd8fc,6058,0.0,1.192162991,-1,0,0.6355175972,-0.9952058792,0.9998660684,0.1064891597,0.635517639,0.635517639,0.5577536573,1.995071948,-0.9639838552,-0.9025468677,0.1234340742,0.9775187582,0.9961331344,1.96011699,-0.1399948068,1.677196967,0.1541477756,0.1235003545,0.9980743402,0.08128904367,8.997816881,3.72893596,1.110828293,-4.118210537,7,0.25,23,178.0869565,-0.9952058792,0.9998660684,0.1281415608,0.3974813388,0.5248886843,0.01746928107,0.8977453686
rq,afmv2_84343ccdd8fc,6058,0.0,1.192162991,-1,1,0.6318093538,-0.9956552386,0.9997081161,0.1268101433,0.6318093566,0.6318093566,0.5581969625,1.995363355,-0.9644109792,-0.8969032824,0.1761583462,0.9692444593,0.9937388176,1.958149797,-0.2007126788,1.673167354,0.1668897881,0.1324646116,0.9940904027,0.2264723027,9.126617547,3.943868447,1.32915795,-4.000371941,6,0.25,27,151.7037037,-0.9956552386,0.9997081161,0.1377043395,0.4220310601,0.5769553171,0.02209708691,0.8923439013
rq,afmv2_84343ccdd8fc,6058,0.0,4.184250355,0,0,0.6260254979,-0.9995653629,0.9998615384,0.09267604217,0.6260255339,0.6260255339,0.5496365239,1.999426901,-0.9793039334,-0.9091691256,0.136080049,0.9712906599,0.9967767751,1.976080709,-0.1553335454,1.696897252,0.1673245158,0.127817428,0.9982142861,0.1221515723,9.108351247,3.925349398,1.230105404,-4.050558656,6,0.25,39,105.025641,-0.9995653629,0.9998615384,0.1427989705,0.4079182579,0.5622807337,0.01104854346,0.8675715911
rq,afmv2_84343ccdd8fc,6058,0.0,4.184250355,0,1,0.6428013444,-0.9978709221,0.9999325275,0.07464603733,0.6428013584,0.6428013584,0.5729022311,1.99780345,-0.9784251732,-0.9117329866,0.1103859991,0.9676605821,0.9937598461,1.972185019,-0.1106509581,1.601830321,0.1578660691,0.1252106289,0.9990004357,0.03365685959,9.072210681,3.980298926,1.2224337,-4.068813795,7,0.25,28,146.2857143,-0.9978709221,0.9999325275,0.1283651326,0.4025749601,0.5574929161,0.01104854346,0.871769133
rq,afmv2_84343ccdd8fc,6058,0.0,7.176337719,1,0,0.6261681318,-0.9985836148,0.9994790554,-0.02069248232,0.6261681663,0.6261681663,0.5512816742,1.99806267,-0.9922849721,-0.9515666604,-0.02286903095,0.9291554928,0.9893724239,1.981657396,0.008701153372,1.663811793,0.1630401823,0.1236777145,0.9986796932,0.07894793579,9.029369859,3.869945997,1.191776386,-4.061557731,7,0.25,32,128,-0.9985836148,0.9994790554,0.1379989872,0.3999925617,0.5387905798,0.02470529422,0.7883075788
rq,afmv2_84343ccdd8fc,6058,0.0,7.176337719,1,1,0.6275486946,-0.9997400045,0.9996952415,0.01474428595,0.6275487027,0.6275487027,0.550959586,1.999435246,-0.9887421274,-0.9360453159,0.02051050775,0.9539623529,0.9953473848,1.984089512,-0.02272944999,1.679933159,0.1565176164,0.1231239065,0.9987307382,0.09963790712,9.060350669,3.876801297,1.233490503,-4.038193568,7,0.25,29,141.2413793,-0.9997400045,0.9996952415,0.1299251126,0.3958487825,0.5438715115,0.015625,0.8217312685
rq,afmv2_84343ccdd8fc,6058,0.0,10.16842508,2,0,0.6259809136,-0.9969941378,0.9999662042,0.02587310153,0.6259808913,0.6259808913,0.548196947,1.996960342,-0.9796314079,-0.9120684117,0.0182981221,0.9657530993,0.9962364161,1.975867824,0.001316417026,1.681846902,0.1682384775,0.1292052744,0.9987725674,0.03593713763,9.087674112,3.971991738,1.228572659,-3.994667735,6,0.25,29,141.2413793,-0.9969941378,0.9999662042,0.1411152224,0.4181675546,0.5460847771,0.01746928107,0.8390997899
rq,afmv2_84343ccdd8fc,6058,0.0,10.16842508,2,1,0.651619494,-0.9983282685,0.9993402958,0.0642447454,0.6516194779,0.6516194779,0.5804750966,1.997668564,-0.9754873013,-0.9176987439,0.07934242487,0.9668238252,0.9925571823,1.968044484,-0.07418108358,1.584800347,0.157642718,0.1268025871,0.9976729061,0.09678297341,9.047308149,3.838220224,1.190504363,-4.084872488,7,0.25,26,157.5384615,-0.9983282685,0.9993402958,0.1283224939,0.4049640531,0.5484800025,0.01104854346,0.8820139453
rq,afmv2_06e9a8457ab9,6058,1.5,-1.799924374,-2,0,0.6322978735,-0.9995000362,0.9997538328,0.02377436476,0.6322978487,0.6322978487,0.5560311026,1.999253869,-0.9888010859,-0.9460050523,0.05475312471,0.9417245984,0.99548886,1.984289946,-0.06940289043,1.670061663,0.1648723285,0.1263361419,0.99648659,0.1735041407,9.081637949,3.9215632,1.204655027,-4.049713355,6,0.25,34,120.4705882,-0.9995000362,0.9997538328,0.1390806246,0.4091325622,0.5500566058,0.015625,0.8269421231
rq,afmv2_06e9a8457ab9,6058,1.5,-1.799924374,-2,1,0.6241869926,-0.9997531772,0.999117434,0.03908112095,0.6241870126,0.6241870126,0.5440246286,1.998870611,-0.9947996616,-0.9511637509,0.06720195711,0.9495265484,0.9903289253,1.985128587,-0.1035741398,1.729177348,0.1667755397,0.1283427455,0.9981623176,0.09245326725,9.127932532,3.948406258,1.212989966,-4.040683477,6,0.25,39,105.025641,-0.9997531772,0.999117434,0.1411381623,0.4195919438,0.5578670395,0.015625,0.8276163013
rq,afmv2_06e9a8457ab9,6058,1.5,1.192162991,-1,0,0.6445906162,-0.9989478588,0.9989711642,0.06272911486,0.6445906432,0.6445906432,0.5681229348,1.997919023,-0.9848732799,-0.9438103378,0.09224672616,0.9610180736,0.9907435733,1.975616853,-0.1236005496,1.652304946,0.1571849601,0.12616547,0.9988367515,0.1286618276,9.073071481,3.875255328,1.157440663,-4.101049319,7,0.25,24,170.6666667,-0.9989478588,0.9989711642,0.1297093685,0.4068009295,0.5378456229,0.015625,0.8660454673
rq,afmv2_06e9a8457ab9,6058,1.5,1.192162991,-1,1,0.6361620426,-0.9985466003,0.9987085462,0.08000581045,0.636162019,0.636162019,0.5583190336,1.997255147,-0.9931087589,-0.9410689026,0.1432542056,0.9567603201,0.9919138801,1.985022639,-0.1840251151,1.692784318,0.1564171446,0.1259156256,0.9993243514,0.02322980052,9.058753338,3.808734723,1.152201752,-4.101753937,7,0.25,29,141.2413793,-0.9985466003,0.9987085462,0.1278096727,0.3998853296,0.549116194,0.015625,0.8603875306
rq,afmv2_06e9a8457ab9,6058,1.5,4.184250355,0,0,0.6411217451,-0.998298049,0.9999250174,0.01851361576,0.6411217447,0.6411217447,0.5677479881,1.998223066,-0.99005077,-0.9478381932,0.02610007022,0.9507793337,0.9961490601,1.98619983,-0.02834949242,1.619990752,0.1572835999,0.1255193639,0.9971081858,0.1920509402,9.027367502,3.734343305,1.119294895,-4.130075475,7,0.25,29,141.2413793,-0.998298049,0.9999250174,0.1323209344,0.40070199,0.5585350751,0.0078125,0.8378417849
rq,afmv2_06e9a8457ab9,6058,1.5,4.184250355,0,1,0.6270190477,-0.9966993928,0.9987077713,0.1486751321,0.6270190591,0.6270190591,0.5525129047,1.995407164,-0.9762240469,-0.8893299282,0.2320156544,0.966398263,0.9915358984,1.967759945,-0.268483911,1.713711941,0.1741814072,0.1348049257,0.9980298368,0.02407120839,9.164512425,4.014795954,1.291697012,-3.988200422,6,0.25,36,113.7777778,-0.9966993928,0.9987077713,0.1471851418,0.4326525051,0.5715855325,0.0390625,0.892952202
rq,afmv2_06e9a8457ab9,6058,1.5,7.176337719,1,0,0.6529442072,-0.9962792993,0.9995715618,0.04050491459,0.6529442184,0.6529442184,0.5785911631,1.995850861,-0.9753613281,-0.9276443034,0.04193039425,0.9713851392,0.994486776,1.969848104,-0.02709392566,1.599486675,0.1609649424,0.1274352685,0.9968183245,0.1887067299,9.091262686,3.827298731,1.216522195,-4.090774785,7,0.25,22,186.1818182,-0.9962792993,0.9995715618,0.1333657667,0.4056258215,0.534458748,0.0078125,0.8764261972
rq,afmv2_06e9a8457ab9,6058,1.5,7.176337719,1,1,0.6376838684,-0.9988026023,0.9995832443,0.05236691676,0.6376838739,0.6376838739,0.5650734545,1.998385847,-0.9713824111,-0.9092173576,0.0573692359,0.9641393453,0.99439789,1.965780301,-0.04528627845,1.618991635,0.1670641715,0.1281682172,0.9980173434,0.1217861749,9.082072694,3.772832567,1.19796437,-4.074051211,7,0.25,29,141.2413793,-0.9988026023,0.9995832443,0.1404821743,0.4165960688,0.5329329131,0.0078125,0.8649518715
rq,afmv2_06e9a8457ab9,6058,1.5,10.16842508,2,0,0.6415537,-0.9968996644,0.9990753531,0.0426643598,0.6415537133,0.6415537133,0.5668625848,1.995975018,-0.9723375267,-0.9081418335,0.02781238034,0.9715344042,0.9943464911,1.966684018,-0.004306604439,1.620229122,0.15824425,0.1275612157,0.9986561762,0.04303546635,9.070075829,3.941484907,1.246081184,-4.027378835,7,0.25,28,146.2857143,-0.9968996644,0.9990753531,0.130425622,0.4121343905,0.5600490435,0.01746928107,0.8716975606
rq,afmv2_06e9a8457ab9,6058,1.5,10.16842508,2,1,0.6330215335,-0.9958086014,0.999484241,0.09689407547,0.6330215078,0.6330215078,0.5551344825,1.995292842,-0.9814566642,-0.9238308698,0.1546532735,0.9708324909,0.9950260496,1.976482714,-0.1798263461,1.703378421,0.1624426925,0.1240139699,0.9976133617,0.1536985722,9.070290051,3.872267918,1.148067682,-4.090778354,7,0.25,33,124.1212121,-0.9958086014,0.999484241,0.1386892467,0.4020962455,0.5266872752,0.0078125,0.8758971618
rq,afmv2_84343ccdd8fc,6058,1.5,-1.799924374,-2,0,0.6421233416,-0.9965876937,0.9989396334,0.06220171613,0.6421233534,0.6421233534,0.5667080529,1.995527327,-0.9859965032,-0.942283535,0.1206786297,0.9525776803,0.9900903165,1.97608682,-0.1493930716,1.645857485,0.1611765917,0.1255422211,0.9977432038,0.1256118974,9.094578673,3.856838907,1.15580814,-4.110113219,7,0.25,33,124.1212121,-0.9965876937,0.9989396334,0.1354184516,0.4070187145,0.5453182956,0.0078125,0.8541118014
rq,afmv2_84343ccdd8fc,6058,1.5,-1.799924374,-2,1,0.6339932084,-0.9980326891,0.9991515875,0.05186746012,0.6339932094,0.6339932094,0.5563233281,1.997184277,-0.9827243751,-0.9315271825,0.04862222634,0.9650473326,0.99500157,1.977725945,-0.06091959359,1.675086203,0.16169985,0.1256371669,0.9992200753,0.08510522193,9.062746635,3.899155443,1.177096955,-4.070125048,7,0.25,31,132.1290323,-0.9980326891,0.9991515875,0.1368410886,0.4049821964,0.5380889495,0.0078125,0.8609917318
rq,afmv2_84343ccdd8fc,6058,1.5,1.192162991,-1,0,0.6279424429,-0.9937072992,0.9999926686,0.08805934339,0.6279424278,0.6279424278,0.5520471713,1.993699968,-0.9615399665,-0.8879184455,0.09143523499,0.978895992,0.998546192,1.960086159,-0.07338854023,1.671219819,0.1580475334,0.1221318563,0.9978045129,0.1534780425,8.973259639,3.700702492,1.127634119,-4.071210384,7,0.25,28,146.2857143,-0.9937072992,0.9999926686,0.1348775741,0.3982511622,0.5175214737,0.015625,0.8876185281
rq,afmv2_84343ccdd8fc,6058,1.5,1.192162991,-1,1,0.6141976118,-0.9979934692,0.9999701977,0.1463277004,0.6141975892,0.6141975892,0.5379070609,1.997963667,-0.9709018159,-0.8756820679,0.2247041687,0.968452093,0.9968655413,1.967767357,-0.2603106689,1.751640967,0.1609970546,0.1241839404,0.9958211386,0.2196105724,9.049524991,3.850982061,1.238722061,-4.025674398,6,0.25,35,117.0285714,-0.9979934692,0.9999701977,0.1351723957,0.3996222028,0.5435701421,0.01104854346,0.8827660455
rq,afmv2_84343ccdd8fc,6058,1.5,4.184250355,0,0,0.6298965216,-0.9996964931,0.9993808866,0.08745053299,0.6298965082,0.6298965082,0.550367436,1.99907738,-0.9860036987,-0.9239782631,0.1398154199,0.9599839747,0.9908097953,1.976813494,-0.1883077245,1.712572025,0.1658552861,0.1323075083,0.9989022472,0.09312333417,9.139162408,4.015146721,1.333589276,-3.971699143,6,0.25,27,151.7037037,-0.9996964931,0.9993808866,0.1363049194,0.426275713,0.5935975937,0.02209708691,0.860913844
rq,afmv2_84343ccdd8fc,6058,1.5,4.184250355,0,1,0.6326979399,-0.9974902272,0.9993725419,0.09508189475,0.632697965,0.632697965,0.5530592336,1.996862769,-0.9841359252,-0.927901724,0.1440283656,0.9708070248,0.9955953175,1.979731243,-0.1692514307,1.709731826,0.1544503039,0.1215785228,0.9986774567,0.04075497014,9.018305911,3.79911598,1.102711706,-4.132124484,7,0.25,34,120.4705882,-0.9974902272,0.9993725419,0.1303890465,0.3928822068,0.5089273746,0.0078125,0.877840366
rq,afmv2_84343ccdd8fc,6058,1.5,7.176337719,1,0,0.6265535355,-0.9990193844,0.9998535514,0.04498664343,0.6265535692,0.6265535692,0.5494334524,1.998872936,-0.9796273214,-0.9204634756,0.07613887265,0.9691860914,0.9965441114,1.976171433,-0.07129975853,1.692789974,0.1656518889,0.1250850616,0.9971075541,0.09182477973,9.13597024,4.021946956,1.271676348,-4.023464141,7,0.25,45,91.02222222,-0.9990193844,0.9998535514,0.142272472,0.405799443,0.5358230805,0.01746928107,0.8409776061
rq,afmv2_84343ccdd8fc,6058,1.5,7.176337719,1,1,0.6264201999,-0.9966015816,0.9989728928,0.0979542812,0.626420197,0.626420197,0.547134195,1.995574474,-0.9772041661,-0.9093075871,0.1364373565,0.9706845164,0.9922726625,1.969476829,-0.150563782,1.70964049,0.1762853342,0.1325929703,0.9985322379,0.04470839658,9.165641511,3.977877492,1.286258217,-4.002528242,6,0.25,34,120.4705882,-0.9966015816,0.9989728928,0.1531807486,0.4235120927,0.5732622919,0.03314563037,0.878784904
rq,afmv2_84343ccdd8fc,6058,1.5,10.16842508,2,0,0.6423314214,-0.9967911243,0.9983290434,0.06380932246,0.6423314138,0.6423314138,0.566484571,1.995120168,-0.9800799561,-0.9271791667,0.1115082242,0.9641666651,0.9924750012,1.972554957,-0.1309191592,1.644171685,0.159550746,0.1271185252,0.9967737529,0.1680271316,9.129260668,3.966347764,1.218788173,-4.065051028,7,0.25,31,132.1290323,-0.9967911243,0.9983290434,0.1308733985,0.4101115023,0.544359056,0.015625,0.8608035764
rq,afmv2_84343ccdd8fc,6058,1.5,10.16842508,2,1,0.6424608231,-0.9981356263,0.9991835356,0.02223208893,0.642460839,0.642460839,0.5680488992,1.997319162,-0.9854355913,-0.9427707195,0.05333105102,0.9560002416,0.9900390762,1.975474668,-0.05297201031,1.63000756,0.1588104764,0.1228233467,0.9980485998,0.07392392332,9.043033493,3.766502961,1.157369384,-4.114178229,7,0.25,26,157.5384615,-0.9981356263,0.9991835356,0.1334859803,0.4025831268,0.5227805715,0.01104854346,0.8386189736
ra,afmv2_06e9a8457ab9,6058,0.0,-1.315026283,-2,0,0.6287391782,-0.9967722297,0.9992809296,0.07841007298,0.628739158,0.628739158,0.554936443,1.996053159,-0.9819704968,-0.912321493,0.103212636,0.9524865031,0.9880291659,1.969999663,-0.1253747231,1.66237667,0.1783824328,0.1392026487,0.9986413663,0.128082294,9.247095479,4.150610781,1.32840408,-3.982512196,6,0.25,35,117.0285714,-0.9967722297,0.9992809296,0.1476899661,0.4509935615,0.6138941802,0.0234375,0.8606657662
ra,afmv2_06e9a8457ab9,6058,0.0,-1.315026283,-2,1,0.6395930648,-0.9968256354,0.999738276,0.02846670232,0.63959306,0.63959306,0.5652281809,1.996563911,-0.9808801991,-0.9246682465,0.03010149393,0.9554200172,0.9908955997,1.971775799,-0.02281230018,1.622473071,0.1571721267,0.1238922658,0.9961632727,0.1247627994,9.092639408,3.997068238,1.181532549,-4.082711647,7,0.25,27,151.7037037,-0.9968256354,0.999738276,0.1297947938,0.3965825554,0.5276352493,0.01104854346,0.848777504
ra,afmv2_06e9a8457ab9,6058,0.0,0.9887883663,-1,0,0.6248942614,-0.9985494614,0.9992925525,0.1637942755,0.6248942678,0.6248942678,0.5450215968,1.997842014,-0.9795130271,-0.8942085117,0.2504984438,0.975814721,0.9962732971,1.975786324,-0.3179791666,1.787121063,0.1613825192,0.1295765786,0.9972769708,0.1062101373,9.052510257,3.842002291,1.169006466,-4.066290533,6,0.25,35,117.0285714,-0.9985494614,0.9992925525,0.1316702567,0.4131485538,0.5592403467,0.02816836934,0.8994573241
ra,afmv2_06e9a8457ab9,6058,0.0,0.9887883663,-1,1,0.6285385489,-0.9984369874,0.9989714622,0.126258441,0.628538549,0.628538549,0.5542258906,1.99740845,-0.9816901785,-0.9058490932,0.195030272,0.9680054486,0.9924017769,1.974091955,-0.2259860664,1.697269313,0.1670901512,0.1305433872,0.9972312493,0.1483739222,9.121897234,3.940953454,1.17126278,-4.062598203,6,0.25,31,132.1290323,-0.9984369874,0.9989714622,0.138005835,0.4268518896,0.5655538245,0.015625,0.8831276176
ra,afmv2_06e9a8457ab9,6058,0.0,3.292603016,0,0,0.6446698904,-0.9966821074,0.9957296252,0.01218279841,0.6446699116,0.6446699116,0.5730061918,1.992411733,-0.9811502671,-0.9240756005,-0.008296539541,0.9485335827,0.9843789637,1.965529231,0.02577718196,1.593054624,0.1719236193,0.1336670899,0.9979240234,0.06138587338,9.202332218,4.050619562,1.308531981,-4.013712873,6,0.25,30,136.5333333,-0.9966821074,0.9957296252,0.1423305932,0.4355093919,0.5721525743,0.02470529422,0.8493440506
ra,afmv2_06e9a8457ab9,6058,0.0,3.292603016,0,1,0.626051724,-0.9949826598,0.9997502565,0.1061772078,0.6260517187,0.6260517187,0.5478171129,1.994732916,-0.9762439263,-0.9063628554,0.1193984114,0.9766983002,0.9972449833,1.97348891,-0.1332703615,1.717537678,0.1590482867,0.1238966366,0.9983319658,0.01800484886,9.062028422,3.910537627,1.14699243,-4.089232307,7,0.25,28,146.2857143,-0.9949826598,0.9997502565,0.1329721463,0.4006412548,0.5371895446,0.0078125,0.8922276507
ra,afmv2_06e9a8457ab9,6058,0.0,5.596417665,1,0,0.6322148442,-0.9947890043,0.9997675419,0.01796466414,0.6322148615,0.6322148615,0.5572671616,1.994556546,-0.9759711677,-0.9208566785,0.001858530275,0.9497224003,0.9930200255,1.968991193,0.009529525701,1.641498184,0.1735914898,0.13165773,0.9986438985,0.09647609894,9.180944241,4.005321801,1.288106724,-4.0012193,6,0.25,31,132.1290323,-0.9947890043,0.9997675419,0.1472633077,0.4289330193,0.5611799016,0.01746928107,0.8382577738
ra,afmv2_06e9a8457ab9,6058,0.0,5.596417665,1,1,0.6341125965,-0.995223105,0.999705255,0.1524972545,0.6341126032,0.6341126032,0.559973818,1.99492836,-0.9620313168,-0.8700554729,0.2122726664,0.982040745,0.9972253972,1.959256714,-0.1978754617,1.666591034,0.1397108227,0.1137198275,0.9970656407,0.1862486692,8.871558003,3.642759705,1.045626135,-4.142759087,9,0.25,15,273.0666667,-0.995223105,0.999705255,0.1146869914,0.3601058688,0.4799268481,0.0078125,0.9233995143
ra,afmv2_06e9a8457ab9,6058,0.0,7.900232315,2,0,0.6314504743,-0.9988232255,0.9997466207,0.06395255896,0.6314504488,0.6314504488,0.553920873,1.998569846,-0.988889966,-0.931784153,0.1208434813,0.9512315154,0.9928426164,1.981732582,-0.1525316978,1.683096161,0.1651893863,0.127513369,0.9953276912,0.228705387,9.140096231,3.955759825,1.274947298,-4.026998294,7,0.25,27,151.7037037,-0.9988232255,0.9997466207,0.1386902201,0.4124389017,0.5590817323,0.01104854346,0.8455265975
ra,afmv2_06e9a8457ab9,6058,0.0,7.900232315,2,1,0.6331180334,-0.997046411,0.9994778633,0.03465387698,0.6331180438,0.6331180438,0.5561725545,1.996524274,-0.9729594171,-0.9161019683,0.02461778279,0.9721411735,0.9949369091,1.967896326,-0.005713238154,1.662042919,0.1654720611,0.1284791141,0.9979898774,0.06637426852,9.133480196,3.975225607,1.255798019,-4.038776153,7,0.25,31,132.1290323,-0.997046411,0.9994778633,0.1389516716,0.4158019473,0.5531753103,0.01746928107,0.8555198207
ra,afmv2_84343ccdd8fc,6058,0.0,-1.315026283,-2,0,0.6391977072,-0.9994054437,0.9995123744,0.006178930404,0.6391977063,0.6391977063,0.560052165,1.998917818,-0.9902528113,-0.9447136372,-0.01020474313,0.9585539252,0.989832164,1.980084975,0.02047575867,1.6650091,0.1636054332,0.1262221489,0.9988430201,0.125512666,9.158314058,3.918767556,1.258929524,-4.06134722,7,0.25,27,151.7037037,-0.9994054437,0.9995123744,0.1389487165,0.4055562175,0.5479646453,0.01104854346,0.8417730095
