raw_path,channel_id,channel_title,xres,yres,z_unit,raw_rms_nm,line0_sq_nm,line1_sq_nm,line2_sq_nm,line3_sq_nm
/Users/ziyi/Desktop/LAB/code/data/pair/6022/AFM/N6022 Ctr.000,0,ZSensor,256,256,m,1.6493402247642868,1.6493402246923319,1.649340224602765,1.6493402244897857,1.6493402244296191
/Users/ziyi/Desktop/LAB/code/data/pair/6022/AFM/N6022 Ctr.000,1,Peak Force Error,256,256,V,1229469.1613755443,1228815.5024274336,1227064.6037064227,1220572.8017333387,1217904.2977827482
/Users/ziyi/Desktop/LAB/code/data/pair/6022/AFM/N6022 Ctr.002,0,ZSensor,256,256,m,1.878184633406774,1.8781846329918894,1.8781846328489056,1.878184632678223,1.8781846325333464
/Users/ziyi/Desktop/LAB/code/data/pair/6022/AFM/N6022 Ctr.002,1,Peak Force Error,256,256,V,1373274.1209003124,1372332.253215027,1370066.0495461393,1367884.0342734968,1364702.5613336235
/Users/ziyi/Desktop/LAB/code/data/pair/6022/AFM/N6022 Ctr.004,0,ZSensor,256,256,m,1.3597082174620172,1.3597082171965071,1.3597082170241366,1.3597082168343506,1.3597082166035488
/Users/ziyi/Desktop/LAB/code/data/pair/6022/AFM/N6022 Ctr.004,1,Peak Force Error,256,256,V,1261735.702278045,1259767.9263485637,1252179.2500297518,1243762.0038068232,1227508.6268454688
/Users/ziyi/Desktop/LAB/code/data/pair/6028/AFM/N6028_1um.003,0,ZSensor,256,256,m,12.710825290797922,5.63586567795339,5.520911872907546,5.340471488157627,5.214306897829057
/Users/ziyi/Desktop/LAB/code/data/pair/6028/AFM/N6028_1um.003,1,Peak Force Error,256,256,V,4631423.533419194,4629346.469233269,4624859.1150571415,4615196.965035933,4607079.799499041
/Users/ziyi/Desktop/LAB/code/data/pair/6028/AFM/N6028_1um.004,0,ZSensor,256,256,m,11.674286023318876,5.727043329814006,5.5648556775648625,5.4675599592762625,5.318342313678959
/Users/ziyi/Desktop/LAB/code/data/pair/6028/AFM/N6028_1um.004,1,Peak Force Error,256,256,V,9297757.94038458,9295354.136759019,9285222.318336274,9269094.7828551,9242241.555052752
/Users/ziyi/Desktop/LAB/code/data/pair/6028/AFM/N6028_500 nm.006,0,ZSensor,256,256,m,2.319946932673858,2.319946932612103,2.3199469325574227,2.3199469325118947,2.319946932449833
/Users/ziyi/Desktop/LAB/code/data/pair/6028/AFM/N6028_500 nm.006,1,Peak Force Error,256,256,V,2142947.6666214257,2142447.394239378,2141138.3987682764,2137554.5508176414,2132546.0791919297
/Users/ziyi/Desktop/LAB/code/data/pair/6029/AFM/N6029_1um.007,0,ZSensor,256,256,m,2.2897632594659996,2.289763259371918,2.2897632593063126,2.289763259226513,2.289763259163695
/Users/ziyi/Desktop/LAB/code/data/pair/6029/AFM/N6029_1um.007,1,Peak Force Error,256,256,V,2169864.9847168624,2169048.9838013817,2165341.1795047326,2161699.9143549763,2154610.0355139947
/Users/ziyi/Desktop/LAB/code/data/pair/6029/AFM/N6029_1um.008,0,ZSensor,256,256,m,6.150340672691104,2.3974942954254566,2.321265412358076,2.289149305399824,2.2232648205249674
/Users/ziyi/Desktop/LAB/code/data/pair/6029/AFM/N6029_1um.008,1,Peak Force Error,256,256,V,4263692.48367863,4262472.087309535,4259892.867273392,4251781.987388896,4243094.22934191
/Users/ziyi/Desktop/LAB/code/data/pair/6029/AFM/N6029_500 nm.010,0,ZSensor,256,256,m,6.869568312492958,2.8286907389536378,2.6751132096805605,2.6065128820353127,2.5294087787142416
/Users/ziyi/Desktop/LAB/code/data/pair/6029/AFM/N6029_500 nm.010,1,Peak Force Error,256,256,V,2437950.754326519,2437193.6472206214,2434312.087730931,2430695.6081935926,2426351.651087073
/Users/ziyi/Desktop/LAB/code/data/pair/6033/AFM/N6033_1um.015,0,ZSensor,256,256,m,13.222013352288455,2.3079496408376787,2.2369792019967796,2.1904931993709384,2.1352259929728232
/Users/ziyi/Desktop/LAB/code/data/pair/6033/AFM/N6033_1um.015,1,Peak Force Error,256,256,V,2066442.7406715658,2065505.581516796,2063819.3666210154,2059126.1183118166,2053273.8403874866
/Users/ziyi/Desktop/LAB/code/data/pair/6033/AFM/N6033_1um.016,0,ZSensor,256,256,m,8.205862104353361,2.222386076385651,2.1354517877920345,2.1089009654748683,2.050228846851853
/Users/ziyi/Desktop/LAB/code/data/pair/6033/AFM/N6033_1um.016,1,Peak Force Error,256,256,V,2075331.2438383005,2074925.0669879543,2072899.5266520483,2070788.0823324777,2065890.5160081314
/Users/ziyi/Desktop/LAB/code/data/pair/6033/AFM/N6033_1um.018,0,ZSensor,256,256,m,7.600321843423751,2.215109564169668,2.1620218382972394,2.088383189139313,2.0052845980370853
/Users/ziyi/Desktop/LAB/code/data/pair/6033/AFM/N6033_1um.018,1,Peak Force Error,256,256,V,2096544.4889180008,2095684.0730096253,2092449.4449880833,2088406.8932672471,2079219.6556062642
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.006,0,ZSensor,256,256,m,7.777365093083527,5.328616531386868,5.17748659498128,5.0849064502311085,5.025601539935055
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.006,1,Peak Force Error,256,256,V,4598271.494395531,4596098.715585145,4590346.645002226,4581397.91985621,4568439.581787915
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.006,2,Stiffness,256,256,V,1015219105.5101727,1012933489.9749955,1010552691.6491046,1007888401.2373171,1003144059.8513701
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.006,3,LogDMTModulus,256,256,V,177380020.93993574,176929375.8537542,176436315.5323174,175878393.77293056,175119485.97324765
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.006,4,Adhesion,256,256,V,2023573.2052459558,1996258.0432021332,1961105.0957006162,1937435.7747380023,1915842.1296714281
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.006,5,Deformation,256,256,m,0.3004671959326169,0.29314048364797457,0.29024205788753904,0.28728487987767226,0.2842798128162544
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.006,6,Dissipation,256,256,V,86314.07997267508,85977.56641218053,85664.54982294129,85662.03801650088,85270.44729742984
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.006,7,Height,256,256,m,9.269535844293708,5.425879350005409,5.277629707007555,5.185912880072971,5.1262202527767435
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.007,0,ZSensor,256,256,m,9.98111060828812,5.609070506458595,5.501129374667659,5.348826211692339,5.234367122378144
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.007,1,Peak Force Error,256,256,V,4673949.171360879,4672263.6446677605,4667130.056882802,4659222.475418387,4646584.882773661
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.007,2,Stiffness,256,256,V,2277346803.9793997,2262848692.0993094,2251031817.167773,2239849626.6385245,2223526844.9491954
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.007,3,LogDMTModulus,256,256,V,218456559.71860626,217096247.36398795,215871562.25923553,214864102.7100638,213649665.40310884
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.007,4,Adhesion,256,256,V,2026695.0216320613,1994736.3170014247,1971784.0167484723,1941518.5621027346,1919241.3415979007
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.007,5,Deformation,256,256,m,1.005398718826976,0.9928920837689157,0.9828794090503399,0.9742213937504502,0.9625349600394759
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.007,6,Dissipation,256,256,V,2364595.3830608907,2307313.4751613927,2292016.812546266,2281814.4209806467,2269643.7061196687
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.007,7,Height,256,256,m,23.594717762414387,5.713795281830818,5.6103554989388975,5.459786198153106,5.348146709381356
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.008,0,ZSensor,256,256,m,4.69340679423369,4.693406794102701,4.693406793976378,4.693406793846133,4.693406793697147
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.008,1,Peak Force Error,256,256,V,4559925.049441849,4558372.887702151,4555158.498603877,4546022.321752565,4534097.1149136685
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.008,2,Stiffness,256,256,V,1342365566.2686179,1338957450.1538463,1335985007.938815,1329289989.1240942,1323770905.5667498
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.008,3,LogDMTModulus,256,256,V,200812852.38456234,200072544.9321867,199485157.60078502,198381218.28505185,197604187.91496676
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.008,4,Adhesion,256,256,V,2131527.884908186,2103309.652190273,2076366.7754846227,2043397.2782107133,2017586.2268838855
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.008,5,Deformation,256,256,m,0.4089818110423677,0.4053691775809602,0.4020232807422889,0.3991810633552334,0.39623784044106836
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.008,6,Dissipation,256,256,V,0.0,0.0,0.0,0.0,0.0
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.008,7,Height,256,256,m,7.442925003745213,5.161036815416389,5.085432502471397,4.914994587844814,4.801768721813784
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.011,0,ZSensor,256,256,m,1.8974817368767247,1.8974817368230654,1.8974817367472105,1.8974817366806147,1.8974817366009835
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.011,1,Peak Force Error,256,256,V,2011472.5020024716,2010928.017002298,2009481.5873736918,2006978.7210226895,2003833.0062153402
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.011,2,Stiffness,256,256,V,748332488.2488605,747043961.6560756,744676044.900037,741442044.1529598,738816951.3497874
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.011,3,LogDMTModulus,256,256,V,97664044.89452718,97440732.97744983,97070678.60347907,96593170.52323523,96250523.91677545
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.011,4,Adhesion,256,256,V,1320339.0487417707,1306532.9007383217,1291963.330651545,1279534.6969713944,1269607.9837331607
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.011,5,Deformation,256,256,m,0.14397385894239298,0.14308020345794567,0.14182257056803507,0.14109548776094813,0.1402230433484956
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.011,6,Dissipation,256,256,V,0.0,0.0,0.0,0.0,0.0
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.011,7,Height,256,256,m,14.245659406487302,2.0518592367589843,1.992433319267442,1.950869665787516,1.928022559082384
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.012,0,ZSensor,256,256,m,1.8641512574807857,1.8641512574289587,1.8641512573675008,1.864151257308946,1.8641512572409307
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.012,1,Peak Force Error,256,256,V,1917904.4900219506,1917481.9650456007,1916107.668177516,1914459.2881868845,1912245.5997940935
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.013,0,ZSensor,256,256,m,2.0036654465116954,2.003665446466638,2.003665446423468,2.0036654463630468,2.003665446307839
/Users/ziyi/Desktop/LAB/code/data/pair/6047/AFM/N6047_1um.013,1,Peak Force Error,256,256,V,1789749.2777615506,1789246.414554468,1788403.8687371765,1786471.231430324,1783146.1909455997
/Users/ziyi/Desktop/LAB/code/data/pair/6048/AFM/N6048_1um.026,0,ZSensor,256,256,m,14.131152693033062,1.9126667522222298,1.837002383192285,1.7996974287145429,1.7628175266059483
/Users/ziyi/Desktop/LAB/code/data/pair/6048/AFM/N6048_1um.026,1,Peak Force Error,256,256,V,1748532.3766125226,1747920.731821025,1746371.6841879934,1744034.4861824366,1741510.1300783905
/Users/ziyi/Desktop/LAB/code/data/pair/6048/AFM/N6048_1um.027,0,ZSensor,256,256,m,1.8681482023968377,1.868148202366904,1.8681482023033797,1.868148202263865,1.8681482022198754
/Users/ziyi/Desktop/LAB/code/data/pair/6048/AFM/N6048_1um.027,1,Peak Force Error,256,256,V,1679692.498340642,1679043.2782891493,1676960.8086184615,1674684.5323423648,1669018.2641112744
/Users/ziyi/Desktop/LAB/code/data/pair/6056/AFM/GdSb_N6056_ctr.004,0,ZSensor,256,256,m,9.683125921792158,2.9768775054938983,2.9022210491823213,2.807196945828674,2.7354509652233028
/Users/ziyi/Desktop/LAB/code/data/pair/6056/AFM/GdSb_N6056_ctr.004,1,Peak Force Error,256,256,V,5914956.568252306,5913207.621678607,5908804.215895221,5900434.838311021,5890702.700435937
/Users/ziyi/Desktop/LAB/code/data/pair/6056/AFM/GdSb_N6056_ctr.004,2,Stiffness,256,256,V,25532186.79589086,25361221.94663957,25267483.300706387,25154318.79237428,25041934.263864655
/Users/ziyi/Desktop/LAB/code/data/pair/6056/AFM/GdSb_N6056_ctr.004,3,LogDMTModulus,256,256,V,19576632.679490045,19438227.85456725,19364941.834816325,19275572.655704692,19186835.29677878
/Users/ziyi/Desktop/LAB/code/data/pair/6056/AFM/GdSb_N6056_ctr.004,4,Adhesion,256,256,V,2530696.1620235797,2437489.2328986214,2410129.685810242,2390916.53649888,2375846.5964815845
/Users/ziyi/Desktop/LAB/code/data/pair/6056/AFM/GdSb_N6056_ctr.004,5,Deformation,256,256,m,0.7607747451611495,0.7577360445090614,0.752974152788231,0.7473261676071893,0.7428917222714776
/Users/ziyi/Desktop/LAB/code/data/pair/6056/AFM/GdSb_N6056_ctr.004,6,Dissipation,256,256,V,2981935.314799349,2963602.776411252,2941709.609660123,2922751.9075171375,2898401.6850164146
/Users/ziyi/Desktop/LAB/code/data/pair/6056/AFM/GdSb_N6056_ctr.004,7,Height,256,256,m,29.621415131331187,3.0206662331451333,2.941472007790031,2.848387969153197,2.777334450670017
