model,growth_count,mae_nm,median_absolute_error_nm,rmse_nm,bias_nm,pearson_r,spearman_rho,smooth_count,smooth_mae_nm,smooth_bias_nm,rough_count,rough_mae_nm,rough_bias_nm,confidence_vs_error_spearman,prediction_min_nm,prediction_max_nm
M15b_current,28,1.3205867652708485,0.9050425304247927,1.7163819884766855,-0.31690939325653866,0.6220976501227713,0.5238095238095238,5,1.2590765011163845,1.0637883772026113,4,2.9272169714824368,-2.9272169714824368,-0.4584644904025722,0.6243316177820957,5.240298929729393
M16_endpoint_streak_dual_resolution,28,1.0701337708647611,0.6748485323172883,1.48443747719697,0.006332180180536127,0.7376805320701783,0.5998905309250135,5,0.758968041120459,0.669160846957461,4,1.2329714882602199,-1.2329714882602199,-0.4690749863163656,0.5666429826402098,7.691432805436848
