source_kind,path,expected_sha256,current_sha256,exists,hash_matches
decoded_zsensor,data/processed_afm/6022/N6022_Ctr_000/N6022_Ctr_000_height.npy,1700a83202069e38876a966fa78432025797b8da102903dbac3256a209370234,1700a83202069e38876a966fa78432025797b8da102903dbac3256a209370234,True,True
decoded_zsensor,data/processed_afm/6022/N6022_Ctr_001/N6022_Ctr_001_height.npy,e73e7640fb73743e890a5fd0e79312a3a304815724ee29f1436796a1d6b9ac79,e73e7640fb73743e890a5fd0e79312a3a304815724ee29f1436796a1d6b9ac79,True,True
decoded_zsensor,data/processed_afm/6022/N6022_Ctr_002/N6022_Ctr_002_height.npy,b172d22afa37b1d8398f54db873e478c3a67e5775bc8fd32067a3e5fd8b27d01,b172d22afa37b1d8398f54db873e478c3a67e5775bc8fd32067a3e5fd8b27d01,True,True
decoded_zsensor,data/processed_afm/6022/N6022_Ctr_003/N6022_Ctr_003_height.npy,efd428154e59bac5804ae45b9bf624e4de507130b6fff5342e2e2e560decb09c,efd428154e59bac5804ae45b9bf624e4de507130b6fff5342e2e2e560decb09c,True,True
decoded_zsensor,data/processed_afm/6022/N6022_Ctr_004/N6022_Ctr_004_height.npy,9eb7406c350b504dcaba3a2bcb68a6e0dcb906f87b6be1ecae5c320c6e2d5f4c,9eb7406c350b504dcaba3a2bcb68a6e0dcb906f87b6be1ecae5c320c6e2d5f4c,True,True
decoded_zsensor,data/processed_afm/6022/N6022_Ctr_005/N6022_Ctr_005_height.npy,e294451e3877bed0cc5b95f067755d82a067bcfbc29517f3fcdbad14338755c9,e294451e3877bed0cc5b95f067755d82a067bcfbc29517f3fcdbad14338755c9,True,True
decoded_zsensor,data/processed_afm/6023/N6023_Ctr_000/N6023_Ctr_000_height.npy,cb18146d52d56a5f5a24c79ff2660058a10ffce1e819bb9fd563124aba515677,cb18146d52d56a5f5a24c79ff2660058a10ffce1e819bb9fd563124aba515677,True,True
decoded_zsensor,data/processed_afm/6023/N6023_Ctr_001/N6023_Ctr_001_height.npy,f01ecda73defc3b5bda0c3943d50e3a3651a5b4284437676d2a3d2e1f7d8aaee,f01ecda73defc3b5bda0c3943d50e3a3651a5b4284437676d2a3d2e1f7d8aaee,True,True
decoded_zsensor,data/processed_afm/6023/N6023_Ctr_002/N6023_Ctr_002_height.npy,8aa73cdb872464d231eda565d6a38ebdb0c49196ff71b9b94fbb23a5edbf502f,8aa73cdb872464d231eda565d6a38ebdb0c49196ff71b9b94fbb23a5edbf502f,True,True
decoded_zsensor,data/processed_afm/6023/N6023_Ctr_003/N6023_Ctr_003_height.npy,2be9886ef1d9725d36a60d038cd0a18c305c3eb54299222d196260607864f32b,2be9886ef1d9725d36a60d038cd0a18c305c3eb54299222d196260607864f32b,True,True
decoded_zsensor,data/processed_afm/6023/N6023_Ctr_004/N6023_Ctr_004_height.npy,5b24aaa508a528292f5cca8663f4c21497c9a33fd935d185406f15878e321029,5b24aaa508a528292f5cca8663f4c21497c9a33fd935d185406f15878e321029,True,True
decoded_zsensor,data/processed_afm/6023/N6023_Ctr_005/N6023_Ctr_005_height.npy,a29fc185b6e740de65b99d30e47e7fa1993f15303f11cf1d3294c04917f14b98,a29fc185b6e740de65b99d30e47e7fa1993f15303f11cf1d3294c04917f14b98,True,True
decoded_zsensor,data/processed_afm/6028/N6028_1um_003/N6028_1um_003_height.npy,d31df494dbe012b24a2a0b07e8a9004d7e4b2e6bf5871dc5e5a44490c6fcacc7,d31df494dbe012b24a2a0b07e8a9004d7e4b2e6bf5871dc5e5a44490c6fcacc7,True,True
decoded_zsensor,data/processed_afm/6028/N6028_1um_004/N6028_1um_004_height.npy,08d0639ba6eb12fa8898ae71288eed51905fe96e9e93d0ea19747c11ab412dd5,08d0639ba6eb12fa8898ae71288eed51905fe96e9e93d0ea19747c11ab412dd5,True,True
decoded_zsensor,data/processed_afm/6028/N6028_500_nm_005/N6028_500_nm_005_height.npy,701fa56a0d3580287feccda54b94f514e3b8145e83c6ff484d93e0c93de43c15,701fa56a0d3580287feccda54b94f514e3b8145e83c6ff484d93e0c93de43c15,True,True
decoded_zsensor,data/processed_afm/6028/N6028_500_nm_006/N6028_500_nm_006_height.npy,e59c0169c3939a48e4ed3f77a78e2d2d9ff5e08e8627b63782df89b91e478236,e59c0169c3939a48e4ed3f77a78e2d2d9ff5e08e8627b63782df89b91e478236,True,True
decoded_zsensor,data/processed_afm/6029/N6029_1um_007/N6029_1um_007_height.npy,4ed1d69f05d4f2a4acbbadba57df043404b91b478ed39039362597fccbb62a52,4ed1d69f05d4f2a4acbbadba57df043404b91b478ed39039362597fccbb62a52,True,True
decoded_zsensor,data/processed_afm/6029/N6029_1um_008/N6029_1um_008_height.npy,ffc21d67e5473e56838c5719bc5897036c0fa156c2932a6c0899e7937fa466bb,ffc21d67e5473e56838c5719bc5897036c0fa156c2932a6c0899e7937fa466bb,True,True
decoded_zsensor,data/processed_afm/6029/N6029_500_nm_009/N6029_500_nm_009_height.npy,785a265dfe615434247948be85c0248eb184297337db0065c6f6dbbc9f579612,785a265dfe615434247948be85c0248eb184297337db0065c6f6dbbc9f579612,True,True
decoded_zsensor,data/processed_afm/6029/N6029_500_nm_010/N6029_500_nm_010_height.npy,0513c0231581300e212effb1b079815c155e02b1afa42343bd8c5ea76a1cdf23,0513c0231581300e212effb1b079815c155e02b1afa42343bd8c5ea76a1cdf23,True,True
decoded_zsensor,data/processed_afm/6033/N6033_1um_015/N6033_1um_015_height.npy,538843c97fb247a06612e7978b278cebf00174b5dd7b504cc903069fceabf391,538843c97fb247a06612e7978b278cebf00174b5dd7b504cc903069fceabf391,True,True
decoded_zsensor,data/processed_afm/6033/N6033_1um_016/N6033_1um_016_height.npy,dadd14432293bb7ec50305d27c773cfbc43759d8dee3c93c4242e8f795266882,dadd14432293bb7ec50305d27c773cfbc43759d8dee3c93c4242e8f795266882,True,True
