target,growth_group_count,mae_nm,median_absolute_error_nm,rmse_nm,pearson_r,pearson_p,spearman_rho,spearman_p,confidence_vs_absolute_error_spearman,confidence_vs_absolute_error_p,aurc_nm,risk_at_25pct_coverage_nm,risk_at_50pct_coverage_nm,risk_at_75pct_coverage_nm,interval_coverage
Rq_nm,28,1.3797502858399544,0.7562650787161076,2.0728954466275797,0.33340411942973835,0.08295797730935157,0.3393541324575807,0.07728256059648708,-0.29720853858784896,0.12455730163013452,1.023470408591509,1.0101830322574354,0.9270311315481189,1.0034068486109087,0.9285714285714286
FSMI_nm,28,1.2219174200891554,0.8000640398681635,1.8461279409256521,0.3335592808576555,0.0828060536899789,0.3957307060755336,0.037114910045114115,-0.24989736103734234,0.19966465247388795,0.9021474752734354,0.8620929855445725,0.75181482577118,0.8843377732012359,0.8928571428571429
