alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
3.0,0.4678601267424768,0.6560586854282497,0.6353207543979023
1.0,0.4793142190220338,0.6706838615468513,0.7948954865992273
10.0,0.49231246747755625,0.6905373755358926,0.3925547220000463
0.3,0.5144738414087117,0.7167897436009876,0.9185491529573503
30.0,0.5516930572198754,0.7793738577806821,0.17990269668735065
