growth_run_id,method,persistent_peak_count_h025_generated,persistent_peak_count_h050_generated,persistent_peak_count_h075_generated,excursion_component_count_z100_generated,excursion_component_count_z150_generated,excursion_median_area_z100_px_generated,excursion_p90_area_z100_px_generated,excursion_median_area_z150_px_generated,excursion_fraction_z100_generated,excursion_fraction_z150_generated,height_skewness_generated,height_kurtosis_generated,fine_detail_rms_fraction_generated,persistent_peak_count_h025_real,persistent_peak_count_h050_real,persistent_peak_count_h075_real,excursion_component_count_z100_real,excursion_component_count_z150_real,excursion_median_area_z100_px_real,excursion_p90_area_z100_px_real,excursion_median_area_z150_px_real,excursion_fraction_z100_real,excursion_fraction_z150_real,height_skewness_real,height_kurtosis_real,fine_detail_rms_fraction_real,absolute_error_z__persistent_peak_count_h025,absolute_error_z__persistent_peak_count_h050,absolute_error_z__persistent_peak_count_h075,absolute_error_z__excursion_component_count_z100,absolute_error_z__excursion_component_count_z150,absolute_error_z__excursion_median_area_z100_px,absolute_error_z__excursion_p90_area_z100_px,absolute_error_z__excursion_median_area_z150_px,absolute_error_z__excursion_fraction_z100,absolute_error_z__excursion_fraction_z150,absolute_error_z__height_skewness,absolute_error_z__height_kurtosis,absolute_error_z__fine_detail_rms_fraction,peak_signature_mae_z
6022,M10_dense_island_spectral_pareto,73.0,46.5,33.0,25.5,20.0,32.0,168.95000000000002,18.0,0.1434326171875,0.0567626953125,0.18103328347206116,3.215386390686035,0.23095033317804337,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.168374593082189,2.006230389572206,1.8220202013372884,1.396604696368482,2.652251113611591,0.13097421417577795,2.346752835700576,1.4083246258021704,0.50537109375,0.4052734375,2.6566552477641254,3.762720495796347,0.11080190539360046,1.6440272961426425
6022,M16b_baseline_dense_microisland_terrace,78.5,50.5,36.5,25.5,21.5,31.25,193.3,22.5,0.157562255859375,0.065673828125,0.19606120884418488,2.671797513961792,0.20277206599712372,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.401622709991333,2.2438364598984952,2.128800874373895,1.396604696368482,2.86821580417378,0.23183636540218885,1.813313707703999,0.3175253474612949,0.7879638671875,0.58349609375,2.691734242790517,4.908050561791216,0.4527634382247925,1.7558280130090378
6022,M17a_fixed_sparse_peak_terrace,73.0,47.0,35.0,23.0,21.0,34.5,202.10000000000002,22.5,0.155487060546875,0.0634765625,0.20170927047729492,2.807471752166748,0.21757035702466965,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.168374593082189,2.0370031773712673,2.0009855369690843,1.0387957776714847,2.797870227079539,0.18940971641428742,1.6368468792129192,0.3175253474612949,0.7464599609375,0.53955078125,2.7049182532930005,4.622187861410916,0.1567976176738739,1.612055825371335
6022,M17b_topology_sparse_peak_terrace,73.0,47.0,35.0,23.0,21.0,34.5,202.10000000000002,22.5,0.15557861328125,0.0634765625,0.20055674016475677,2.8074779510498047,0.21753061562776566,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.168374593082189,2.0370031773712673,2.0009855369690843,1.0387957776714847,2.797870227079539,0.18940971641428742,1.6368468792129192,0.3175253474612949,0.748291015625,0.53955078125,2.702227954792032,4.622174800497707,0.15759244561195374,1.612049865618366
6022,M17c_topology_sparse_finetexture_terrace,76.0,48.5,34.5,24.0,22.5,27.75,198.79999999999998,21.75,0.154754638671875,0.06231689453125,0.19373276829719543,2.8069039583206177,0.2339603304862976,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.297668880772101,2.127434139561036,1.9571940403007946,1.186200567905248,3.0043349211452224,0.7358517891893732,1.7021093714473656,0.48397310512679537,0.7318115234375,0.516357421875,2.6862990711121557,4.6233841908265925,0.1710018515586853,1.709509298019836
6022,M17d_multiscale_texture_no_peak_terrace,78.5,48.5,35.0,24.5,23.0,24.25,199.09999999999997,22.0,0.154022216796875,0.06201171875,0.18068771809339523,2.7959035634994507,0.24023478478193283,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.401622709991333,2.127434139561036,2.0009855369690843,1.2577061902290776,3.0702372803990903,1.305375615843933,1.6961320418765409,0.427888510770471,0.7171630859375,0.51025390625,2.6558486103940733,4.646561786001867,0.29649093747138977,1.777976950130415
6022,M17e_broad_sparse_peak_terrace,70.5,45.5,34.0,23.0,21.0,37.25,203.45,25.0,0.154754638671875,0.06414794921875,0.23125216364860535,2.8050026893615723,0.21332378685474396,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.056560218680637,1.9437009160940037,1.9127813669670253,1.0387957776714847,2.797870227079539,0.5167507312753012,1.6104536986129832,0.20126851419694497,0.7318115234375,0.552978515625,2.7738788700754053,4.6273901236106845,0.2417290210723877,1.6158438080306845
6022,M17f_broad_sparse_finetexture_terrace,74.0,48.0,34.5,22.5,21.0,32.5,200.85000000000002,22.0,0.154998779296875,0.06298828125,0.21773861348628998,2.8376505374908447,0.224479578435421,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.21204609534372,2.0975986103833044,1.9571940403007946,0.9627736870562835,2.797870227079539,0.06499837918690046,1.6614419036909958,0.427888510770471,0.7366943359375,0.52978515625,2.7423348114515798,4.558601810137783,0.018613189458847046,1.5975262120805938
6022,M17g_moderate_broad_topology_terrace,73.5,47.5,34.5,23.0,21.0,34.25,201.60000000000002,22.0,0.1553955078125,0.063385009765625,0.21497250348329544,2.836807131767273,0.218719944357872,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.1902836190957022,2.067457070440236,1.9571940403007946,1.0387957776714847,2.797870227079539,0.15840386051809557,1.6466666756848256,0.427888510770471,0.74462890625,0.5377197265625,2.7358780080915173,4.560378847848451,0.13380587100982666,1.6151516262556493
6022,M17h_hierarchical_sparse_island_terrace,71.5,47.5,36.0,25.0,20.5,31.5,193.40000000000003,22.5,0.1531982421875,0.06317138671875,0.2771560326218605,2.8760621547698975,0.22156084328889847,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,2.101748140484115,2.067457070440236,2.0867728477449434,1.3278232657454907,2.7259073694311224,0.19795735265869752,1.8112638546041813,0.3175253474612949,0.70068359375,0.533447265625,2.8810301601923975,4.477669359094446,0.07698789238929749,1.6389441168939405
