split,method,rq_mae_nm,condition_descriptor_mae_z,psd_log_distance,composite_error,sharpness_ratio,texture_gate_pass_fraction,island_feature_mae_z,afm_prior_mahalanobis,q70_median_area_log_error,q70_component_count_log_error,max_training_ssim
strict_15_growth_loo,M5_cloudlike_spectral_hybrid,0.8293883576494947,0.9863879680633545,0.9253710764619187,8.54472155731617,0.9385023985683347,0.8666666666666667,1.4919260847992224,7.9848617343744435,1.112440459329986,0.6105662123043811,0.03720861684962498
strict_15_growth_loo,M10_dense_island_spectral_pareto,0.8293883576494947,0.876477837562561,0.8597532946386037,8.10627941529057,0.8079704827839672,0.8666666666666667,1.5142667220499186,6.438357459868581,0.8107808264267717,0.5402968915827158,0.03663463626394997
preexisting_validation,M5_cloudlike_spectral_hybrid,0.8332059922803217,0.9400028586387634,0.6266284206363136,8.513049895964278,1.0580353725658975,1.0,1.7255060383488978,7.990697151631685,1.1375419712247257,0.27502316845963604,0.03497017826017809
preexisting_validation,M10_dense_island_spectral_pareto,0.8332059922803217,0.7857670187950134,0.8785745157975872,7.9097770475007385,0.8508901453059715,1.0,1.4228877065126189,5.950812293574279,0.7652924864480761,0.28572512279121254,0.037483979748042955
