alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
3.0,0.4721678679028488,0.6653537384634749,0.627103757139372
1.0,0.4850504871355825,0.6881331119937972,0.802008731906872
10.0,0.4972239205095799,0.6936726347412402,0.38206000879677515
0.3,0.5164795872182435,0.7294229955301953,0.931313457689277
30.0,0.5590141971921555,0.7808650648750586,0.17698511188622224
