sample_id,family,method_id,strict_track,deployable_for_unseen,recommended_for_unseen,predicted_rq_nm,true_rq_nm,output_q50_measured_rq_nm,predicted_rq_q10,predicted_rq_q50,predicted_rq_q90,source_sample_ids,heldout_source_contribution,uses_predicted_rq_not_true_rq,uses_heldout_true_afm_for_selection,uses_heldout_true_descriptors_for_selection,visual_composite,psd_distance,histogram_wasserstein,corr_length_relative_error,anisotropy_error_if_available,support,abstain_flag_if_available,q10_q90_generation,rendered_q10_path,rendered_q50_path,rendered_q90_path,generated_q10_map_path,generated_q50_map_path,generated_q90_map_path,ground_truth_afm_path,rheed_keyframe_path,atlas_png_path,atlas_pdf_path
6070,retrieval,A3,True,True,True,2.8488575710598094,2.7869125604629517,2.8488549050558314,0.6235762066363781,2.8488575710598094,5.074138935483241,"[""6056"", ""6057"", ""6072"", ""6022"", ""6078""]",0.0,True,False,False,0.1941748290252942,0.6228430558727363,0.0700681411427032,0.0,0.0178571428571427,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6070__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6070__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6070__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6070__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6070__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6070__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6070.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6072,retrieval,A3,True,True,True,2.1186244810567665,1.2493026852607727,2.118622413993719,0.001,2.1186244810567665,4.343905845480197,"[""6056"", ""6048"", ""6084"", ""6022"", ""6082""]",0.0,True,False,False,0.1922451895694101,0.351101658229922,0.0690470386528668,0.3333333333333333,0.0416666666666667,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6072__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6072__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6072__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6072__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6072__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6072__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6072.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6078,retrieval,A3,True,True,True,1.40948411541783,1.3543212413787842,1.4094827342200134,0.001,1.40948411541783,3.634765479841261,"[""6084"", ""6082"", ""6048"", ""6022"", ""6033""]",0.0,True,False,False,0.1852242317692569,0.2678381431297815,0.127259636660153,0.2857142857142856,0.0833333333333332,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6078__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6078__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6078__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6078__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6078__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6078__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6078.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6080,retrieval,A3,True,True,True,1.621651952773592,3.5164570808410645,1.621650505153598,0.001,1.621651952773592,3.844614859819627,"[""6078"", ""6072"", ""6022"", ""6056"", ""6048""]",0.0,True,False,False,0.2917733430817305,1.046418731524529,0.048773415019497,0.125,0.1666666666666667,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6080__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6080__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6080__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6080__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6080__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6080__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6080.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6081,retrieval,A3,True,True,True,2.7517034186557643,0.9964247047901154,2.751700857594418,0.526422054232333,2.7517034186557643,4.976984783079196,"[""6056"", ""6057"", ""6072"", ""6078"", ""6048""]",0.0,True,False,False,0.3981511766596974,0.8600849025420875,0.062881889499177,0.3846153846153846,11.575,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6081__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6081__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6081__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6081__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6081__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6081__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6081/N81_Ctr_000/N81_Ctr_000_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6081.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6082,retrieval,A3,True,True,True,3.225084932308179,1.8638947010040283,3.2250817825994784,0.9998035678847476,3.225084932308179,5.450366296731611,"[""6094"", ""6029"", ""6085"", ""6048"", ""6080""]",0.0,True,False,False,0.1673812733790856,0.2753135545949836,0.1046142448652576,0.1999999999999999,0.0317460317460316,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6082__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6082__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6082__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6082__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6082__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6082__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6082.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6084,retrieval,A3,True,True,True,3.0980939319071954,1.6137787103652954,3.0980910771951864,0.8728125674837641,3.0980939319071954,5.323375296330626,"[""6048"", ""6085"", ""6029"", ""6033"", ""6094""]",0.0,True,False,False,0.1207927394173921,0.2167432767679603,0.0869736652615333,0.0,0.0,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6084__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6084__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6084__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6084__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6084__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6084__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6084/N6084_1um_005/N6084_1um_005_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6084.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6085,retrieval,A3,True,True,True,2.567352283767561,2.74203884601593,2.567349915851822,0.3420709193441298,2.567352283767561,4.792633648190993,"[""6078"", ""6047"", ""6022"", ""6057"", ""6048""]",0.0,True,False,False,0.2886711831089408,0.7496571176375744,0.0778129909403314,0.4166666666666666,0.0833333333333334,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6085__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6085__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6085__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6085__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6085__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6085__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6085.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6090,retrieval,A3,True,True,True,1.9423317892689789,2.861668348312378,1.9423299171066408,0.001,1.9423317892689789,4.16761315369241,"[""6082"", ""6084"", ""6033"", ""6048"", ""6085""]",0.0,True,False,False,0.1339343257180232,0.225249680764615,0.074531921763418,0.1666666666666666,0.1111111111111111,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6090__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6090__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6090__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6090__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6090__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6090__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6090.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6094,retrieval,A3,True,True,True,3.6372901267305497,1.678389072418213,3.637286744586103,1.4120087623071185,3.6372901267305497,5.862571491153981,"[""6085"", ""6090"", ""6033"", ""6057"", ""6029""]",0.0,True,False,False,0.2188729224563901,0.3382142381872567,0.1098585302929043,0.4999999999999999,0.0595238095238095,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6094__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6094__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6094__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6094__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6094__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6094__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6094.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6095,retrieval,A3,True,True,True,4.62780761769412,8.383409023284912,4.627803170251803,2.735320947004044,4.62780761769412,6.5202942883841954,"[""6085"", ""6057"", ""6090"", ""6094"", ""6033""]",0.0,True,False,False,0.2165949693703136,0.3441701025456616,0.2012655838699275,0.3333333333333334,0.0833333333333332,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6095__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6095__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6095__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6095__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6095__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6095__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6095/N6095_100_nm_001/N6095_100_nm_001_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6095.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6099,retrieval,A3,True,True,True,3.3760974095918765,10.296222686767578,3.3760942134988148,1.4836107389018005,3.3760974095918765,5.268584080281952,"[""6047"", ""6057"", ""6072"", ""6078"", ""6056""]",0.0,True,False,False,0.341140927299617,0.9166775468569388,0.3064792091268276,0.111111111111111,0.2857142857142856,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6099__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6099__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6099__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6099__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6099__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6099__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6099/N6099_1um_003/N6099_1um_003_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6099.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
6101,retrieval,A3,True,True,True,1.1775205897723626,1.193656861782074,1.1775194145804109,0.001,1.1775205897723626,3.4028019541957937,"[""6072"", ""6070"", ""6056"", ""6078"", ""6047""]",0.0,True,False,False,0.3188398576449147,0.5672836349673368,0.1516534965690225,0.6842105263157894,0.0087719298245614,strict_oof_rheed_conditioned,False,amplitude_only_rescale_from_fixed_seed0_q50,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6101__A3__seed0__q10.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6101__A3__seed0__q50.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/rendered_maps/retrieval/6101__A3__seed0__q90.png,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6101__A3__seed0__q10_amplitude_only.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6101__A3__seed0__q50.npy,/Users/ziyi/Desktop/LAB/code/outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/scaled_maps/retrieval/6101__A3__seed0__q90_amplitude_only.npy,data/afm_second_order/6101/N6101_1um_002/N6101_1um_002_height.npy,outputs/rheed_video_afm_story/phase2a/clip_variants/keyframe_1/6101.npz,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.png,/Users/ziyi/Desktop/LAB/code/reports/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7b_fixed_method_atlases/figures/Fig_fixed_retrieval_all_23_strict_oof_atlas.pdf
