epoch,train_loss,val_mse
1,3.711190015077591,1.0496190786361694
2,1.9024785161018372,1.0711387395858765
3,1.7560487985610962,1.0879902839660645
4,2.838986784219742,1.0934897661209106
5,1.8347945511341095,1.102017879486084
