blend_weight,median_island_feature_mae_z,median_afm_prior_mahalanobis,median_afm_likeness_percentile
0.35,1.421565500946081,8.618032387894763,6.666666666666667
0.45,1.4089370197250108,7.03024814021451,6.666666666666667
0.55,1.2822336574997937,5.399397801483068,13.333333333333334
0.65,1.4047258096427528,5.354088850140363,13.333333333333334
