alpha,loo_island_feature_mae_z,loo_island_feature_rmse_z,loo_prediction_variance
3.0,0.5234996672871973,0.7565026254181093,0.6266599489203698
10.0,0.5355459763247862,0.7581495773372247,0.325575066111762
1.0,0.5502443198859625,0.8321267510302862,0.8839957255955733
30.0,0.5923839638458955,0.8417588896651083,0.1190012381329254
0.3,0.6126647083502843,0.9646677849366926,1.166809234098913
