alpha,loo_scaled_psd_mae,loo_scaled_quantile_mae,selection_score
1.0,0.3503869341725174,0.39644955326496223,0.36650885085487306
10.0,0.4349336231441516,0.44429826812098483,0.43821124888604324
0.1,0.4354020280460729,0.44421056892647043,0.4384850173542121
100.0,0.6669993500038939,0.664939393047967,0.6662783650693195
