cross_validation_fold,growth_run_id,method,island_feature_mae_z,island_feature_rmse_z,afm_prior_mahalanobis,held_real_afm_prior_mahalanobis,afm_likeness_percentile,held_real_likeness_percentile,boundary_ratio_q70_absolute_error,median_area_q70_log_absolute_error,component_count_q70_log_absolute_error,generated__log_component_count_q55,true__log_component_count_q55,generated__log_component_count_q70,true__log_component_count_q70,generated__log_component_count_q82,true__log_component_count_q82,generated__log_median_area_q55,true__log_median_area_q55,generated__log_median_area_q70,true__log_median_area_q70,generated__log_median_area_q82,true__log_median_area_q82,generated__median_solidity_q70,true__median_solidity_q70,generated__median_eccentricity_q70,true__median_eccentricity_q70,generated__boundary_gradient_ratio_q55,true__boundary_gradient_ratio_q55,generated__boundary_gradient_ratio_q70,true__boundary_gradient_ratio_q70,generated__boundary_gradient_ratio_q82,true__boundary_gradient_ratio_q82,generated__log_valley_component_count_q18,true__log_valley_component_count_q18,generated__log_valley_median_area_q18,true__log_valley_median_area_q18,generated__gradient_p90,true__gradient_p90,generated__laplacian_rms,true__laplacian_rms,generated__flat_fraction,true__flat_fraction
0,6022,M10_dense_island_spectral_pareto,1.8716284264890959,2.369890855836322,4.603859483215807,7.294994239978944,10.714285714285714,7.142857142857143,0.20107495784759521,1.2969484667482027,0.6051016770382858,2.3978952727983707,1.9459101490553132,3.090008326826286,2.4849066497880004,3.2769667020129054,2.833213344056216,3.398970206487465,3.8918202981106265,3.2248401103008377,4.5217885770490405,3.433466642230941,3.912023005428146,0.9018476621417798,0.875,0.8075409117294584,0.8332163932399214,1.3150518536567688,1.4820700883865356,1.2900513410568237,1.491126298904419,1.2729282975196838,1.3911908864974976,3.1073040492110957,2.6390573296152584,3.2628812635295574,4.343805421853684,0.5025428384542465,0.5511141419410706,0.22460205107927322,0.2186577022075653,0.077545166015625,0.2662353515625
0,6022,M12a_edge_preserving_terrace,1.1774023936180695,1.5485245460271344,5.663562162247243,7.294994239978944,7.142857142857143,7.142857142857143,0.04969841241836548,0.6624458294498075,0.40546510810816416,2.1383330595080277,1.9459101490553132,2.8903717578961645,2.4849066497880004,3.1269144057877365,2.833213344056216,3.9269965436121224,3.8918202981106265,3.859342747599233,4.5217885770490405,3.58351893845611,3.912023005428146,0.896556417585409,0.875,0.8035329979849104,0.8332163932399214,1.6525385975837708,1.4820700883865356,1.5408247113227844,1.491126298904419,1.3701510429382324,1.3911908864974976,2.8029010331479984,2.6390573296152584,3.7488808503112843,4.343805421853684,0.4977662265300751,0.5511141419410706,0.1983533427119255,0.2186577022075653,0.129150390625,0.2662353515625
1,6028,M10_dense_island_spectral_pareto,1.2778919346216688,1.4784927773246475,4.30431050787479,2.3863925258997885,14.285714285714286,64.28571428571429,0.1591653823852539,0.9568576936218172,0.22439511642326915,2.302585092994046,2.3978952727983707,2.9944807084449314,3.2188758248682006,3.1112881340356844,3.4339872044851463,3.3160008886978147,4.7140245909001735,3.449861553642436,4.406719247264253,3.6927705243349638,4.102643365036796,0.8772668974393112,0.8669724770642202,0.8116768518182195,0.8187819961961784,1.3376562595367432,1.2051212787628174,1.2745472192764282,1.1153818368911743,1.2790730595588684,0.9653605818748474,3.2384861814448413,3.7612001156935624,3.265438813862943,3.7013019741124933,0.4903687983751297,0.6298157572746277,0.21134234964847565,0.2675158679485321,0.07989501953125,0.10345458984375
1,6028,M12a_edge_preserving_terrace,1.8724718516607073,2.2601052691060515,5.210506598269672,2.3863925258997885,10.714285714285714,64.28571428571429,0.4101160764694214,1.118832773447365,0.36036197416508964,2.302585092994046,2.3978952727983707,2.858513850703111,3.2188758248682006,2.9700856263602153,3.4339872044851463,3.4165158663931003,4.7140245909001735,3.2878864738168883,4.406719247264253,3.9652829271169825,4.102643365036796,0.9350907029478458,0.8669724770642202,0.8002989296722486,0.8187819961961784,1.6279738545417786,1.2051212787628174,1.5254979133605957,1.1153818368911743,1.4145836234092712,0.9653605818748474,2.967447097809794,3.7612001156935624,3.454127577011894,3.7013019741124933,0.4924335181713104,0.6298157572746277,0.19597549736499786,0.2675158679485321,0.1341552734375,0.10345458984375
2,6029,M10_dense_island_spectral_pareto,1.1564870325384236,1.3966929482035138,3.903373512750979,2.4288282103614383,14.285714285714286,64.28571428571429,0.11664235591888428,0.8268238551249762,0.49093518876006836,2.302585092994046,2.4849066497880004,2.943052015725078,3.4339872044851463,3.1567740231385475,3.5263605246161616,3.1648604527613484,4.848116364598481,3.5614333292995415,4.388257184424518,3.6723595270748364,4.197201947661808,0.8859265734265734,0.8620689655172413,0.819876834392986,0.8168899108266634,1.35466468334198,1.330017328262329,1.358628273010254,1.2419859170913696,1.3141209483146667,1.154369592666626,3.1354942159291497,3.6375861597263857,3.4339872044851463,3.58351893845611,0.4815465956926346,0.6206924915313721,0.2078869640827179,0.28249117732048035,0.083740234375,0.08056640625
2,6029,M12a_edge_preserving_terrace,1.7061137014608345,1.9540561001938122,5.302405170907378,2.4288282103614383,10.714285714285714,64.28571428571429,0.33489859104156494,0.6678903307298869,0.4162464882227681,2.3502401828962083,2.4849066497880004,3.017740716262378,3.4339872044851463,3.044522437723423,3.5263605246161616,3.806168418583873,4.848116364598481,3.720366853694631,4.388257184424518,3.5573847241832315,4.197201947661808,0.9218119451170299,0.8620689655172413,0.7923094159217069,0.8168899108266634,1.677983820438385,1.330017328262329,1.5768845081329346,1.2419859170913696,1.4192264080047607,1.154369592666626,2.962127898707266,3.6375861597263857,3.643095857351191,3.58351893845611,0.49889111518859863,0.6206924915313721,0.19785651564598083,0.28249117732048035,0.130340576171875,0.08056640625
3,6033,M10_dense_island_spectral_pareto,1.1493274183798279,1.3943037037633537,4.118555922570498,2.4855079698382845,14.285714285714286,60.714285714285715,0.12165433168411255,1.052997782201193,0.6968342107863026,2.3221954495706862,2.6390573296152584,2.858513850703111,3.5553480614894135,3.1567740231385475,3.5263605246161616,3.40064151723581,4.976733742420574,3.4578617243156566,4.51085950651685,3.937749646222604,4.069026754237811,0.8708333333333333,0.8677156177156178,0.7745780345427833,0.7928278926368593,1.4480828046798706,1.3430805206298828,1.3601874709129333,1.2385331392288208,1.3401338458061218,1.2252105474472046,3.295836866004329,3.713572066704308,3.5516610312630563,3.5263605246161616,0.4835096746683121,0.6502653956413269,0.20889363437891006,0.29801705479621887,0.084075927734375,0.07080078125
3,6033,M12a_edge_preserving_terrace,1.7313391083590806,1.9458327528900141,6.223564354171337,2.4855079698382845,10.714285714285714,60.714285714285715,0.3738190531730652,0.8480380529724205,0.7524470283414151,2.2975599250672953,2.6390573296152584,2.8029010331479984,3.5553480614894135,3.101267758593961,3.5263605246161616,4.083605046383538,4.976733742420574,3.6628214535444292,4.51085950651685,3.7568546239198524,4.069026754237811,0.8948384474700264,0.8677156177156178,0.7514929505102075,0.7928278926368593,1.730505347251892,1.3430805206298828,1.612352192401886,1.2385331392288208,1.4006253480911255,1.2252105474472046,3.1780538303479458,3.713572066704308,3.7006156322065076,3.5263605246161616,0.5021474361419678,0.6502653956413269,0.1938384398818016,0.29801705479621887,0.13909912109375,0.07080078125
4,6047,M10_dense_island_spectral_pareto,1.353213705207517,1.533706099769833,4.1670171949041865,1.7371416203131353,14.285714285714286,100.0,0.1636737585067749,0.688678205961792,0.5314471030330155,2.302585092994046,2.2975599250672953,2.9174053685313024,3.448852471564318,3.275540167521702,3.5614333292995415,3.349750170080839,4.619561086700818,3.8802335146067106,4.568911720568503,3.4853650390717625,3.959132343047637,0.9041394335511983,0.8882567368032483,0.7766630210293084,0.8193906873265215,1.3478581309318542,1.2353611588478088,1.291614592075348,1.127940833568573,1.2580944299697876,1.0942679047584534,3.020127355638707,3.7494348669884654,3.4086416879090304,3.604115086616335,0.4701460599899292,0.6803716719150543,0.20210372656583786,0.30773158371448517,0.0863037109375,0.091400146484375
4,6047,M12a_edge_preserving_terrace,1.7720861000566839,2.0992048070037908,5.053204096897057,1.7371416203131353,10.714285714285714,100.0,0.3896453380584717,1.1075897748305588,0.5646919736674318,2.1972245773362196,2.2975599250672953,2.884160497896886,3.448852471564318,3.113268334643733,3.5614333292995415,3.714166597095403,4.619561086700818,3.461321945737944,4.568911720568503,3.6571099437116925,3.959132343047637,0.9212121212121211,0.8882567368032483,0.7938336027812121,0.8193906873265215,1.660971760749817,1.2353611588478088,1.5175861716270447,1.127940833568573,1.3520681262016296,1.0942679047584534,3.0645251050302726,3.7494348669884654,3.633849935894246,3.604115086616335,0.4869440048933029,0.6803716719150543,0.1911526322364807,0.30773158371448517,0.141693115234375,0.091400146484375
