growth_run_id,method,true_fsmi_nm,generated_sq_nm,generated_sa_nm,generated_analysis_scale_nm,generated_height_increment_rms_31nm,generated_scale_dependent_rms_slope_31nm,generated_curvature_relief_31nm,generated_scale_dependent_rms_curvature_31nm_inv,generated_sdq_31nm,generated_sdr_31nm_percent,generated_bearing_core_span_p90_p10_nm,generated_bearing_peak_span_p99_p90_nm,generated_bearing_valley_span_p10_p01_nm,generated_bearing_core_equivalent_nm,generated_island_prominence_nm,generated_island_median_area_nm2,generated_island_count_per_um2,generated_island_boundary_contrast,generated_functional_surface_morphology_index_nm,fsmi_absolute_error_nm
6022,M10_dense_island_spectral_pareto,1.2832086750870029,1.313522293553227,1.040681494550658,31.496062992125985,1.1573340909741157,0.03674535738842817,0.8241335474367775,0.0016615562483259729,0.035766981310873885,0.0639345982375597,3.306895363131607,1.6086200377859876,1.3415428021793416,0.8267238407829017,0.9651480983046444,1860.0037200074403,16.5,1.2740203978321065,1.0428913431967808,0.24031733189022209
6022,M16b_baseline_dense_microisland_terrace,1.2832086750870029,1.3135224849591944,1.069008507271262,31.496062992125985,1.1426055798553487,0.03627772716040732,0.8022434456530105,0.0016174230668671756,0.03606787691000872,0.06501641025184669,3.4233652401972203,1.3769945048225158,1.087520260170424,0.8558413100493051,1.0364102840898362,1844.5036890073782,15.5,1.3196482210686644,1.0537730299748704,0.22943564511213244
6022,M17a_fixed_sparse_peak_terrace,1.2832086750870029,1.3135225005669082,1.0633204403593823,31.496062992125985,1.1508239877700217,0.03653866161169819,0.8135187367297616,0.0016401554630892904,0.036063343752387525,0.06499564456692636,3.391325123585996,1.4158766180585043,1.1857627449338617,0.847831280896499,1.1272277086894515,2340.5046810093622,16.5,1.3184494053330313,1.0748223292050798,0.20838634588192306
6022,M17b_topology_sparse_peak_terrace,1.2832086750870029,1.3135225022981742,1.0633852547326796,31.496062992125985,1.150752549794012,0.03653639345595988,0.8133887630614345,0.0016398934199272344,0.03606052528449208,0.06498544689885269,3.3919263602050402,1.4154049784099927,1.1862856878523855,0.8479815900512601,1.132112029130507,2340.5046810093622,16.5,1.3176697060519973,1.0758296600588522,0.2073790150281507
6022,M17c_topology_sparse_finetexture_terrace,1.2832086750870029,1.3135224867288984,1.0629745221156086,31.496062992125985,1.1667063578790873,0.037042926862661016,0.8333687469581261,0.001680175564960952,0.036167212683312425,0.06536943351415833,3.3885454161487587,1.413564472815405,1.225477239789788,0.8471363540371897,1.0986104474475835,1767.003534007068,17.0,1.3074964111010092,1.074912050528019,0.2082966245589839
6022,M17d_multiscale_texture_no_peak_terrace,1.2832086750870029,1.313522489818594,1.0629640457902132,31.496062992125985,1.172582882145036,0.03722950650810489,0.8407431609441285,0.001695043305358481,0.036210740574106566,0.06552671369050782,3.393104539393737,1.399468839877699,1.2281483215876876,0.8482761348484342,1.0519559518959518,1829.003658007316,15.5,1.2979930856760513,1.0681521084908896,0.21505656659611327
6022,M17e_broad_sparse_peak_terrace,1.2832086750870029,1.3135225101861003,1.0633010988695466,31.496062992125985,1.1453317554020188,0.0363642832340141,0.8053697461966487,0.001623726079550718,0.03611702592227857,0.06519001760834708,3.3925163227566895,1.4162877034383716,1.1951687854816793,0.8481290806891724,1.1655150332035502,2604.005208010416,15.0,1.3212719338224934,1.071711583957098,0.21149709112990478
6022,M17f_broad_sparse_finetexture_terrace,1.2832086750870029,1.313522506290408,1.06272143573749,31.496062992125985,1.1575979125464615,0.036753733723350154,0.8213696248617246,0.0016559838349243445,0.03613887868149235,0.0652673171562275,3.3850219177736576,1.421705599016044,1.2133466705354121,0.8462554794434144,1.1027790604035035,1860.0037200074403,17.5,1.312127095501923,1.071048280416325,0.21216039467067782
6022,M17g_moderate_broad_topology_terrace,1.2832086750870029,1.3135225195922087,1.062785454191626,31.496062992125985,1.1526618772657256,0.036597014603186775,0.8154072906738883,0.001643963023909893,0.03610513336131681,0.06514582441571001,3.3848872318143717,1.4296221849402693,1.2077787108573599,0.8462218079535929,1.1483666740071095,2077.0041540083084,16.5,1.3197386795031503,1.0789049075889805,0.20430376749802237
6022,M17h_hierarchical_sparse_island_terrace,1.2832086750870029,1.3135224701873196,1.0624473025187757,31.496062992125985,1.1572131489945838,0.03674151748057803,0.8190299703616531,0.0016512667989953878,0.03620725529041472,0.06551876317069827,3.37179603529177,1.4869140312942544,1.163416545917979,0.8429490088229425,1.0893653321180294,2015.0040300080602,16.5,1.3185939507219906,1.068525061064721,0.21468361402228187
6022,M17i_soft_hierarchical_island_terrace,1.2832086750870029,1.313522448260215,1.0626677098813657,31.496062992125985,1.1634695715769436,0.036940158897567965,0.8278737357892896,0.0016690969355681812,0.03622106347982784,0.06556682699304123,3.3747017539197706,1.4619664805873014,1.2010847897127555,0.8436754384799426,1.1192845117019221,1922.0038440076883,17.0,1.308532625902337,1.0775261627818524,0.20568251230515044
6028,M10_dense_island_spectral_pareto,4.415429811910861,4.128772444454086,3.2733215722967546,31.496062992125985,3.472970972982793,0.11026682839220368,2.4470323158079044,0.004933523027708211,0.11042926184845037,0.6055262787552225,10.552693730912674,4.219015246462087,4.7133177106536515,2.6381734327281685,2.9967656681101467,2418.0048360096725,17.0,1.2603307366702174,3.159780320026594,1.2556494918842667
6028,M16b_baseline_dense_microisland_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6028,M17a_fixed_sparse_peak_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6028,M17b_topology_sparse_peak_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6028,M17c_topology_sparse_finetexture_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6028,M17d_multiscale_texture_no_peak_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6028,M17e_broad_sparse_peak_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6028,M17f_broad_sparse_finetexture_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6028,M17g_moderate_broad_topology_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6028,M17h_hierarchical_sparse_island_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6028,M17i_soft_hierarchical_island_terrace,4.415429811910861,4.128773757875951,3.419403114892869,31.496062992125985,3.4675288656047893,0.11009404148295207,2.386078707489602,0.0048106329341374736,0.11251371194851742,0.6287562807532369,10.82303886418708,3.401699371598396,3.390575701017442,2.70575971604677,3.8028117554869434,2309.5046190092385,15.5,1.467743666914067,3.3159026987715627,1.099527113139298
6029,M10_dense_island_spectral_pareto,2.0210013039871706,1.5988347679867307,1.277339672080017,31.496062992125985,1.3355544796941774,0.04240385473029013,0.9541524322513553,0.0019236905724727635,0.04181588435609267,0.0873619213240977,4.077167386351216,1.7268118738860254,1.6458417431477155,1.019291846587804,1.2178155137537936,1720.5034410068822,16.0,1.3199207158920516,1.2518848487853047,0.7691164552018659
6029,M16b_baseline_dense_microisland_terrace,2.0210013039871706,1.5988353842071847,1.3318765255138723,31.496062992125985,1.3137156719571568,0.041710472584639724,0.9254040007495744,0.0018657301410112356,0.041584812154324774,0.0863825843695225,4.223536315922886,1.297190005053935,1.2912301489221258,1.0558840789807216,1.506956980271501,2216.5044330088663,10.5,1.5327023961841377,1.3064349902543455,0.7145663137328251
6029,M17a_fixed_sparse_peak_terrace,2.0210013039871706,1.5988353742959,1.331876802851115,31.496062992125985,1.3137521901731837,0.041711632037998575,0.9254598195893287,0.0018658426787695349,0.041584930577571705,0.0863830744145678,4.22353521046481,1.296793551574155,1.2915863284675924,1.0558838026162025,1.5069397036241394,2216.5044330088663,10.5,1.5327362777370674,1.3064443190055437,0.7145569849816269
6029,M17b_topology_sparse_peak_terrace,2.0210013039871706,1.5988353421359525,1.3318765244116704,31.496062992125985,1.3137517362317972,0.04171161762535956,0.9254591857440737,0.0018658414008582702,0.04158493698805851,0.08638310120188628,4.223532808952434,1.296795463254244,1.2915912610977713,1.0558832022381086,1.5069381381843634,2216.5044330088663,10.5,1.5327332048598805,1.3064437033164125,0.7145576006707581
6029,M17c_topology_sparse_finetexture_terrace,2.0210013039871706,1.5988353505555462,1.3318765987463206,31.496062992125985,1.3137838162234283,0.04171263616509384,0.9254945025805847,0.001865912604015281,0.04158536027496071,0.08638485987987046,4.223564009553684,1.2966064813840155,1.291465971719433,1.055891002388421,1.506191251682369,2216.5044330088663,10.5,1.5326596053593409,1.3062834154130483,0.7147178885741223
6029,M17d_multiscale_texture_no_peak_terrace,2.0210013039871706,1.5988353585376176,1.331876054137462,31.496062992125985,1.3137947523011855,0.04171298338556263,0.92550636532751,0.0018659365207959258,0.041585478881211106,0.08638535275982376,4.22358236396969,1.2966040093510394,1.2914535829651195,1.0558955909924226,1.5062661495170153,2216.5044330088663,10.5,1.5331952048130666,1.3063053547158066,0.714695949271364
6029,M17e_broad_sparse_peak_terrace,2.0210013039871706,1.5988353824775778,1.331883148969489,31.496062992125985,1.3137579773936272,0.04171181578224766,0.9254584748758298,0.0018658399676590321,0.04158510828234445,0.0863838136040757,4.223610867634423,1.2966705560213272,1.2915070309101726,1.0559027169086057,1.5069807141459892,2216.5044330088663,10.5,1.532747389913855,1.3064587888396342,0.7145425151475364
6029,M17f_broad_sparse_finetexture_terrace,2.0210013039871706,1.5988353858925377,1.331878310045285,31.496062992125985,1.313772235968015,0.04171226849198448,0.925479154152532,0.0018658816596657732,0.041585261705945946,0.08638444996050522,4.223520000886436,1.296670761865245,1.2914908426202087,1.055880000221609,1.5069234268321878,2216.5044330088663,10.5,1.532722705928949,1.306447309863855,0.7145539941233157
6029,M17g_moderate_broad_topology_terrace,2.0210013039871706,1.5988353817284549,1.3318787014443727,31.496062992125985,1.3137627354142638,0.04171196684940287,0.925467473192335,0.0018658581093898962,0.0415851282437469,0.08638389570090557,4.223536944890413,1.29675316232913,1.2915428877770814,1.0558842362226033,1.5069661625821846,2216.5044330088663,10.5,1.532731977119536,1.3064543490055716,0.714546954981599
6029,M17h_hierarchical_sparse_island_terrace,2.0210013039871706,1.5988353554625505,1.331874343014726,31.496062992125985,1.3137763297176908,0.041712398468536686,0.9254779716528984,0.0018658792755986994,0.04158529768325432,0.08638459494074421,4.223359070967899,1.296581143522501,1.291193821282553,1.0558397677419749,1.50654303069838,2216.5044330088663,10.5,1.5323325037316586,1.3063542367618624,0.7146470672253082
6029,M17i_soft_hierarchical_island_terrace,2.0210013039871706,1.5988353814505756,1.3318762503590884,31.496062992125985,1.3137857948150438,0.04171269898537765,0.9254908708512753,0.0018659052819950273,0.04158535113125129,0.08638481964446297,4.223368200526847,1.2967108785576753,1.2913202161189683,1.0558420501317118,1.5067021566869305,2216.5044330088663,10.5,1.5327235266022794,1.306394860595371,0.7146064433917996
N6342,M10_dense_island_spectral_pareto,0.7560989711345802,0.8327775467678681,0.6607335911111871,31.496062992125985,0.7470450513765459,0.02371868038120533,0.5448529653589642,0.0010984916847843417,0.02280053545978019,0.025988415325468098,2.098010586425124,0.930880412295477,0.9680213335029388,0.524502646606281,0.6457380488892925,2325.0046500093003,18.5,1.253528818169892,0.6688242885069307,0.08727468262764959
N6342,M16b_baseline_dense_microisland_terrace,0.7560989711345802,0.8327778269030126,0.6745981278314126,31.496062992125985,0.8045235786630748,0.025543623622552622,0.5967305384044606,0.001203083356740693,0.024086293379795447,0.029001498363162057,2.1890060854157483,0.8458775755296702,0.6382385561618258,0.5472515213539371,0.7507024533806357,1643.0032860065721,32.0,1.3471685201452805,0.7158303488308573,0.04026862230372297
