epoch,train_loss,val_mse
1,2.9710074365139008,1.0320791006088257
2,1.9480012655258179,1.0303328037261963
3,3.5905026495456696,1.0426044464111328
4,2.422693759202957,1.0428791046142578
5,1.8136429190635681,1.0325872898101807
