sample_id,source_type,sample_status,sample_quality,sample_folder,frame_selection_folder,shape_input_folder,num_frames_available,num_frames_used,rejected_frame_count,accepted_csv,manual_selection_file,shape_bag_npz,sample_feature_json,sample_feature_csv,preview_grid,exposure_audit_json
N6058 - Copy,accepted_v2_fallback,USABLE,0.26764389,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/rheed_shape_input_v2,7,7,359,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6061 - Copy,accepted_v2_fallback,USABLE,0.28853501,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy/rheed_shape_input_v2,16,16,451,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6061 - Copy/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6062 - Copy,accepted_v2_fallback,GOOD,0.3118202,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/rheed_shape_input_v2,16,16,458,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6063,accepted_v2_fallback,GOOD,0.3096312,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/rheed_shape_input_v2,16,16,797,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6065,accepted_v2_fallback,GOOD,0.30213314,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/rheed_shape_input_v2,16,16,422,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6067,accepted_v2_fallback,GOOD,0.30626359,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/rheed_shape_input_v2,16,16,753,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6068,accepted_v2_fallback,GOOD,0.30688992,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/rheed_shape_input_v2,16,16,673,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6070,accepted_v2_fallback,USABLE,0.29590653,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/rheed_shape_input_v2,16,16,751,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6072,accepted_v2_fallback,GOOD,0.30762821,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/rheed_shape_input_v2,16,16,503,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6073,accepted_v2_fallback,GOOD,0.33807328,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/rheed_shape_input_v2,16,16,522,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6078,accepted_v2_fallback,USABLE,0.29293348,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/rheed_shape_input_v2,16,16,380,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6080,accepted_v2_fallback,GOOD,0.32729018,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/rheed_shape_input_v2,16,16,366,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6081,accepted_v2_fallback,USABLE,0.28740837,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/rheed_shape_input_v2,16,16,168,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6082,accepted_v2_fallback,GOOD,0.31221097,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/rheed_shape_input_v2,16,16,359,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6084,accepted_v2_fallback,GOOD,0.30409559,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/rheed_shape_input_v2,16,16,421,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6085,accepted_v2_fallback,GOOD,0.30992656,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/rheed_shape_input_v2,16,16,481,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6087,accepted_v2_fallback,GOOD,0.3098772,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/rheed_shape_input_v2,16,16,351,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6088,accepted_v2_fallback,GOOD,0.32083789,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/rheed_shape_input_v2,16,16,287,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6090,accepted_v2_fallback,GOOD,0.31131094,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/rheed_shape_input_v2,16,16,256,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6093,accepted_v2_fallback,GOOD,0.30996554,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/rheed_shape_input_v2,16,16,365,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6094,accepted_v2_fallback,GOOD,0.30655485,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/rheed_shape_input_v2,16,16,325,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6095,accepted_v2_fallback,USABLE,0.29369602,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/rheed_shape_input_v2,16,16,484,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/rheed_shape_input_v2/exposure_invariance_audit_v2.json
N6097,accepted_v2_fallback,GOOD,0.31883421,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/frame_selection_v2,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/rheed_shape_input_v2,16,16,244,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/frame_selection_v2/accepted_candidate_frames.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/frame_selection_v2/manual_selected_frames.txt,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/rheed_shape_input_v2/shape_bag_v2.npz,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/rheed_shape_input_v2/sample_shape_features_v2.json,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/rheed_shape_input_v2/sample_shape_features_v2.csv,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/rheed_shape_input_v2/shape_input_overview_v2.png,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/rheed_shape_input_v2/exposure_invariance_audit_v2.json
