growth_run_id,method,persistent_peak_count_h025_generated,persistent_peak_count_h050_generated,persistent_peak_count_h075_generated,excursion_component_count_z100_generated,excursion_component_count_z150_generated,excursion_median_area_z100_px_generated,excursion_p90_area_z100_px_generated,excursion_median_area_z150_px_generated,excursion_fraction_z100_generated,excursion_fraction_z150_generated,height_skewness_generated,height_kurtosis_generated,fine_detail_rms_fraction_generated,persistent_peak_count_h025_real,persistent_peak_count_h050_real,persistent_peak_count_h075_real,excursion_component_count_z100_real,excursion_component_count_z150_real,excursion_median_area_z100_px_real,excursion_p90_area_z100_px_real,excursion_median_area_z150_px_real,excursion_fraction_z100_real,excursion_fraction_z150_real,height_skewness_real,height_kurtosis_real,fine_detail_rms_fraction_real,absolute_error_z__persistent_peak_count_h025,absolute_error_z__persistent_peak_count_h050,absolute_error_z__persistent_peak_count_h075,absolute_error_z__excursion_component_count_z100,absolute_error_z__excursion_component_count_z150,absolute_error_z__excursion_median_area_z100_px,absolute_error_z__excursion_p90_area_z100_px,absolute_error_z__excursion_median_area_z150_px,absolute_error_z__excursion_fraction_z100,absolute_error_z__excursion_fraction_z150,absolute_error_z__height_skewness,absolute_error_z__height_kurtosis,absolute_error_z__fine_detail_rms_fraction,peak_signature_mae_z
6022,M10_dense_island_spectral_pareto,73.0,46.5,33.0,25.5,20.0,32.0,168.95000000000002,18.0,0.1434326171875,0.0567626953125,0.18103328347206116,3.215386390686035,0.23095033317804337,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.319029609026645,3.302544577335639,2.3717660314974887,1.4287336119218597,3.7812674238375554,0.13330841977372435,2.1671546767535723,1.147708946047562,0.50537109375,0.4052734375,2.8036309845564213,4.445132988540814,0.11080190539360046,1.9939787466103753
6022,M16b_baseline_dense_microisland_terrace,78.5,50.5,36.5,25.5,21.5,31.25,193.3,22.5,0.157562255859375,0.065673828125,0.19606120884418488,2.671797513961792,0.20277206599712372,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.6760515962519924,3.693678438719047,2.7711095617690655,1.4287336119218597,4.089164457014768,0.2359681232854853,1.6745399099087224,0.2587661077577296,0.7879638671875,0.58349609375,2.840650675931831,5.798181790547012,0.4527634382247925,2.176235974789985
6022,M17a_fixed_sparse_peak_terrace,73.0,47.0,35.0,23.0,21.0,34.5,202.10000000000002,22.5,0.155487060546875,0.0634765625,0.20170927047729492,2.807471752166748,0.21757035702466965,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.319029609026645,3.353201024373589,2.604729367225326,1.0626932927699206,3.9888740140350674,0.19278535201662286,1.5115781753628061,0.2587661077577296,0.7464599609375,0.53955078125,2.8545640733802164,5.460474612702304,0.1567976176738739,2.003807999116277
6022,M17b_topology_sparse_peak_terrace,73.0,47.0,35.0,23.0,21.0,34.5,202.10000000000002,22.5,0.15557861328125,0.0634765625,0.20055674016475677,2.8074779510498047,0.21753061562776566,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.319029609026645,3.353201024373589,2.604729367225326,1.0626932927699206,3.9888740140350674,0.19278535201662286,1.5115781753628061,0.2587661077577296,0.748291015625,0.53955078125,2.851724937876515,5.460459183042771,0.15759244561195374,2.0037904081518425
6022,M17c_topology_sparse_finetexture_terrace,76.0,48.5,34.5,24.0,22.5,27.75,198.79999999999998,21.75,0.154754638671875,0.06231689453125,0.19373276829719543,2.8069039583206177,0.2339603304862976,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.5169343301435103,3.5020634308825183,2.5477249584981045,1.2134891327902835,4.283227070514728,0.7489660451243582,1.5718460966840782,0.3944120923711424,0.7318115234375,0.516357421875,2.8349148109803433,5.4618879101706455,0.1710018515586853,2.1149720519254536
6022,M17d_multiscale_texture_no_peak_terrace,78.5,48.5,35.0,24.5,23.0,24.25,199.09999999999997,22.0,0.154022216796875,0.06201171875,0.18068771809339523,2.7959035634994507,0.24023478478193283,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.6760515962519924,3.5020634308825183,2.604729367225326,1.2866397432107504,4.377182896538065,1.3286398521602223,1.5663262151111883,0.3487061595919452,0.7171630859375,0.51025390625,2.802779721101788,5.489269027908134,0.29649093747138977,2.192791995356986
6022,M17e_broad_sparse_peak_terrace,70.5,45.5,34.0,23.0,21.0,37.25,203.45,25.0,0.154754638671875,0.06414794921875,0.23125216364860535,2.8050026893615723,0.21332378685474396,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.1478805739210327,3.199612045442767,2.489911949672124,1.0626932927699206,3.9888740140350674,0.5259601963389119,1.4872048779701652,0.16402303138735505,0.7318115234375,0.552978515625,2.927339839858757,5.466620364783828,0.2417290210723877,1.9989722497165243
6022,M17f_broad_sparse_finetexture_terrace,74.0,48.0,34.5,22.5,21.0,32.5,200.85000000000002,22.0,0.154998779296875,0.06298828125,0.21773861348628998,2.8376505374908447,0.224479578435421,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.3858755357125245,3.4529498467149153,2.5477249584981045,0.9849223126257652,3.9888740140350674,0.06615677194008686,1.5342909304138168,0.3487061595919452,0.7366943359375,0.52978515625,2.8940506502994974,5.385356502164723,0.018613189458847046,1.9903077202802149
6022,M17g_moderate_broad_topology_terrace,73.5,47.5,34.5,23.0,21.0,34.25,201.60000000000002,22.0,0.1553955078125,0.063385009765625,0.21497250348329544,2.836807131767273,0.218719944357872,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.352564730806699,3.4033325246920176,2.5477249584981045,1.0626932927699206,3.9888740140350674,0.16122691374490422,1.5206464579382513,0.3487061595919452,0.74462890625,0.5377197265625,2.8872366333220616,5.387455826033822,0.13380587100982666,2.005893539635009
6022,M17h_hierarchical_sparse_island_terrace,71.5,47.5,36.0,25.0,20.5,31.5,193.40000000000003,22.5,0.1531982421875,0.06317138671875,0.2771560326218605,2.8760621547698975,0.22156084328889847,37.0,23.0,18.0,17.0,8.0,33.0,305.3000000000002,24.0,0.1181640625,0.0364990234375,-0.9570841789245605,5.001223564147949,0.22541023790836334,3.2170476131007986,3.4033325246920176,2.7164007029670287,1.358369863280124,3.886277842821973,0.20148532313470616,1.6726469330837468,0.2587661077577296,0.70068359375,0.533447265625,3.0404191252722574,5.289746023422516,0.07698789238929749,2.027354677792092
