growth_run_id,true_target,prior_predicted_rq_nm,prior_rq_absolute_error_nm,full23_predicted_rq_nm,full23_rq_absolute_error_nm,rq_absolute_error_change_nm
6028,6.072564601898193,6.131415614666699,0.058851012768506,3.87852286692217,1.3357839644376923,1.2769329516691863
6029,2.561024904251098,2.5997000307101343,0.0386751264590361,1.6237531489386834,0.6660100632652961,0.62733493680626
6047,3.066597064069266,2.8681638713989557,0.1984331926703104,2.6720229593845204,0.6765132935909435,0.4780801009206331
6048,2.455431633201468,1.5297524245255163,0.9256792086759518,2.171484452058728,0.3560015376109438,-0.569677671065008
6057,5.337333679199219,5.549023491713952,0.2116898125147335,0.7815733125798119,3.1729652711756806,2.961275458660947
6062,3.091214734236458,3.408657707890912,0.3174429736544533,4.362584657559564,1.2702190350391174,0.9527760613846641
6063,5.865590098313159,7.033225761753825,1.1676356634406666,6.484090089261817,1.238389014661597,0.0707533512209304
6070,3.047229528427124,2.640625388625884,0.4066041398012401,1.4471615585005575,1.0977905956589884,0.6911864558577483
6072,1.470114827156067,1.4986408335193715,0.0285260063633046,1.5413630120324022,0.0712481848763353,0.0427221785130307
6078,2.0597975274126674,2.957887415700462,0.8980898882877946,2.0083076576647123,0.5052952985224086,-0.39279458976538595
6082,1.863613247871399,1.970025130364652,0.1064118824932531,2.437321371368866,0.5737081234974672,0.46729624100421413
6084,1.9596685775258929,2.240505665401505,0.2808370878756125,2.3420757207078764,0.9500949534578154,0.6692578655822028
6085,3.1255097083820487,4.251281349216936,1.1257716408348872,3.675065331965032,1.435479336290899,0.30970769545601184
6090,4.685108184814453,4.794107297380862,0.1089991125664084,2.96491701669516,0.5553231961232608,0.4463240835568524
6095,9.867135047912596,5.787773568720253,4.079361479192343,6.950594306721535,2.1235891573287544,-1.9557723218635887
