growth_run_id,predicted_rq_absolute_error_nm,realized_rq_absolute_error_nm,rq_interval_lower_nm,rq_interval_upper_nm,rq_interval_covered,predicted_fsmi_absolute_error_nm,realized_fsmi_absolute_error_nm,fsmi_interval_lower_nm,fsmi_interval_upper_nm,fsmi_interval_covered,predicted_island_error_z,island_error_90_upper_z,realized_island_error_z,predicted_joint_error_index,realized_joint_error_index,joint_confidence_index
6022,0.7572977932124839,0.381338609144084,0.0,2.6411933295580563,True,0.7457672312933821,0.3012888489723424,0.0108637968531005,1.9529758553762204,True,2.3918696227920453,2.906907009190358,1.2234983961389498,0.7608695652173914,0.13043478260869565,25.0
6028,1.3120891564358614,1.3357839644376923,1.4854359318269483,6.271609802017391,True,1.1868380424508185,1.0640998613942187,1.360754259299866,5.341905641733418,True,2.004189141944109,2.60528408630109,1.8576770163689464,0.6304347826086956,0.5652173913043478,37.5
6029,0.4514508213631764,0.6660100632652961,0.1645085924020304,3.0829977054753366,True,0.4864891278793782,0.641417930135646,0.012785620407387,2.7463811272956624,True,1.7321910826838767,2.334771941161425,1.6633315458709648,0.17391304347826086,0.34782608695652173,100.0
6033,0.6851352799808341,0.1044855718028898,0.3579171769094289,3.951511635000794,True,0.6166424282841135,0.1330878661304075,0.2764305339644901,3.631240858457768,True,1.938719358716719,2.6147445673324157,1.844825210676004,0.4565217391304348,0.28260869565217395,62.5
6047,0.5945472998342355,0.6765132935909435,0.7955069469794998,4.548538971789541,True,0.5511649580032161,0.5896986247285856,0.6992737354570193,4.013436744668302,True,2.008633957912725,2.6120310371770796,2.048001986028955,0.5,0.5,54.166668
6048,0.5137305432251702,0.3560015376109438,0.5337303814483325,3.809238522669124,True,0.5144547258089145,0.1114579463031322,0.4128945500037781,3.0086479451805963,True,1.7766751101779987,2.3883136185682727,1.4923249443076827,0.28260869565217395,0.15217391304347827,83.333336
6056,0.5714474060832985,0.2147112770511792,0.5981478755530987,4.031282242921447,True,0.4816083249495236,0.3497394930068553,0.4916310877860081,3.3780137678024995,True,2.074771465667105,2.6750329207616086,2.376229223345317,0.4565217391304348,0.5652173913043478,62.5
6057,1.680778697455315,3.1729652711756806,0.0,3.0888005013620443,False,1.4829848519879585,2.813055256675951,0.0,2.8801274317908545,False,1.8471587880881202,2.4664567887510085,2.135112832888228,0.6304347826086957,0.8478260869565217,33.333332
6062,1.489933739332941,1.2702190350391174,2.169668397313687,6.555500917805441,True,1.3487327810658971,0.8379254810720052,1.788503552690729,5.726681068877085,True,2.2020031143556786,2.7980570054190177,2.4157641347850047,0.8478260869565217,0.7608695652173914,16.666666
6063,2.4721134280014008,1.238389014661597,3.658393923745732,9.3097862547779,True,1.598560103016648,1.4053256359060402,3.5764858413598835,8.118514321202468,True,2.17108941783507,2.774020462936827,2.434723784675069,0.8695652173913043,0.9130434782608696,12.5
6070,0.4261520318617509,1.0977905956589884,0.1460534953875276,2.7482696216135873,True,0.3510310783891585,1.0913580041685482,0.0578434535482581,2.375426524209819,True,1.9873751215406283,2.3927161693773478,2.9256262542770726,0.2826086956521739,0.8695652173913043,91.666664
6072,0.5952371140384985,0.0712481848763353,0.0810620309007212,3.001663993164083,True,0.5277721840550574,0.0794786070689468,0.0778682899981721,2.616941434215431,True,2.2108989096950444,2.812116251190481,2.2939833528511775,0.6304347826086957,0.43478260869565216,33.333332
6078,0.5039939803550597,0.5052952985224086,0.2654179820289897,3.7511973333004343,True,0.4740370439009361,0.3895269116991728,0.1873124441425646,3.3765540213186407,True,1.8426861302891424,2.442009963521185,1.970076986261263,0.21739130434782608,0.41304347826086957,95.833336
6080,1.3941099650213793,1.0658390146924153,0.612600389466265,5.108961117434305,True,1.2025759840374102,0.9331583599445574,0.5779787995837122,4.5295649807062235,True,1.575346944307135,2.2103697138376477,2.0409295158614476,0.4130434782608695,0.6086956521739131,70.833336
6081,1.103133072002787,1.9373094436085871,1.0556924081322427,4.7023773448304755,False,1.0257900271666618,1.7162063589248198,0.9625854596164858,4.255572504930628,False,1.4905982656381576,2.054704343998085,1.8740989914392643,0.32608695652173914,0.6956521739130435,79.166664
6082,0.7619109735385566,0.5737081234974672,0.5792592610986695,4.295383481639063,True,0.6604902323700214,0.6936742208370523,0.6479102597357018,3.879035712227769,True,2.0678622875462502,2.5839488144674,1.4639203975263437,0.6086956521739131,0.32608695652173914,41.666668
6084,0.5135003501396042,0.9500949534578154,0.4555895547450801,4.228561886670673,True,0.489673407772115,0.7289355087764955,0.4982841192286551,3.651323436164137,True,2.04858674341038,2.648982418598259,2.145181941104107,0.43478260869565216,0.6739130434782609,66.666664
6085,1.496325709432923,1.435479336290899,1.583688171224101,5.766442492705964,True,0.977186901051416,1.3530775626422122,1.358216515086571,5.081760194932953,True,1.6493652105754228,2.2569016083573104,1.5816944692030321,0.34782608695652173,0.5,75.0
6090,0.787296799810132,0.5553231961232608,1.107533855958751,4.822300177431569,True,0.5310579082722908,0.6578453274839271,1.0130352831871243,4.347251151203718,True,1.7552028213997706,2.417418818200498,1.3237679828624613,0.2826086956521739,0.28260869565217395,91.666664
6094,1.4484110502127192,0.1428800913529353,1.274892530309785,6.555878659054656,True,1.159227758128189,0.1035404640179638,1.2829834122816135,5.843657565752778,True,1.9235021035849573,2.5179930483150095,1.7713630492568906,0.5434782608695652,0.21739130434782608,50.0
6095,1.8960325632750403,2.1235891573287544,4.53624373384072,9.36494487960235,True,1.8355132445794493,1.3782497376906084,4.296936570548021,8.661114237259696,True,2.0566001814434367,2.662159784406768,2.057488607422326,0.8260869565217391,0.7391304347826086,20.833334
6099,1.7838562378778573,4.695161530345383,2.434215038897792,6.965132844625309,False,1.4587859615493126,4.5899514653406,1.87394017737992,6.337663175507981,False,1.7730123893295682,2.3873378948979807,1.6689377263479102,0.5434782608695652,0.6521739130434783,50.0
6101,2.5372166989113185,0.5064537148247192,0.0,4.106868561926827,True,2.029815746531496,0.567301947712715,0.0,3.622780058469933,True,2.1872115928216616,2.803824931165105,2.1306121672213174,0.9347826086956521,0.5217391304347826,8.333333
