sample_id,growth_run_id,split,sq_nm,sa_nm,analysis_scale_nm,height_increment_rms_31nm,scale_dependent_rms_slope_31nm,curvature_relief_31nm,scale_dependent_rms_curvature_31nm_inv,sdq_31nm,sdr_31nm_percent,bearing_core_span_p90_p10_nm,bearing_peak_span_p99_p90_nm,bearing_valley_span_p10_p01_nm,bearing_core_equivalent_nm,island_prominence_nm,island_median_area_nm2,island_count_per_um2,island_boundary_contrast,functional_surface_morphology_index_nm
6022,6022,retrospective_full23_loo,1.6493402243808166,1.3028529324903582,31.372549019607842,1.425068212890478,0.045424049285883984,1.0366801556013774,0.0021065664724368616,0.04496978794806358,0.1009503345558062,4.263935804367065,1.2921918272972128,1.9673316001892092,1.0659839510917664,1.127365248239617,5190.311418685121,12.0,1.7336063200563505,1.2832086750870029
6022,6022,retrospective_full23_loo,1.8781846332527803,1.437893532003116,31.372549019607842,1.7060680074588455,0.0543809177377507,1.2025444907939533,0.0024436079848086504,0.05592924034978964,0.1559233065372679,4.538464069366455,1.336724245548249,2.5543886661529545,1.1346160173416138,1.029290606422221,3521.722414455978,15.0,1.463252021963478,1.4304650624379145
6022,6022,retrospective_full23_loo,1.3597082158237876,0.9400530946704622,31.372549019607842,1.4768892704263445,0.04707584549483974,1.0941729512037734,0.002223393629750793,0.04239767309067835,0.08969426640426126,2.9930790662765503,1.72548840045929,2.792485535144806,0.7482697665691376,0.9882969835639164,3244.9058054594384,29.0,1.6181340637174955,1.1630873886091373
6028,6028,retrospective_full23_loo,5.214306898001644,3.990836583648757,31.372549019607842,5.6585495274192485,0.18036626618648854,4.147353043651581,0.008427550989482627,0.1750048508204674,1.5045705083909207,12.562278032302856,4.960604476928715,9.19049463272095,3.140569508075714,3.347866310803166,3091.118800461361,37.0,1.0181932300586618,4.415429811910861
6028,6028,retrospective_full23_loo,5.318342314224533,4.113774789525027,31.372549019607842,5.696062187647744,0.18156198223127185,4.151339497205918,0.008435651587681715,0.17631969883796836,1.5240828668993909,13.221764087677002,4.284494066238406,8.47577772140503,3.3054410219192505,4.234653069410378,6136.101499423298,25.0,1.1286395252704422,4.622158283865597
6028,6028,retrospective_full23_loo,2.3199469327011704,1.810985305432637,31.372549019607842,2.551164415176499,0.08131836573375091,1.9206314661783837,0.003902783159007794,0.07618831484014534,0.2892156806669752,5.839941501617432,2.5667574644088784,2.8951583385467528,1.459985375404358,1.4364138251223442,1522.4913494809687,45.0,1.3143684640785493,1.9886810124343297
6029,6029,retrospective_full23_loo,2.289763258630059,1.8005356630251248,31.372549019607842,2.5178991719694683,0.0802580361065268,1.8628674574304134,0.003785404888106645,0.0777370981174458,0.3010951911367995,5.80947470664978,1.796218037605287,3.3011726856231687,1.452368676662445,1.6572577964384,2099.19261822376,42.0,1.2442245162965964,1.995444078972699
6029,6029,retrospective_full23_loo,2.223264821282137,1.758793004730091,31.372549019607842,2.4190728050171244,0.07710794565992084,1.7801466939660138,0.0036173137117231267,0.07403594855424347,0.2731421005077588,5.568954586982727,2.038027429580689,2.961653542518616,1.3922386467456818,2.1260670145916682,4951.9415609381,33.0,1.2970684209189987,2.0210013039871706
6029,6029,retrospective_full23_loo,2.5294087791556144,2.0002075968845343,31.372549019607842,2.7420816332789753,0.08740385206076734,2.011754884854525,0.004087948793364547,0.08441554634861695,0.35491000710461773,6.454939484596252,2.830209851264963,2.8597306728363043,1.613734871149063,2.100094905465007,3806.228373702422,40.0,1.2588137214625843,2.2351114969367405
6033,6033,retrospective_full23_loo,2.1352259927662405,1.688959763228938,31.372549019607842,2.439332195092772,0.07775371371858211,1.8204018183786341,0.003699113382502209,0.073976279057139,0.27279950794454016,5.408937931060791,2.300979018211367,2.539029955863953,1.3522344827651978,1.8037031707038318,4244.521337946943,47.0,1.2491898355261248,1.9444936411797933
