protocol,target,group_count,mean_absolute_error,median_absolute_error,rmse,pearson_r,pearson_pvalue,spearman_rho,spearman_pvalue,true_min,true_max,predicted_min,predicted_max,standard_deviation_ratio,interval_coverage
prior_M12_strict15_train14,Rq_nm,15,0.6635338818399001,0.28083708787561235,1.1942502343768837,0.8361138901590162,0.00010291126451677489,0.932142857142857,4.2412182315433465e-07,1.470114827156067,9.867135047912596,1.4986408335193715,7.033225761753825,0.7964294824886163,0.8666666666666667
prior_M12_strict15_train14,FSMI_nm,15,0.7217547500785774,0.4165156904514773,1.1887576140645881,0.7647852632920831,0.0008960587571186517,0.8321428571428571,0.00011902824493849783,1.4268805447108657,8.567125493610352,1.256021668381362,4.918527800167603,0.6862812433154756,0.9333333333333333
new_M13_full23_train22_all23,Rq_nm,23,1.090286533841713,0.6765132935909435,1.5182386636793965,0.7456703213452184,4.429458680555968e-05,0.599802371541502,0.0024841109463468844,0.481030598282814,9.394835472106934,0.7815733125798119,6.950594306721535,0.6996477025701101,0.8695652173913043
new_M13_full23_train22_all23,FSMI_nm,23,0.9795391922014263,0.6936742208370523,1.390436049042099,0.7259637873934927,8.808722639548413e-05,0.5800395256916997,0.0037163658757959064,0.3286650711030523,8.69575314178455,0.6839964895136466,6.479025403903858,0.7237154488833132,0.8695652173913043
new_M13_full23_train22_same15,Rq_nm,15,1.0685607350358135,0.9500949534578154,1.3064723201079982,0.7632198995667228,0.0009316983354433724,0.5071428571428571,0.05366366378080595,1.391980767250061,9.07418346405029,0.7815733125798119,6.950594306721535,0.8706108102831106,0.9333333333333333
new_M13_full23_train22_same15,FSMI_nm,15,0.9223417744388361,0.7289355087764955,1.1260261960377926,0.7681046476914948,0.0008241337460539605,0.48214285714285704,0.06874953772064371,1.3458682689199004,7.857275141594466,0.6839964895136466,6.479025403903858,0.9482113453399829,0.9333333333333333
