model_name,fold,latent_mse,status
ridge,1,1.0363796949386597,ok
ridge,2,0.5307132005691528,ok
ridge,3,0.8798271417617798,ok
ridge,4,0.36331790685653687,ok
ridge,5,0.7226126790046692,ok
knn,1,1.0440723896026611,ok
knn,2,0.5964334011077881,ok
knn,3,1.2243998050689697,ok
knn,4,0.21478307247161865,ok
knn,5,0.6884870529174805,ok
mlp,1,1.7521090507507324,ok
mlp,2,1.25259530544281,ok
mlp,3,1.3655953407287598,ok
mlp,4,10.461061477661133,ok
mlp,5,1.728111743927002,ok
