cross_validation_fold,growth_run_id,method,island_feature_mae_z,island_feature_rmse_z,afm_prior_mahalanobis,held_real_afm_prior_mahalanobis,afm_likeness_percentile,held_real_likeness_percentile,boundary_ratio_q70_absolute_error,median_area_q70_log_absolute_error,component_count_q70_log_absolute_error,generated__log_component_count_q55,true__log_component_count_q55,generated__log_component_count_q70,true__log_component_count_q70,generated__log_component_count_q82,true__log_component_count_q82,generated__log_median_area_q55,true__log_median_area_q55,generated__log_median_area_q70,true__log_median_area_q70,generated__log_median_area_q82,true__log_median_area_q82,generated__median_solidity_q70,true__median_solidity_q70,generated__median_eccentricity_q70,true__median_eccentricity_q70,generated__boundary_gradient_ratio_q55,true__boundary_gradient_ratio_q55,generated__boundary_gradient_ratio_q70,true__boundary_gradient_ratio_q70,generated__boundary_gradient_ratio_q82,true__boundary_gradient_ratio_q82,generated__log_valley_component_count_q18,true__log_valley_component_count_q18,generated__log_valley_median_area_q18,true__log_valley_median_area_q18,generated__gradient_p90,true__gradient_p90,generated__laplacian_rms,true__laplacian_rms,generated__flat_fraction,true__flat_fraction,source
26,N6390,M21c_strong_growth_layer,0.9734892805571734,1.2124808002371965,4.397599445195719,1.8690158958464689,14.814814814814817,96.29629629629628,0.0194414854049682,0.5928118328288696,0.6567033226856993,2.5249280036247685,3.020127355638707,3.044522437723423,3.7012257604091223,3.420807738238796,3.784189633918261,3.1892130918257933,4.629279472123328,3.525927811477947,4.1187396443068165,3.326431514676673,3.784189633918261,0.9052139037433156,0.9089968003011482,0.8010616873197514,0.7801064831365703,1.3108296990394592,1.3109353184700012,1.2879790663719175,1.2685375809669497,1.2617633938789368,1.2407156825065613,3.3460418712533144,3.713274536198652,3.208366141256163,3.58351893845611,0.5224077999591827,0.6440058052539825,0.2516263499855995,0.2920278310775757,0.056610107421875,0.056396484375,m21
0,6022,M22c_gap_completion_strong,1.5716065184478716,2.104276473655852,4.67824697046947,7.230646592150729,7.407407407407407,7.407407407407407,0.1147792339324951,1.1418710025962833,0.341337940346325,2.1910133173369406,1.9459101490553132,2.8262445901343254,2.4849066497880004,3.1073040492110957,2.833213344056216,3.1567740231385475,3.8918202981106265,3.379917574452757,4.5217885770490405,3.3561742413197635,3.912023005428146,0.8750393987968732,0.875,0.7959237568790463,0.8332163932399214,1.420926868915558,1.4820700883865356,1.3763470649719238,1.491126298904419,1.30027174949646,1.3911908864974976,3.398970206487465,2.6390573296152584,3.5524827241349213,4.343805421853684,0.4939231276512146,0.5511141419410706,0.2086633592844009,0.2186577022075653,0.07745361328125,0.2662353515625,inclusive
1,6028,M22c_gap_completion_strong,1.0986779821559896,1.5459799687242048,5.78741822801506,2.3343683930115557,11.11111111111111,70.37037037037037,0.058663785457611,1.0499374724554058,0.3905790289413295,2.772588722239781,2.3978952727983707,3.60945485380953,3.218875824868201,3.610552549091248,3.4339872044851463,3.258096538021482,4.7140245909001735,3.3567817748088475,4.406719247264253,3.1771850203986753,4.102643365036796,0.879194228741252,0.8669724770642202,0.8398021269643051,0.8187819961961784,1.1714868545532229,1.2051212787628174,1.0567180514335632,1.1153818368911743,1.026548445224762,0.9653605818748474,3.783931302731941,3.7612001156935624,3.4339872044851463,3.7013019741124937,0.5742156803607941,0.6298157572746277,0.2526808828115463,0.2675158679485321,0.048919677734375,0.10345458984375,inclusive
2,6029,M22c_gap_completion_strong,1.6343971313815058,1.8570714948740132,4.801858736477465,2.3838947757800972,11.11111111111111,70.37037037037037,0.3447169661521911,0.8051241973576988,0.390599841028993,2.3502401828962083,2.4849066497880004,3.0433873634561532,3.4339872044851463,3.0546237913821823,3.5263605246161616,3.6050398140853943,4.848116364598481,3.583132987066819,4.388257184424518,3.877240773735191,4.197201947661808,0.911566122049993,0.8620689655172413,0.7672102726049411,0.8168899108266634,1.6597353219985962,1.330017328262329,1.5867028832435608,1.2419859170913696,1.4889508485794067,1.154369592666626,3.1771850203986753,3.6375861597263857,3.624252036185305,3.58351893845611,0.518441915512085,0.6206924915313721,0.2037695199251175,0.2824911773204803,0.129119873046875,0.08056640625,inclusive
3,6033,M22c_gap_completion_strong,1.5694923027351568,1.7833039308112315,4.783063235124466,2.4278038394743167,11.11111111111111,62.96296296296296,0.3030694723129272,0.7289996723096666,0.8150285998184179,2.1383330595080277,2.6390573296152584,2.7403194616709956,3.5553480614894135,3.091042453358316,3.5263605246161616,3.3977130470041086,4.976733742420574,3.781859834207183,4.51085950651685,3.8863763582343704,4.069026754237811,0.90829307568438,0.8677156177156178,0.7948640989119365,0.7928278926368593,1.6393858790397644,1.3430805206298828,1.541602611541748,1.2385331392288208,1.3767971396446228,1.2252105474472046,2.9444389791664403,3.713572066704308,3.5317380769894564,3.5263605246161616,0.4849312752485275,0.6502653956413269,0.1904290691018104,0.2980170547962188,0.12396240234375,0.07080078125,inclusive
4,6047,M22c_gap_completion_strong,1.207456175529963,1.403054980238335,3.185877421738143,1.6959569154574234,37.03703703703704,100.0,0.211573839187622,0.9649817848522648,0.2307772873796039,2.470821211304652,2.2975599250672953,3.218075184184714,3.448852471564318,3.3667009459186796,3.5614333292995415,3.4782727215757845,4.619561086700818,3.6039299357162378,4.568911720568503,3.4928209088196045,3.959132343047637,0.90282131661442,0.8882567368032483,0.7910098380285864,0.8193906873265215,1.3942879438400269,1.2353611588478088,1.339514672756195,1.127940833568573,1.245730757713318,1.0942679047584534,3.41759229307365,3.7494348669884654,3.5670468605964327,3.604115086616335,0.5182108283042908,0.6803716719150543,0.2231853380799293,0.3077315837144851,0.06793212890625,0.091400146484375,inclusive
5,6048,M22c_gap_completion_strong,1.4572278853910898,1.6657257276424136,5.065802950470933,2.324291730569547,11.11111111111111,70.37037037037037,0.319581925868988,0.1191746941318081,0.6136148332451015,2.1910133173369406,2.5619819897016294,2.833213344056216,3.4468281773013176,3.113268334643733,3.4578617243156566,3.887427883332761,4.488573242404236,4.106352000324038,4.225526694455846,3.834747625503847,4.118210263632696,0.9052252898936648,0.8901665276039494,0.797550620914344,0.8201878635727755,1.686558723449707,1.348897635936737,1.6125432252883911,1.292961299419403,1.3602810502052307,1.222836971282959,2.93886789088982,3.7461015213093702,3.8848477080531056,3.475407384221292,0.4921096116304397,0.6227208375930786,0.1857911944389343,0.2956933677196502,0.14593505859375,0.07244873046875,inclusive
6,6056,M22c_gap_completion_strong,1.6938693532522855,1.9724170554635625,4.836484742700205,2.038723547545781,11.11111111111111,85.18518518518519,0.4028401970863342,0.504978762967375,0.5978022773277099,2.2975599250672953,2.3502401828962083,2.943052015725078,3.540854293052788,3.020127355638707,3.676220550121791,3.293775007412398,4.584133797777137,3.8322906181026326,4.337269381070008,3.937749646222604,3.886692048027032,0.9111842105263156,0.8622497294372294,0.8111767019158674,0.8158927448970099,1.6417792439460754,1.2984737753868103,1.6262856721878052,1.223445475101471,1.4218199849128723,1.2222270965576172,2.967447097809794,3.951058773138224,3.657941752254892,3.41759229307365,0.4876821041107178,0.6727236807346344,0.1908639147877693,0.3298550099134445,0.13482666015625,0.068328857421875,inclusive
7,6057,M22c_gap_completion_strong,1.1355439348581489,1.5527626332208384,4.031553694942217,2.31409072764142,14.814814814814817,74.07407407407408,0.0232203006744384,1.331117511111824,0.2873694747548216,2.9444389791664403,2.302585092994046,3.688566856416977,3.4011973816621555,3.519391770694271,3.58351893845611,3.4526260743820094,5.231108616854587,3.4138146172514263,4.74493212836325,3.3407409173294997,3.9219733362813143,0.9079081030002362,0.8657296650717703,0.8028722054143207,0.8312899444812171,1.214159905910492,1.2468736171722412,1.1392899751663208,1.1625102758407593,1.0872830152511597,1.11772620677948,3.794920756091329,3.6375861597263857,3.448852471564318,3.713572066704308,0.6002244353294373,0.638017475605011,0.28213070333004,0.2803309559822082,0.045196533203125,0.09112548828125,inclusive
8,6062,M22c_gap_completion_strong,1.1962109014086215,1.4797410021192874,5.649838429305427,2.7952723522433525,11.11111111111111,48.148148148148145,0.0461653470993042,0.8891166996829014,0.0936057710440732,2.9174053685313024,2.799210979499187,3.594961085372904,3.688566856416977,3.525927811477947,3.9112223647446593,3.015943230803449,4.544538142241572,3.411098695310245,4.300215394993146,3.124021437254215,3.676220550121791,0.9068181818181816,0.8787944165062809,0.7793715475372829,0.8141217596533903,1.1530424356460571,1.142972469329834,1.0958112478256226,1.0496459007263184,1.024494707584381,1.0124452710151672,3.7373860911989354,4.158394563535758,3.6100954688875544,3.295836866004329,0.5854839384555817,0.7587103843688965,0.2615498155355453,0.3760205209255218,0.049591064453125,0.07135009765625,inclusive
9,6063,M22c_gap_completion_strong,1.1697724549462891,1.4713550246111202,4.533306673324765,2.760950526222978,14.814814814814817,55.55555555555556,0.0810036063194274,1.0772745070833205,0.3432178729859796,2.8029010331479984,2.1972245773362196,3.5400132499612953,3.1967953769753157,3.617088589874924,3.329646959841819,3.742745804015377,5.129206733907794,3.5127691573192603,4.590043664402581,3.4508686033282867,4.150760827470364,0.8714545927660682,0.8889213818473769,0.8112566536114381,0.8428002163606365,1.1177465319633484,1.2177042961120603,1.022959291934967,1.1039628982543943,0.9784917533397676,1.0288426876068115,3.7711067315967015,3.713572066704308,3.569433499972762,3.7612001156935624,0.6135473251342773,0.6828520596027374,0.2730201333761215,0.275274246931076,0.0531005859375,0.113189697265625,inclusive
10,6070,M22c_gap_completion_strong,1.9615918335665716,2.411893109410226,6.320689416118327,3.8763151071997526,11.11111111111111,18.51851851851852,0.4704725742340088,0.3068526269598997,0.9099651730973756,2.0794415416798357,2.5649493574615367,2.6735537653587342,3.58351893845611,3.039966597547795,3.7612001156935624,3.9300925287360826,3.9219733362813143,4.258096345541327,3.951243718581427,3.7012257604091223,3.5115454388310208,0.8948746726524504,0.8414327607875995,0.8286051694398482,0.8333069209571575,1.7057875990867617,1.246923804283142,1.611134052276611,1.1406614780426023,1.4661419987678528,1.0861395597457886,3.020127355638707,3.871201010907891,3.525927811477947,3.49650756146648,0.4901856929063797,0.6992306709289551,0.1933717802166938,0.3946378827095032,0.148681640625,0.072509765625,inclusive
11,6072,M22c_gap_completion_strong,1.0920792643889146,1.3614899636800255,4.7453749232476765,2.941606039639898,11.11111111111111,40.74074074074074,0.0078434944152832,0.400180632433547,0.4844029250319126,2.4814223151299535,2.833213344056216,3.2291691416723953,3.713572066704308,3.5972184255501674,3.7612001156935624,2.9444389791664403,4.330733340286331,3.694163929788554,4.0943445622221,3.3749655968942847,3.8607297110405954,0.8650556194859993,0.8620689655172413,0.8161776109525359,0.8272724472112294,1.189795970916748,1.2613524198532104,1.1871970891952517,1.195040583610535,1.175216555595398,1.1319019794464111,3.610917912644224,4.04305126783455,3.2283848277860816,3.5263605246161616,0.5410695374011993,0.7436349987983704,0.273983970284462,0.404354989528656,0.046875,0.07427978515625,inclusive
12,6078,M22c_gap_completion_strong,1.2426020325342089,1.5001284562346786,3.565519600583474,2.441445025011497,22.22222222222222,59.25925925925926,0.1643642783164978,0.3703866418898709,0.8076053457599208,2.6364997792818734,2.8314802400679726,2.9700856263602153,3.777690972120136,3.255129170261575,3.881510654509259,3.8359133989393905,4.282419922441795,3.654606182846381,4.024992824736252,3.6149193890756255,3.5964671106078994,0.9037716167236648,0.8647179219379074,0.7976493602705595,0.8174364249326089,1.4392520189285278,1.2785679697990415,1.37637859582901,1.2120143175125122,1.2986390590667725,1.1767592430114746,3.384246605824315,4.007333185232471,3.41759229307365,3.42506308307275,0.5162593722343445,0.720882385969162,0.2181622236967086,0.3837521523237228,0.07177734375,0.05621337890625,inclusive
13,6080,M22c_gap_completion_strong,1.2386697687791437,1.728818804263754,5.176596612757022,3.0754470424016898,11.11111111111111,37.03703703703704,0.0796024203300476,1.4380971526192692,0.010395384834537,2.995732273553991,2.5619819897016294,3.4396779022302195,3.4292825173956825,3.535786682105766,3.6622449896742664,2.9018139048129585,5.330625688091023,3.2483874950929312,4.6864846477122,3.255129170261575,3.810352543419131,0.9039348010473134,0.8702433777060643,0.7972639991251459,0.8248144362813488,1.1800293922424316,1.1419971585273745,1.1241967678070068,1.0445943474769592,1.0393184423446655,1.0052145421504974,3.737669618283368,3.848106319673203,3.384246605824315,3.802696182407467,0.5828989446163177,0.690293937921524,0.2637233138084411,0.2735916078090668,0.051910400390625,0.085479736328125,inclusive
14,6082,M22c_gap_completion_strong,0.7946493125684266,1.1250812308253768,3.74753732920398,3.742761087790996,22.22222222222222,22.22222222222222,0.0185819268226623,1.0152071402197986,0.2355223768770731,2.5619819897016294,2.70805020110221,3.198464827608073,3.4339872044851463,3.4657359027997265,3.6375861597263857,3.525927811477947,4.400603020246817,3.528087642050205,4.543294782270004,3.592693507790208,3.871201010907891,0.9245192307692308,0.8888888888888888,0.7993718458184558,0.7516060590292841,1.307207703590393,1.312340497970581,1.2544304728507996,1.2358485460281372,1.151705026626587,1.1538513898849487,3.624252036185305,3.6635616461296463,3.308701488987239,3.4339872044851463,0.5266216695308685,0.5832875967025757,0.2325258105993271,0.2570411264896393,0.057373046875,0.0675048828125,inclusive
15,6084,M22c_gap_completion_strong,0.9479780547775978,1.0868558969682864,3.632979715421744,3.289944568398289,22.22222222222222,29.62962962962963,0.0651996135711669,0.1963482537346821,0.3993523605710312,2.5619819897016294,3.198464827608073,3.461321945737944,3.860674306308975,3.50244099485643,3.9207464622300066,3.667490939435907,4.103018881389406,3.7495040759303713,3.9458523296650534,3.5537127370553523,3.57652581746874,0.8831174590179911,0.9206699346405228,0.8099875298194293,0.7745965550844633,1.1914579272270205,1.2550053000450134,1.11392742395401,1.179127037525177,1.0702742338180542,1.1377792954444883,3.688566856416977,3.998158615898373,3.4578617243156566,3.1675271257490296,0.558812141418457,0.6884288787841797,0.2449647933244705,0.3429757207632065,0.047607421875,0.050262451171875,inclusive
16,6085,M22c_gap_completion_strong,1.0885810442986157,1.5119240011878226,5.1805520745668785,2.785601057336456,11.11111111111111,48.148148148148145,0.10791677236557,0.8418749726993253,0.1393567012345107,2.585241997519076,2.9700856263602153,3.383095857330175,3.5224525585646855,3.538326907721975,3.449861553642436,3.426121284525939,4.8131418621859865,3.60945485380953,4.4513298265088554,3.3140206880897667,4.173913672891249,0.8778431372549019,0.9148295933417614,0.8412356718254581,0.7966557927215181,1.1749409437179563,1.2406062483787537,1.051076352596283,1.158993124961853,0.989981770515442,1.0863714218139648,3.7012257604091223,3.3667009459186796,3.610552549091248,3.6975537732812422,0.5720509588718414,0.5601420402526855,0.2431727349758148,0.2386395782232284,0.05511474609375,0.066070556640625,inclusive
17,6090,M22c_gap_completion_strong,0.897993744193807,1.1690471374819789,5.061095253626715,1.9885818051850956,11.11111111111111,92.5925925925926,0.1387539505958557,0.8636780827262993,0.1441382130548469,3.017740716262378,2.6390573296152584,3.511434043041321,3.367295829986474,3.4811217321331034,3.4657359027997265,3.308701488987239,4.290459441148391,3.3029871410754272,4.1666652238017265,3.43476703308097,3.970291913552122,0.8816287878787878,0.8839285714285714,0.8186632921600226,0.8200550209467081,1.174000322818756,1.2995814085006714,1.0679860711097715,1.2067400217056274,0.9523317217826844,1.1721618175506592,3.794920756091329,3.4657359027997265,3.705173548910512,3.688879454113936,0.6043994724750519,0.5586870312690735,0.2718632519245147,0.2290662825107574,0.050537109375,0.07061767578125,inclusive
18,6094,M22c_gap_completion_strong,1.0678141153884264,1.2883198343515203,3.621700505728066,2.136288007809548,22.22222222222222,81.48148148148148,0.1357877850532531,0.9177391812916182,0.1493659543191832,2.171902710926842,2.668769039850659,3.14578456977916,3.295150524098343,3.349750170080839,3.4811217321331034,3.384246605824315,4.960921527410219,3.60945485380953,4.527194035101148,3.547532188643565,3.9658220107271553,0.8831818181818182,0.8859023448088914,0.8015386474865847,0.8212645828224825,1.2697479128837583,1.1636295914649963,1.2145521640777588,1.0787643790245056,1.1694908738136292,1.0215283036231997,3.569433499972762,3.688566856416977,3.431901695726477,3.4886406708153737,0.5322026908397675,0.6539724469184875,0.2365375012159347,0.3001382052898407,0.056304931640625,0.099273681640625,inclusive
19,6095,M22c_gap_completion_strong,1.2147280648641146,1.869529387700128,5.635550387260163,3.2869614347470897,11.11111111111111,25.925925925925927,0.4054999947547912,0.1343739428624903,0.0362853464174177,2.596478425445105,2.833213344056216,3.3649120352447377,3.4011973816621555,3.676220550121791,3.4011973816621555,4.921430684109236,5.0238805208462765,4.524337010053631,4.658710952916121,3.988812549392296,4.102643365036796,0.9306393899023024,0.918010752688172,0.7564633372138141,0.8117307341726034,1.6719752550125122,1.1978702545166016,1.4545451998710632,1.049045205116272,1.272840976715088,0.956813633441925,3.2769667020129054,3.367295829986474,3.672359527074837,3.6375861597263857,0.523626834154129,0.6436891555786133,0.1939215436577797,0.2438632249832153,0.110992431640625,0.1246337890625,inclusive
20,6099,M22c_gap_completion_strong,0.5958041158191867,0.8005291991448071,5.039697461186217,4.763330425864603,11.11111111111111,11.11111111111111,0.0505185723304748,0.0654534221210489,0.144138566731546,2.833213344056216,3.258096538021482,3.569433499972762,3.713572066704308,3.5553480614894135,3.713572066704308,5.025220482746146,5.059425458265688,4.508104678611366,4.442651256490317,4.007333185232471,4.051784947803305,0.9296228245777408,0.9269722814498934,0.744970648965811,0.7929019149237089,1.45818430185318,1.4441661834716797,1.2212169766426086,1.1706984043121338,1.045479416847229,1.0146788358688354,3.1112881340356844,3.4657359027997265,3.6622449896742664,3.871201010907891,0.5161497294902802,0.6273052096366882,0.1884871050715446,0.2451227009296417,0.087677001953125,0.1044921875,inclusive
21,6101,M22c_gap_completion_strong,3.1600758360712895,3.449012834426722,7.552605454741435,13.234689695596318,7.407407407407407,7.407407407407407,0.3686296343803406,0.4383725308567521,1.1076215414194488,2.596478425445105,1.039720770839918,3.1112881340356844,2.0036665926162356,3.2769667020129054,1.9356005054539456,3.26562099641187,2.232954059327292,3.332204510175204,2.8938319793184517,3.545038417888046,3.974722210125313,0.8990914547637237,0.9226596980255516,0.7615496508726767,0.8049366521217793,1.1736235618591309,1.523898363113403,1.1231242418289185,1.491753876209259,1.0967159271240234,1.3618739247322085,3.384246605824315,2.0715673631957663,3.41759229307365,4.352996857153951,0.4887502193450928,0.3328676074743271,0.232346661388874,0.1559476628899574,0.05596923828125,0.226593017578125,inclusive
22,N6342,M22c_gap_completion_strong,0.955465180341738,1.0362760870639722,5.2665048270984585,3.3162862326562483,11.11111111111111,29.62962962962963,0.1287118792533874,0.3525325565919663,0.5218150771253782,2.5184763012068148,3.198464827608073,3.295836866004329,3.8176519431297073,3.4782727215757845,3.912023005428146,3.1934396596813226,3.7549415305774567,3.464636061222193,3.817168617814159,3.197213262499014,3.441731293206546,0.879454658949041,0.904472104519774,0.7959973687038988,0.8104761832893359,1.1823666095733645,1.3029215931892395,1.158546805381775,1.2872586846351624,1.1838847994804382,1.293465435504913,3.535786682105766,3.7954260618442905,3.295836866004329,3.375843046666124,0.5235844552516937,0.6481396555900574,0.2669385224580765,0.3105727434158325,0.050445556640625,0.046661376953125,inclusive
23,N6358,M22c_gap_completion_strong,0.9298711976207192,1.2198081825490792,4.891471527274848,1.961596680564272,11.11111111111111,92.5925925925926,0.1234724521636962,0.9124297088272,0.050891347154971,2.770631772579213,2.5649493574615367,3.40064151723581,3.349750170080839,3.383095857330175,3.4339872044851463,3.1107918560793086,4.081685658229956,3.2384861814448413,4.150915890272041,3.295150524098343,3.951243718581427,0.8867424242424242,0.897860962566845,0.820184335850384,0.8033757138125728,1.1868359446525574,1.3035703897476196,1.1563727855682373,1.2798452377319336,1.165732979774475,1.2627838850021362,3.5537127370553523,3.4011973816621555,3.4758860821994557,3.772694874805912,0.5315334796905518,0.5485012829303741,0.2702803760766983,0.2214557528495788,0.048065185546875,0.068572998046875,inclusive
24,N6382,M22c_gap_completion_strong,1.3013566492676305,1.5192295557892543,5.1689564423845615,4.180679222483992,11.11111111111111,14.814814814814817,0.2619171738624573,0.6788439246041915,0.4825404480217936,2.7403194616709956,3.044522437723423,3.255129170261575,3.737669618283368,3.480173864550654,3.921924319076236,2.962127898707266,4.025192226533511,3.2430803944720443,3.921924319076236,3.1567740231385475,3.590415599522278,0.8963026556776557,0.9158054292407332,0.8089425906040242,0.772789718331812,1.1960871815681458,1.3518766164779663,1.168093740940094,1.4300109148025513,1.15865957736969,1.524690866470337,3.5487744253073963,3.713572066704308,3.3050114353384275,3.464636061222193,0.5507934391498566,0.6395599544048309,0.2936356216669082,0.2811871767044067,0.04205322265625,0.05426025390625,inclusive
25,N6389,M22c_gap_completion_strong,0.8630166721579163,1.1708333974987286,3.651197772634419,2.9674408110045003,25.925925925925927,40.74074074074074,0.0609818696975708,0.2876820724517812,0.4518198071602981,2.3978952727983707,2.995732273553991,3.131699131295812,3.58351893845611,3.3667009459186796,3.688879454113936,3.5323795138959007,4.007167868649712,3.58351893845611,3.871201010907891,3.5549397315361357,3.6176294228102943,0.8647546419098143,0.914745997420138,0.8244251873099354,0.7599574362777434,1.2929324507713318,1.3162973523139954,1.2266681790351868,1.2876500487327576,1.1373655200004578,1.3231667876243591,3.5400132499612953,3.5263605246161616,3.555143938196111,3.657109943711693,0.542585551738739,0.5925054252147675,0.2478593215346336,0.2560243606567383,0.0589599609375,0.0648193359375,inclusive
26,N6390,M22c_gap_completion_strong,0.9734892805571734,1.2124808002371965,4.397599445195719,1.8690158958464689,14.814814814814817,96.29629629629628,0.0194414854049682,0.5928118328288696,0.6567033226856993,2.5249280036247685,3.020127355638707,3.044522437723423,3.7012257604091223,3.420807738238796,3.784189633918261,3.1892130918257933,4.629279472123328,3.525927811477947,4.1187396443068165,3.326431514676673,3.784189633918261,0.9052139037433156,0.9089968003011482,0.8010616873197514,0.7801064831365703,1.3108296990394592,1.3109353184700012,1.2879790663719175,1.2685375809669497,1.2617633938789368,1.2407156825065613,3.3460418712533144,3.713274536198652,3.208366141256163,3.58351893845611,0.5224077999591827,0.6440058052539825,0.2516263499855995,0.2920278310775757,0.056610107421875,0.056396484375,inclusive
0,6022,M22c_gap_completion_strong,2.572010862107235,3.545484108375725,9.918746120926825,17.634645187654595,3.8461538461538463,3.8461538461538463,0.1347172260284423,1.3760040072698807,0.4295661590171034,2.4849066497880004,1.9459101490553132,2.9144728088051037,2.4849066497880004,3.091042453358316,2.833213344056216,3.129312491919483,3.8918202981106265,3.14578456977916,4.5217885770490405,3.777690972120136,3.912023005428146,0.9298029556650248,0.875,0.7975716606682761,0.8332163932399214,1.385623037815094,1.4820700883865356,1.3564090728759766,1.491126298904419,1.3039395809173584,1.3911908864974976,3.2384861814448413,2.6390573296152584,3.258096538021482,4.343805421853684,0.4904164969921112,0.5511141419410706,0.2072110772132873,0.2186577022075653,0.074005126953125,0.2662353515625,exclude_6022_6101
1,6028,M22c_gap_completion_strong,1.2864386652446855,1.6112511720251943,5.904265842227094,3.3801954776864145,8.0,56.0,0.0441794991493225,0.669333156065318,0.2776317365982796,2.8995463272302633,2.3978952727983707,3.49650756146648,3.218875824868201,3.6632328069201607,3.4339872044851463,3.525927811477947,4.7140245909001735,3.7373860911989354,4.406719247264253,3.650573902928016,4.102643365036796,0.8811507936507936,0.8669724770642202,0.8134473540624848,0.8187819961961784,1.1687926054000854,1.2051212787628174,1.0712023377418518,1.1153818368911743,1.0034036934375763,0.9653605818748474,3.881510654509259,3.7612001156935624,3.268345798795653,3.7013019741124937,0.6034313440322876,0.6298157572746277,0.2644224911928177,0.2675158679485321,0.046600341796875,0.10345458984375,exclude_6022_6101
2,6029,M22c_gap_completion_strong,1.9625666955335952,2.1923188795064985,10.005478558426285,2.8142330873927133,4.0,84.0,0.3211361765861511,0.3813373931800434,0.4496334244924633,2.282174095733918,2.4849066497880004,2.984353779992683,3.4339872044851463,3.170179651863876,3.5263605246161616,4.130375677350257,4.848116364598481,4.006919791244474,4.388257184424518,3.8571155724245423,4.197201947661808,0.9057618071151904,0.8620689655172413,0.79479702648409,0.8168899108266634,1.6557208895683289,1.330017328262329,1.5631220936775208,1.2419859170913696,1.3792304396629331,1.154369592666626,3.1269144057877365,3.6375861597263857,3.691839425369431,3.58351893845611,0.5089706629514694,0.6206924915313721,0.1990616768598556,0.2824911773204803,0.12554931640625,0.08056640625,exclude_6022_6101
3,6033,M22c_gap_completion_strong,2.274137025413701,2.5489618744752836,10.516244801192292,3.4269139593058457,4.0,60.0,0.3127872943878174,0.8525854179253618,0.5352207058507066,2.3937458713910233,2.6390573296152584,3.020127355638707,3.5553480614894135,2.9444389791664403,3.5263605246161616,3.6002124464724785,4.976733742420574,3.658274088591488,4.51085950651685,4.0294800088847085,4.069026754237811,0.9279100529100528,0.8677156177156178,0.7780855573155285,0.7928278926368593,1.6206738352775574,1.3430805206298828,1.5513204336166382,1.2385331392288208,1.424092173576355,1.2252105474472046,2.995732273553991,3.713572066704308,3.4345072253328532,3.5263605246161616,0.5080884695053101,0.6502653956413269,0.1985018476843834,0.2980170547962188,0.118255615234375,0.07080078125,exclude_6022_6101
4,6047,M22c_gap_completion_strong,1.8114727302404812,1.9861513557205157,6.9409694723154765,2.7768351356935996,8.0,84.0,0.2594302296638489,0.8556371843698498,0.2150031085121408,2.3937458713910233,2.2975599250672953,3.233849363052177,3.448852471564318,3.257356345436265,3.5614333292995415,3.746101521309371,4.619561086700818,3.7132745361986528,4.568911720568503,3.5182940754125527,3.959132343047637,0.90508658008658,0.8882567368032483,0.7549483786805835,0.8193906873265215,1.3858936429023745,1.2353611588478088,1.387371063232422,1.127940833568573,1.318768322467804,1.0942679047584534,3.3961722137354045,3.7494348669884654,3.4468281773013176,3.604115086616335,0.5128878355026245,0.6803716719150543,0.219514861702919,0.3077315837144851,0.068756103515625,0.091400146484375,exclude_6022_6101
5,6048,M22c_gap_completion_strong,2.004019844071148,2.305565979685099,11.696616202428435,3.329619163060345,4.0,72.0,0.2739400863647461,0.0710575681579568,0.5294228087700152,2.4414009612931853,2.5619819897016294,2.9174053685313024,3.4468281773013176,3.044522437723423,3.4578617243156566,3.559413124531039,4.488573242404236,4.154469126297889,4.225526694455846,3.673408168259408,4.118210263632696,0.8786764705882353,0.8901665276039494,0.7880095772983402,0.8201878635727755,1.6476536393165588,1.348897635936737,1.5669013857841492,1.292961299419403,1.4095409512519836,1.222836971282959,2.9700856263602153,3.7461015213093702,3.5902253045627974,3.475407384221292,0.4924604147672653,0.6227208375930786,0.1879780888557434,0.2956933677196502,0.12469482421875,0.07244873046875,exclude_6022_6101
6,6056,M22c_gap_completion_strong,2.575104703101642,3.0454185641355966,13.41695050260794,2.5189218980006154,4.0,92.0,0.3648619055747986,0.4236489301936021,0.7682655708130066,2.0715673631957663,2.3502401828962083,2.772588722239781,3.540854293052788,3.0868930519509683,3.676220550121791,3.743376718925589,4.584133797777137,3.9136204508764054,4.337269381070008,3.5773076784568314,3.886692048027032,0.8840336134453781,0.8622497294372294,0.8091309000008922,0.8158927448970099,1.687696397304535,1.2984737753868103,1.5883073806762695,1.223445475101471,1.395605385303497,1.2222270965576172,2.8029010331479984,3.951058773138224,3.5342989020494837,3.41759229307365,0.4771064966917038,0.6727236807346344,0.190116286277771,0.3298550099134445,0.13751220703125,0.068328857421875,exclude_6022_6101
7,6057,M22c_gap_completion_strong,1.6583623564008292,2.2657833116140296,6.973974328886671,3.4463059222935533,8.0,56.0,0.0292392373085021,1.3272054447498842,0.154150679827258,3.020127355638707,2.302585092994046,3.5553480614894135,3.4011973816621555,3.5553480614894135,3.58351893845611,3.0062459571500284,5.231108616854587,3.417726683613366,4.74493212836325,3.4454317056559596,3.9219733362813143,0.9158072517544568,0.8657296650717703,0.8091118697701665,0.8312899444812171,1.2058139443397522,1.2468736171722412,1.133271038532257,1.1625102758407593,1.0588907599449158,1.11772620677948,3.901921651769386,3.6375861597263857,3.448852471564318,3.713572066704308,0.5989391803741455,0.638017475605011,0.2765872329473495,0.2803309559822082,0.043548583984375,0.09112548828125,exclude_6022_6101
