growth_run_id,true_target,prior_predicted_rq_nm,prior_rq_absolute_error_nm,current_predicted_rq_nm,current_rq_absolute_error_nm,rq_absolute_error_change_nm
6028,6.072564601898193,6.131415614666699,0.058851012768506,3.737876941262231,1.4764298900976316,1.4175788773291256
6029,2.561024904251098,2.5997000307101343,0.0386751264590361,1.502845119575329,0.7869180926286505,0.7482429661696144
6047,3.066597064069266,2.8681638713989557,0.1984331926703104,2.4008176141012036,0.9477186388742602,0.7492854462039498
6048,2.455431633201468,1.5297524245255163,0.9256792086759518,2.744975530294613,0.9294926158468284,0.003813407170876637
6057,5.337333679199219,5.549023491713952,0.2116898125147335,0.9749012431986378,2.979637340556855,2.7679475280421215
6062,3.091214734236458,3.408657707890912,0.3174429736544533,4.8495989990016275,1.7572333764811807,1.4397904028267274
6063,5.865590098313159,7.033225761753825,1.1676356634406666,3.5781062401297903,1.6675948344704294,0.49995917102976284
6070,3.047229528427124,2.640625388625884,0.4066041398012401,1.8090860620430271,0.7358660921165188,0.32926195231527866
6072,1.470114827156067,1.4986408335193715,0.0285260063633046,0.9456466177423966,0.5244682094136703,0.49594220305036574
6078,2.0597975274126674,2.957887415700462,0.8980898882877946,1.8714642632658445,0.3684519041235408,-0.5296379841642538
6082,1.863613247871399,1.970025130364652,0.1064118824932531,2.7918998325490656,0.9282865846776668,0.8218747021844137
6084,1.9596685775258929,2.240505665401505,0.2808370878756125,2.567377908617093,1.175397141367032,0.8945600534914195
6085,3.1255097083820487,4.251281349216936,1.1257716408348872,3.6421929119269048,1.4026069162527717,0.27683527541788444
6090,4.685108184814453,4.794107297380862,0.1089991125664084,3.462634419636593,1.0530405990646932,0.9440414864982848
6095,9.867135047912596,5.787773568720253,4.079361479192343,4.856387023983068,4.217796440067222,0.1384349608748785
