protocol,target,group_count,mean_absolute_error,median_absolute_error,rmse,pearson_r,pearson_pvalue,spearman_rho,spearman_pvalue,true_min,true_max,predicted_min,predicted_max,standard_deviation_ratio,interval_coverage
prior_M12_strict15_train14,Rq_nm,15,0.6635338818399001,0.28083708787561235,1.1942502343768837,0.8361138901590162,0.00010291126451677489,0.932142857142857,4.2412182315433465e-07,1.470114827156067,9.867135047912596,1.4986408335193715,7.033225761753825,0.7964294824886163,0.8666666666666667
prior_M12_strict15_train14,FSMI_nm,15,0.7217547500785774,0.4165156904514773,1.1887576140645881,0.7647852632920831,0.0008960587571186517,0.8321428571428571,0.00011902824493849783,1.4268805447108657,8.567125493610352,1.256021668381362,4.918527800167603,0.6862812433154756,0.9333333333333333
new_M13_full28_train27_all28,Rq_nm,28,1.2838630719777657,0.9328352432466751,1.6646173550036591,0.6606982248248057,0.00012985076479100633,0.5062944718117133,0.0059768656460598485,0.481030598282814,9.394835472106934,0.9151432798721502,5.049790040567472,0.554498190835582,0.8928571428571429
new_M13_full28_train27_all28,FSMI_nm,28,1.1344918908066293,0.8390702921401128,1.4819808670028238,0.6611895241940313,0.0001278364855444451,0.49863163656267107,0.006917477178805763,0.3286650711030523,8.69575314178455,0.7306874110813223,4.42082870603402,0.5485084359040588,0.8928571428571429
new_M13_full28_train27_same15,Rq_nm,15,1.3967292450692634,1.0530405990646936,1.7003881382517638,0.5518035304508974,0.03295907559444,0.457142857142857,0.08667812662416981,1.391980767250061,9.07418346405029,0.9456466177423966,4.856387023983068,0.604760225805765,0.8666666666666667
new_M13_full28_train27_same15,FSMI_nm,15,1.2050875990831964,1.0739589103724216,1.4364357088853261,0.564335399953576,0.028415498631057207,0.4535714285714285,0.0894859001430273,1.3458682689199004,7.857275141594466,0.8314078756041683,4.42082870603402,0.6328905823566956,0.8666666666666667
